article_id,country,prob
0,0,0.08320371061563492
0,2,0.2333311289548874
0,4,0.01750016398727894
0,5,0.6161090731620789
0,6,0.049807045608758926
1,1,0.029003161936998367
1,2,0.8874707221984863
1,3,0.049600888043642044
1,6,0.03374334052205086
2,0,0.4942111074924469
2,1,0.011220229789614677
2,6,0.49446359276771545
3,5,0.09190422296524048
3,6,0.893781304359436
4,0,0.06018179655075073
4,1,0.8382196426391602
4,3,0.020569248124957085
4,4,0.03513086959719658
4,6,0.04575203359127045
5,0,0.06621035188436508
5,3,0.08151422441005707
5,5,0.048959530889987946
5,6,0.8032084703445435
6,0,0.2389518916606903
6,3,0.0755617618560791
6,6,0.6850566864013672
7,0,0.10784509032964706
7,1,0.029788793995976448
7,5,0.5904521346092224
7,6,0.2580748200416565
8,2,0.9292116165161133
8,3,0.03355090692639351
8,6,0.03709481656551361
9,0,0.10608930885791779
9,2,0.03308109939098358
9,3,0.029111705720424652
9,5,0.038619209080934525
9,6,0.7913846969604492
10,0,0.03705330193042755
10,1,0.4968588054180145
10,2,0.0833573192358017
10,5,0.05399088189005852
10,6,0.31352144479751587
11,0,0.42039522528648376
11,3,0.5793460011482239
12,0,0.07432936877012253
12,2,0.10276611894369125
12,3,0.024937933310866356
12,4,0.23714205622673035
12,5,0.4785211384296417
12,6,0.08224029839038849
13,0,0.9293546080589294
13,6,0.07008712738752365
14,0,0.057620055973529816
14,1,0.05808922275900841
14,2,0.03343185782432556
14,4,0.05648922547698021
14,5,0.24490705132484436
14,6,0.5493946671485901
15,0,0.029401393607258797
15,1,0.191814586520195
15,2,0.025354744866490364
15,3,0.045336563140153885
15,5,0.6455131769180298
15,6,0.06253311783075333
16,1,0.7983447313308716
16,3,0.01890401728451252
16,4,0.0615786649286747
16,6,0.1208977922797203
17,1,0.01475722249597311
17,2,0.38218963146209717
17,3,0.37135717272758484
17,4,0.01723410375416279
17,5,0.1279423087835312
17,6,0.07884005457162857
18,1,0.1916036158800125
18,3,0.34558793902397156
18,4,0.43215811252593994
18,6,0.027157900854945183
19,0,0.036536362022161484
19,2,0.014437255449593067
19,4,0.012151706032454967
19,6,0.9358570575714111
20,0,0.06566985696554184
20,1,0.0342395044863224
20,4,0.01711161807179451
20,5,0.719316840171814
20,6,0.16348686814308167
21,2,0.3373805582523346
21,3,0.04270928353071213
21,4,0.014963488094508648
21,5,0.46282193064689636
21,6,0.14177584648132324
22,0,0.9340891242027283
22,3,0.06370704621076584
23,0,0.35982340574264526
23,1,0.30873847007751465
23,4,0.07722465693950653
23,6,0.2530134618282318
