article_id,country,prob
0,0,0.03487321361899376
0,2,0.0579737052321434
0,3,0.298379510641098
0,5,0.22042134404182434
0,6,0.3879331052303314
1,0,0.23133426904678345
1,1,0.04447294399142265
1,2,0.3471287786960602
1,3,0.3566260039806366
1,4,0.01998252049088478
2,0,0.012582519091665745
2,2,0.21240977942943573
2,3,0.5706064701080322
2,5,0.03538048639893532
2,6,0.1686752736568451
3,0,0.30451640486717224
3,2,0.6200350522994995
3,3,0.06446601450443268
3,6,0.010187424719333649
4,0,0.028271201997995377
4,1,0.01886706054210663
4,2,0.36882540583610535
4,3,0.5172196626663208
4,4,0.01412595622241497
4,5,0.03581726551055908
4,6,0.01687348634004593
5,0,0.6874826550483704
5,2,0.09903830289840698
5,3,0.17210888862609863
5,5,0.036400459706783295
6,0,0.7642995715141296
6,3,0.18200434744358063
6,4,0.020664431154727936
6,5,0.017589176073670387
6,6,0.015230043791234493
7,0,0.05540473014116287
7,1,0.01946432888507843
7,2,0.07218905538320541
7,3,0.4550195038318634
7,4,0.053715672343969345
7,6,0.3441551923751831
8,0,0.06781122833490372
8,1,0.06237879768013954
8,2,0.19205664098262787
8,3,0.6285206079483032
8,4,0.026677921414375305
8,6,0.014564594253897667
9,2,0.1428440809249878
9,3,0.37627872824668884
9,4,0.07369516044855118
9,5,0.22628259658813477
9,6,0.18063105642795563
10,1,0.06149456650018692
10,2,0.23678115010261536
10,3,0.6417447924613953
10,4,0.015932131558656693
10,6,0.043909065425395966
11,3,0.16248124837875366
11,4,0.6215194463729858
11,5,0.07245408743619919
11,6,0.143281951546669
12,0,0.6630581617355347
12,2,0.09532103687524796
12,3,0.24107247591018677
13,2,0.11477817595005035
13,3,0.2455635815858841
13,4,0.029118886217474937
13,5,0.3275616466999054
13,6,0.282492071390152
14,0,0.013932079076766968
14,2,0.12380252778530121
14,3,0.30622145533561707
14,5,0.4735232889652252
14,6,0.08104635775089264
15,0,0.2352192997932434
15,2,0.04741872474551201
15,3,0.6541745066642761
15,5,0.033466555178165436
15,6,0.029398199170827866
16,0,0.39229705929756165
16,2,0.10472027957439423
16,3,0.5024710893630981
17,2,0.1402881145477295
17,3,0.5044830441474915
17,6,0.3513716757297516
18,0,0.03326796740293503
