,country,label_id,label,tfidf,pmi
0,0,749,engine,0.014972768663711325,0.06478806454955997
1,2,94,aircraft,0.00954749994944795,0.046110446326992204
2,0,9029,car,0.009223457718087451,0.05213247520788644
3,0,5234,vehicle,0.009110073462261142,0.045859021593815046
4,0,8687,cylinder,0.006808835930693877,0.03869737105491426
5,2,890,flight,0.006450586732417807,0.03911597891146714
6,0,31327,crankshaft,0.006254432604290862,0.04567558550743978
7,1,2743,material,0.006222059942060612,0.021868355054566666
8,1,583,water,0.00597889088717449,0.019396386682563892
9,5,19,light,0.0057855864214169,0.023223897357119543
10,2,5885,weapon,0.005687188153953226,0.036601064561114054
11,0,8186,fuel,0.005608571799535071,0.030544373024522484
12,0,5833,piston,0.0054955753938183685,0.03578571514115653
13,0,5574,torque,0.00542844136683032,0.03675047109794005
14,4,1067,company,0.005419825521900812,0.018590766513446794
15,0,26318,diesel,0.005355976305879881,0.03865772210916127
16,3,2992,technology,0.005323846618555658,0.019409142868846693
17,0,5551,wheels,0.0052457765122811695,0.03415909172564941
18,2,592,ship,0.005233335341750674,0.03303863755516575
19,4,11682,software,0.005144639470224502,0.01796927366393546
20,2,5847,navy,0.005073957452237408,0.03453990287722134
21,5,1731,image,0.004922970155077518,0.02061534030440787
22,5,1007,voltage,0.004892024935208133,0.021539285358330384
23,4,14436,phone,0.0048539667090400085,0.019359359391837097
24,3,47,research,0.0048160926893044105,0.019332766507336226
25,5,824,signal,0.004804344368208181,0.020118585116349848
26,5,7817,optical,0.004787335365919108,0.0211466609628079
27,2,9,air,0.0047316890817834766,0.020277915447969162
28,3,218,information,0.004689738893796865,0.018073139932184908
29,1,9548,pressure,0.004674524334933919,0.016841015214725155
30,1,1650,flow,0.00458287112296172,0.017975932288019032
31,3,3388,human,0.004546895651164818,0.01923971774495946
32,4,12106,android,0.004505349914813086,0.018378036772141643
33,2,643,military,0.004502143760576486,0.02673779066964501
34,2,165,war,0.004488795065894113,0.029363274876615077
35,3,5103,management,0.004438673331879376,0.01823838587647309
36,4,1421,announced,0.004434512178043444,0.017500641680269494
37,3,2555,science,0.0043940781117138535,0.018645252523053706
38,1,255,process,0.004367620865852312,0.015208388986373441
39,4,11649,users,0.004342234964821256,0.016954694452808745
40,5,485,circuit,0.004330024229527653,0.019861511589050675
41,4,11041,mobile,0.004288297199739575,0.01694359305819396
42,6,2028,paper,0.004253475772529954,0.015778187459106887
43,2,1094,british,0.004229279971492537,0.026120704644841633
44,4,3812,apple,0.004179686531253886,0.017067819020300082
45,2,105,pilot,0.0041783423171901255,0.026890578044900124
46,5,85,frequency,0.0041158481143629185,0.018848017380445458
47,1,720,heat,0.00408009502322822,0.015528959726008557
48,4,12869,hardware,0.004054258152659909,0.01586789523133931
49,4,1907,device,0.004008189798661184,0.014327514953466304
50,1,3364,gas,0.0038350256637210596,0.014350902611231967
51,1,2792,temperature,0.003813883465998176,0.014340350476959002
52,5,88,wavelength,0.0037937332071905864,0.01841865015461883
53,1,677,surface,0.0037692575557303127,0.013701472628431013
54,3,4587,data,0.003760627698763023,0.013408855469422673
55,3,3792,social,0.0037333446948639567,0.016329146881330997
56,5,13871,electrons,0.003711416773155831,0.017861915137350755
57,5,13547,detector,0.0036855174965316696,0.01768374142026995
58,3,4567,organization,0.003628480609201674,0.01578512997729512
59,3,2398,analysis,0.0035992972664128445,0.014913452488116985
60,6,3055,machine,0.003589338732540168,0.012703864944349198
61,1,5803,fluid,0.0035872370727827434,0.014534664169058714
62,6,625,wood,0.0028112232458776375,0.011332064517558362
63,6,2365,references,0.0027132938322115266,0.00931440424979797
64,6,5621,printing,0.0025349770194739133,0.010144542684380541
65,6,7317,tool,0.0024892589343588276,0.009799193988731948
66,6,7150,plastic,0.0024860904826345975,0.009588029788818507
67,6,2409,iron,0.0023966437392234407,0.009631257884101947
68,6,6920,handle,0.002394340853161065,0.00990569407589436
69,6,6692,stone,0.0023814448157100055,0.009809263926735645
