country,article_id,distance
4,0,0.5501146390084819
4,2,0.4687119411191135
4,4,0.45719112501318093
4,5,0.5134440655725988
4,6,0.4930918058701219
4,9,0.4896451171352352
4,10,0.574556139099359
4,11,0.43581299293617093
4,12,0.570403521578235
4,13,0.5117780084456569
4,14,0.5218470683996393
4,21,0.6015604868847135
4,25,0.4782199082203623
4,32,0.44383804141415073
4,34,0.5366081924316823
4,37,0.49901585747516963
4,41,0.531197750443557
4,42,0.5874438960557145
4,47,0.4452580665556892
4,50,0.5403271548465137
4,56,0.47961669008430474
4,58,0.6190254790445542
4,66,0.4491807224086468
4,73,0.4899194613836081
4,74,0.6453549963405746
4,76,0.6629025089445991
4,93,0.5298159661500321
4,98,0.5134326175104427
4,104,0.6270358363749522
4,114,0.5995219721603149
4,117,0.48977080491486835
4,119,0.5462212790282862
4,124,0.6036507280971042
4,128,0.5163253054543453
4,136,0.46781502063895364
4,155,0.4988749434152884
4,165,0.4765579442980743
4,174,0.5682198472442562
4,182,0.4181586183812095
4,185,0.5554926120573731
4,189,0.5005411047895435
4,193,0.4459384698869485
4,247,0.4810881859428642
4,255,0.4124637259416527
4,259,0.37936374505978454
4,288,0.5230707507020107
4,300,0.5033763835542049
4,301,0.4772572930511563
4,306,0.5402291881478405
4,308,0.44195194978040786
4,312,0.4605307494259837
4,323,0.31961986301238365
4,324,0.42269335838402955
4,352,0.4798027031209968
4,355,0.5030724470079853
4,362,0.4653743894139225
4,380,0.577949173133593
4,382,0.5810120827144287
4,391,0.44145697975212117
4,393,0.5762357650882584
4,421,0.46279769082400535
4,425,0.5681697235241303
4,430,0.44658478287045134
4,433,0.42152037674011855
4,442,0.46749461546048277
4,444,0.5013282917738684
4,467,0.48610085608862597
4,473,0.38567756780160645
4,479,0.43057085970590026
4,495,0.454930835529442
4,503,0.5849535106988553
4,506,0.3961450086571623
4,508,0.528555814408764
4,517,0.6268885489202239
4,518,0.5247853312864119
4,524,0.47747802760716407
4,532,0.45516424374007936
4,533,0.4582744598245183
4,554,0.4771580187494405
4,561,0.5288871513369029
4,563,0.5382254341628725
4,569,0.43619122038448166
4,574,0.49393791161027534
4,582,0.48801132881481657
4,585,0.5417485358593681
4,590,0.49023908763231994
4,598,0.42527123325765526
4,602,0.476409027328194
4,664,0.4779665407767886
4,686,0.45194904582011963
4,702,0.46732480175828583
4,718,0.3594878161374402
4,740,0.5627850849140354
4,747,0.43940202376106574
4,756,0.4206033238987049
4,774,0.41515859558651824
4,777,0.5501005800769927
4,781,0.5651462091768038
4,789,0.4515248150945145
4,795,0.42811686196648047
4,807,0.4259725804985174
4,810,0.3784426300323359
4,819,0.43116531265472247
4,861,0.4395002202864383
4,882,0.5395294872525086
4,886,0.5078386937131167
4,910,0.3840326321396448
4,911,0.5511442205857668
4,920,0.45685947631750123
4,944,0.5516193994286838
4,969,0.48089825992357493
4,973,0.4213072431759669
4,983,0.4411319075986744
4,984,0.6091022245839337
4,985,0.6128463759533072
4,989,0.3995101576125596
4,998,0.44728698771325603
4,1002,0.3733994697872045
4,1003,0.37840581488293656
4,1009,0.4257266594562694
4,1010,0.45777271417676924
4,1016,0.4464905481364334
4,1024,0.549093706492543
4,1025,0.4981666841960668
4,1026,0.5155591887705264
4,1027,0.4114876395741853
4,1029,0.6230812408295687
4,1030,0.592532109436122
4,1037,0.4640393062349091
4,1049,0.4179364490622398
4,1051,0.3922519700641306
4,1052,0.5414408481372665
4,1066,0.4261616528282024
4,1071,0.6147711500212361
4,1091,0.37803499413732733
4,1093,0.48605787922961086
4,1098,0.5148590951240799
4,1102,0.504939530847399
4,1105,0.5904336890280812
4,1111,0.5427088803562989
4,1138,0.48277929101746164
4,1141,0.4804864096148749
4,1142,0.5975482721791254
4,1153,0.6147152922099464
4,1176,0.5639115652488117
4,1186,0.5616420244387239
4,1187,0.5691447068777016
4,1188,0.5083448832015487
4,1190,0.5577469970294009
4,1193,0.441706960413109
4,1194,0.44481387915337367
4,1197,0.45088982303459035
4,1205,0.4424724554102809
4,1218,0.4245472426402639
4,1220,0.41702572925795034
4,1236,0.3424029789907018
4,1328,0.5334289139171073
4,1340,0.5259175693138278
4,1345,0.3938442914208653
4,1359,0.5967566121601242
4,1361,0.5231121533571027
4,1373,0.5143698769525802
4,1386,0.44266064886848666
4,1396,0.5192725674212876
4,1415,0.5197046588946326
4,1417,0.5545363602392117
4,1426,0.5721868598243038
4,1427,0.5693287028692153
4,1445,0.6574036476894433
4,1461,0.5183918828976282
4,1482,0.4013090590641537
4,1483,0.4695084665915574
4,1484,0.38441284318888536
4,1499,0.5263092796748183
4,1500,0.5570456943583628
4,1502,0.42478000994333964
4,1524,0.5011824153628668
4,1525,0.49756013772543595
4,1526,0.5527107322094313
4,1556,0.45594314339817066
4,1573,0.517535957542236
4,1574,0.40529401623844696
4,1578,0.414216877565738
4,1582,0.5047557192210872
4,1583,0.37665761560510924
4,1589,0.4890518483004741
4,1644,0.49025170336792234
4,1648,0.47051372481255194
4,1653,0.4964127204267632
4,1693,0.5931238525257114
4,1694,0.44612552401537886
4,1696,0.4391849548887081
4,1702,0.45872123456356506
4,1712,0.5421687996209105
4,1725,0.5310904016231979
4,1734,0.41564272387480916
4,1752,0.4283326607732132
4,1764,0.5467074818172387
4,1778,0.4389558347042537
4,1788,0.4304699331903403
4,1791,0.46489535675838123
4,1794,0.33705218285616
4,1798,0.3850245035300762
4,1800,0.4653415943192204
4,1828,0.5286628205728734
4,1834,0.46494168161478566
4,1840,0.4991105177832582
4,1842,0.47646283844975135
4,1843,0.5563850218686941
4,1852,0.5834889988573295
4,1875,0.45418286495216775
