,country,label_id,label,tfidf,pmi
0,2,210,lead,0.014366247077176608,0.04577844050716679
1,2,209,health,0.014326257603602805,0.04555914258856959
2,2,206,acid,0.014310116997715618,0.04471955744421767
3,2,207,need,0.014296384728199496,0.044960622450728085
4,2,211,develop,0.014275524603431547,0.04608982241083693
5,2,208,consume,0.01426524528876384,0.04500770343715044
6,2,205,source,0.013621018566848862,0.038165303647259834
7,2,204,report,0.013567566034277723,0.03775008706563688
8,2,203,low,0.013523121275723533,0.03752479242188207
9,2,202,system,0.013481768454660077,0.03736025510241096
10,3,122,home,0.012038647167603528,0.029505083742740884
11,6,179,range,0.01174438347124099,0.02916516438090285
12,6,178,occur,0.011649268967746238,0.028920550036977757
13,6,177,shell,0.011602041722817424,0.028799775162976105
14,6,176,female,0.011500458844935767,0.02854152575644485
15,6,175,male,0.01145391293697006,0.028423889380323492
16,6,174,catch,0.011399876041912508,0.028287866665804764
17,6,173,aquaculture,0.011346123446001942,0.028153139626062883
18,6,172,body,0.011290054377852441,0.028013086235327736
19,6,171,breed,0.011214181890359649,0.027825047395016757
20,6,170,land,0.011161403827297557,0.027694915220795868
21,3,87,form,0.011063484962554854,0.026457965315906287
22,3,86,bacon,0.011003033163572597,0.02631011867021087
23,4,127,run,0.010976795951121608,0.02878835252336049
24,4,212,chemical,0.010946134031228892,0.028800038939000013
25,3,84,canada,0.010936026614654953,0.026148871773355644
26,3,83,sweet,0.010898670130713715,0.02605936001524619
27,3,82,spice,0.010876348149755166,0.02600623779710151
28,4,213,vitamin,0.010870719628599462,0.028840981641628616
29,3,81,chicken,0.010832241967569062,0.025901409159692974
30,3,80,meal,0.010766463505750168,0.02574574125823238
31,4,217,vine,0.010756914931860014,0.03045140304452174
32,4,216,french,0.010755879955085937,0.030397413917960435
33,3,78,egg,0.010729940564186646,0.025660213124546184
34,3,77,salt,0.010708202142025077,0.025609148023800817
35,4,215,de,0.010676973045133046,0.030062456188836906
36,0,47,bottle,0.010665329463401518,0.02691169343408327
37,4,214,heat,0.010589195190324488,0.029601560805784882
38,0,43,create,0.010529828920386897,0.026544062890595372
39,0,41,history,0.010449884238231252,0.026331564381378885
40,0,38,location,0.010370511907571054,0.0261243145488909
41,0,35,eat,0.010317114802490064,0.0259871564310625
42,4,125,award,0.01031600472617581,0.026378543604703455
43,0,34,bread,0.010296275685059059,0.025934175480132705
44,4,218,style,0.010245855238672372,0.0308964913324713
45,4,123,season,0.010194615661216478,0.025984500822214103
46,0,33,popular,0.009618642986971753,0.024323193751537336
47,0,32,ingredient,0.009579980326542965,0.024233742839794018
48,0,31,recipe,0.009547877999034265,0.02415970146234277
49,0,28,meat,0.009509494034781418,0.02407144684512873
50,1,158,juice,0.008743795227696681,0.020158333095626386
51,1,157,long,0.00869208337575844,0.02005845026852138
52,5,156,white,0.00866965720097545,0.02303347355969528
53,5,155,oil,0.008636094499486947,0.022938293130496185
54,1,154,green,0.008610432488023213,0.019934829869054083
55,1,153,cultivate,0.008567245539915029,0.01986397382561144
56,1,152,india,0.008545587146575911,0.01982910421403984
57,1,151,harvest,0.008537997855823641,0.019829171436446608
58,1,150,china,0.008513558532540502,0.019783310444341787
59,1,148,root,0.00848034537702535,0.01972665970004328
60,1,147,banana,0.008464186603284934,0.019704480547988366
61,1,146,apple,0.008439880529007314,0.01965969975550349
62,5,145,cultivar,0.008196428499867911,0.021783123457869154
63,5,144,contain,0.008097976598889731,0.021532862585208135
64,5,143,crop,0.00800067471397586,0.0212882867678655
65,5,142,chinese,0.007936432536184064,0.021128299643259654
66,5,141,specie,0.007720602997743621,0.020599366481682094
67,5,138,find,0.007432982402302597,0.020049988830175974
68,5,26,coffee,0.007411935309646064,0.01972017314190289
69,5,137,tree,0.007392457175457386,0.02000397784070278
