country,1,tfidf_1,pmi_1,2,tfidf_2,pmi_2,3,tfidf_3,pmi_3,4,tfidf_4,pmi_4,5,tfidf_5,pmi_5,6,tfidf_6,pmi_6,7,tfidf_7,pmi_7,8,tfidf_8,pmi_8,9,tfidf_9,pmi_9,10,tfidf_10,pmi_10
0,newspaper,0.013948269435021404,0.04272590975903255,paper,0.011934597578719012,0.04245261860266149,published,0.010442213035366492,0.03769711945082307,circulation,0.00874487657877547,0.03495917535518177,publication,0.0078892384250961,0.03244730428839599,references,0.007872749123772955,0.020858917821895008,weekly,0.007154103796746083,0.028722013940630946,daily,0.007125918385309751,0.027845165085679406,external links,0.007053257697362851,0.020764300388731585,editor,0.006912310478542266,0.0272879995884377
1,media,0.009692778969532582,0.027914243205463336,government,0.008049204186945293,0.03343469977792045,russian,0.006680002210753227,0.03511569528456842,news agency,0.006317180605447423,0.03832314661293373,journalists,0.006035439462756598,0.02907295821479517,press,0.0058597365790758835,0.026553113295594538,radio,0.0056838143564996845,0.01968541241973735,state,0.005317572297280449,0.028584074838732425,national,0.005183035803303061,0.02444263217743881,law,0.005117108319760829,0.027300123064395627
2,communication,0.005960935168795011,0.02084685970879756,information,0.005457162442556349,0.018031179955921007,social,0.0045360176243496135,0.016765467439651866,research,0.004469595486036597,0.015803793153409,social media,0.004289988257810634,0.01635151717474532,people,0.004279757895804711,0.015278351003610942,study,0.004275799344075461,0.01655047378735531,advertising,0.004111128720683703,0.014311175470246846,theory,0.00409618061736887,0.01607015623501062,example,0.0036852558951742747,0.014143302444202895
3,award,0.003895650780680704,0.013462634222615144,career,0.0035661806182834756,0.012787504297420076,series,0.0035340968976592148,0.011721564572354876,new york,0.0028411412700270052,0.00994189368019868,producer,0.002833883945703067,0.01041852594157371,american,0.002800989497928845,0.00942914745731647,university,0.002647083289631202,0.00885071563576435,director,0.002646299870411955,0.00945146554026363,born,0.002627164733730062,0.009607328077596667,married,0.002621997380909217,0.009740566672683613
4,camera,0.012324241281589562,0.11086703708489469,lens,0.009580770769117772,0.12520997544902443,film,0.008956030173374964,0.04069076490456293,ctv,0.008881234210258089,0.09837926642423347,dt,0.00783437999276504,0.10082267304130593,lenses,0.00774114821029848,0.11386344349259456,image,0.0071716756364667,0.06569044816880455,ontario,0.006910286604378442,0.06771672069938457,local,0.006728234324227698,0.03863120395622413,assistant,0.0066688932065692985,0.08454075068680933
5,standard,0.010384311126352063,0.05939068216132711,video,0.009493213807853661,0.04170658105980712,audio,0.00877875533707012,0.05346342977995249,systems,0.007691340440121793,0.04576497206949442,software,0.007534163081866234,0.04220142852893251,music,0.007480066662441134,0.033197320944432014,format,0.0069228740842347085,0.03959378810755141,signal,0.006682235500508175,0.045898463888973486,data,0.006625025252782078,0.034511663855293195,cd,0.006240886584610305,0.048625059936691056
6,channel,0.007574395749073791,0.01988459674932828,network,0.00676850620464314,0.018787444117321844,programming,0.005989124160600292,0.017490430410163276,company,0.005892220101074985,0.015276449174455736,tv,0.005438312386435,0.014742794664848312,broadcast,0.004897509278047563,0.013862945827561672,launched,0.00482024447702464,0.014311106799772896,service,0.00475646091956733,0.014163630431267402,television,0.0047495267467421096,0.012460600097669946,news,0.00472233548737388,0.011850864080697717
