,Unnamed: 0,alg,country,h_cat,key_phrases,key_words,kmeans_plain,label,lda,links,pmi,tfidf
0,0,kmeans_plain,0,1.0,0.0,0.0,1,food politics,0.0,0.0,0.07836233139479745,0.01945058764397653
1,1,kmeans_plain,0,1.0,0.0,0.0,1,nutrition,0.0,0.0,0.07481227241088922,0.018986133983960304
2,2,kmeans_plain,0,1.0,0.0,0.0,1,health,0.0,0.0,0.07435518012196791,0.017799753613635085
3,3,kmeans_plain,0,1.0,0.0,0.0,1,food additives,0.0,0.0,0.07580976937636774,0.01717520035932215
4,4,kmeans_plain,0,1.0,0.0,0.0,1,food and drink,0.0,0.0,0.043989679888288336,0.01708413544312969
5,5,kmeans_plain,0,1.0,0.0,0.0,1,branches of biology,0.0,0.0,0.07479289457899742,0.016220054553261486
6,6,kmeans_plain,0,1.0,0.0,0.0,1,food science,0.0,0.0,0.06251428446072285,0.015599706743053662
7,7,kmeans_plain,0,1.0,0.0,0.0,1,chemical substances by use,0.0,0.0,0.07054712870717113,0.01537935448819016
8,8,kmeans_plain,0,1.0,0.0,0.0,1,organic compounds,0.0,0.0,0.07279413214150672,0.014547275339922372
9,9,kmeans_plain,0,1.0,0.0,0.0,1,food ingredients,0.0,0.0,0.04408774267102983,0.014264172683954888
10,10,kmeans_plain,1,1.0,0.0,0.0,1,companies by industry and year of establishment,0.0,0.0,0.03381466490004514,0.012080227406813285
11,11,kmeans_plain,1,1.0,0.0,0.0,1,food product brands,0.0,0.0,0.03148207689640449,0.010607489363090337
12,12,kmeans_plain,1,1.0,0.0,0.0,1,food and drink companies by year of establishment,0.0,0.0,0.030880750218248345,0.010519206909789709
13,13,kmeans_plain,1,1.0,0.0,0.0,1,brands,0.0,0.0,0.03144630180902221,0.010352650511316215
14,14,kmeans_plain,1,1.0,0.0,0.0,1,establishments in the united states by year,0.0,0.0,0.03071336913644788,0.009974032435075893
15,15,kmeans_plain,1,1.0,0.0,0.0,1,companies established in the 20th century,0.0,0.0,0.030689039788272626,0.00993821358241561
16,16,kmeans_plain,1,1.0,0.0,0.0,1,brands by product type,0.0,0.0,0.032089416140769024,0.009926715196260372
17,17,kmeans_plain,1,1.0,0.0,0.0,1,companies by year of establishment,0.0,0.0,0.030214253233198464,0.00988673135676757
18,18,kmeans_plain,1,1.0,0.0,0.0,1,establishments in the united states by state,0.0,0.0,0.03047421599704877,0.009706232155419927
19,19,kmeans_plain,1,1.0,0.0,0.0,1,food and drink companies established in the 20th century,0.0,0.0,0.028706167626493306,0.008999289959902715
20,20,kmeans_plain,2,1.0,0.0,0.0,1,births by decade,0.0,0.0,0.048517236909256745,0.011169573350320887
21,21,kmeans_plain,2,1.0,0.0,0.0,1,years,0.0,0.0,0.04394363634319105,0.01081661401186586
22,22,kmeans_plain,2,1.0,0.0,0.0,1,20th-century births,0.0,0.0,0.05025822159733891,0.0106638616003335
23,23,kmeans_plain,2,1.0,0.0,0.0,1,people,0.0,0.0,0.04775524561227592,0.009401283144346215
24,24,kmeans_plain,2,1.0,0.0,0.0,1,victims,0.0,0.0,0.04805341772523968,0.00933999889493852
25,25,kmeans_plain,2,1.0,0.0,0.0,1,people by status,0.0,0.0,0.04805341772523968,0.00933999889493852
26,26,kmeans_plain,2,1.0,0.0,0.0,1,living people,0.0,0.0,0.04805341772523968,0.00933999889493852
27,27,kmeans_plain,2,1.0,0.0,0.0,1,survivors,0.0,0.0,0.04805341772523968,0.00933999889493852
28,28,kmeans_plain,2,1.0,0.0,0.0,1,life,0.0,0.0,0.045821834858742486,0.009209278121189924
29,29,kmeans_plain,2,1.0,0.0,0.0,1,nature,0.0,0.0,0.04512333127857872,0.009050437742890823
30,30,kmeans_plain,3,1.0,0.0,0.0,1,alcoholic drinks by country,0.0,0.0,0.0939387476190363,0.021283537585553132
31,31,kmeans_plain,3,1.0,0.0,0.0,1,alcoholic drinks,0.0,0.0,0.08782255591771182,0.02058959858913212
32,32,kmeans_plain,3,1.0,0.0,0.0,1,fermented drinks,0.0,0.0,0.08373093884625524,0.019332802272801184
33,33,kmeans_plain,3,1.0,0.0,0.0,1,wine,0.0,0.0,0.07305147446342633,0.015662085690639243
34,34,kmeans_plain,3,1.0,0.0,0.0,1,alcohol,0.0,0.0,0.06959597285631568,0.01479111800394657
35,35,kmeans_plain,3,1.0,0.0,0.0,1,drinking culture,0.0,0.0,0.06784904704132001,0.014647949027834837
36,36,kmeans_plain,3,1.0,0.0,0.0,1,alcohol by country,0.0,0.0,0.07142232888046142,0.01448445325093808
37,37,kmeans_plain,3,1.0,0.0,0.0,1,beer,0.0,0.0,0.06613603427712374,0.01326542873796896
38,38,kmeans_plain,3,1.0,0.0,0.0,1,drug culture,0.0,0.0,0.05681030764426755,0.012412633113109372
39,39,kmeans_plain,3,1.0,0.0,0.0,1,distilled drinks,0.0,0.0,0.06317316509053086,0.012395188311631129
40,40,kmeans_plain,4,1.0,0.0,0.0,1,fishing,0.0,0.0,0.2889272934485904,0.03704296626823756
41,41,kmeans_plain,4,1.0,0.0,0.0,1,fishing industry,0.0,0.0,0.28377381468167073,0.03573282684914985
42,42,kmeans_plain,4,1.0,0.0,0.0,1,animal-based seafood,0.0,0.0,0.2663540359586375,0.03167019861896238
43,43,kmeans_plain,4,1.0,0.0,0.0,1,primary industries,0.0,0.0,0.1924789056148908,0.031137382998799475
44,44,kmeans_plain,4,1.0,0.0,0.0,1,seafood,0.0,0.0,0.1933578047272876,0.0271412010073749
45,45,kmeans_plain,4,1.0,0.0,0.0,1,edible shellfish,0.0,0.0,0.2533122187553897,0.02654340293543675
46,46,kmeans_plain,4,1.0,0.0,0.0,1,meat,0.0,0.0,0.0966518030036732,0.021984757984986426
47,47,kmeans_plain,4,1.0,0.0,0.0,1,animal products,0.0,0.0,0.1083243040730285,0.02109481641623077
48,48,kmeans_plain,4,1.0,0.0,0.0,1,maritime culture,0.0,0.0,0.1906303687062244,0.02081243403170281
49,49,kmeans_plain,4,1.0,0.0,0.0,1,animals described in the 18th century,0.0,0.0,0.21698380211377044,0.02063515917856861
50,50,kmeans_plain,5,1.0,0.0,0.0,1,cuisine,0.0,0.0,0.04382438984191515,0.018587382183443583
51,51,kmeans_plain,5,1.0,0.0,0.0,1,cuisine by country,0.0,0.0,0.04251776221784122,0.01851259061219462
52,52,kmeans_plain,5,1.0,0.0,0.0,1,food and drink by country,0.0,0.0,0.039835865010492674,0.01663018382714407
53,53,kmeans_plain,5,1.0,0.0,0.0,1,culture by country,0.0,0.0,0.03931344406625016,0.01659598571007691
54,54,kmeans_plain,5,1.0,0.0,0.0,1,cuisine by region,0.0,0.0,0.04023382569990819,0.0161700283286209
55,55,kmeans_plain,5,1.0,0.0,0.0,1,cuisine by continent,0.0,0.0,0.040473312757645735,0.01572118653232583
56,56,kmeans_plain,5,1.0,0.0,0.0,1,prepared foods by main ingredient,0.0,0.0,0.041570675304503764,0.015286914461899809
57,57,kmeans_plain,5,1.0,0.0,0.0,1,european cuisine by country,0.0,0.0,0.03805829840905868,0.014744354816333481
58,58,kmeans_plain,5,1.0,0.0,0.0,1,asian cuisine,0.0,0.0,0.03571520196901105,0.013799795942898149
59,59,kmeans_plain,5,1.0,0.0,0.0,1,foods,0.0,0.0,0.03186188971289472,0.013773959027492887
60,60,kmeans_plain,6,1.0,0.0,0.0,1,edible plants,0.0,0.0,0.07612675226764047,0.02464944998268968
61,61,kmeans_plain,6,1.0,0.0,0.0,1,plants and humans,0.0,0.0,0.07529928756907918,0.021636829768327818
62,62,kmeans_plain,6,1.0,0.0,0.0,1,flora by continent,0.0,0.0,0.07575792110355307,0.020167135556333718
63,63,kmeans_plain,6,1.0,0.0,0.0,1,plant products,0.0,0.0,0.06869386948574815,0.01924057586226585
64,64,kmeans_plain,6,1.0,0.0,0.0,1,types of food,0.0,0.0,0.06185298621745789,0.018521687617490387
65,65,kmeans_plain,6,1.0,0.0,0.0,1,vegan cuisine,0.0,0.0,0.05997865330177734,0.018288440655371368
66,66,kmeans_plain,6,1.0,0.0,0.0,1,ethnobotany,0.0,0.0,0.06758872679401412,0.01823854357053817
67,67,kmeans_plain,6,1.0,0.0,0.0,1,crops,0.0,0.0,0.06688564388869461,0.01768189299337976
68,68,kmeans_plain,6,1.0,0.0,0.0,1,flora by country,0.0,0.0,0.06856845329249618,0.01745570051164052
69,69,kmeans_plain,6,1.0,0.0,0.0,1,flora of asia,0.0,0.0,0.06378589203675343,0.015609640078483322
70,70,kmeans_plain,0,1.0,0.0,0.0,1,chemical substances,0.0,0.0,0.06879224342733911,0.013882278782651872
71,71,kmeans_plain,0,1.0,0.0,0.0,1,determinants of health,0.0,0.0,0.06745658714831547,0.01424232038589141
72,72,kmeans_plain,1,1.0,0.0,0.0,1,categories by company,0.0,0.0,0.028916614189756506,0.008822861975694088
