,Unnamed: 0,alg,country,h_cat,key_phrases,key_words,kmeans_plain,label,lda,links,pmi,tfidf
73,73,kmeans_plain,2,1.0,0.0,0.0,1,chefs by nationality,0.0,0.0,0.04916543321455173,0.00884540170788036
74,74,kmeans_plain,2,1.0,0.0,0.0,1,chefs,0.0,0.0,0.04855352116762905,0.008693512776642442
75,75,kmeans_plain,3,1.0,0.0,0.0,1,beer by country,0.0,0.0,0.05833416639474285,0.011362774650978059
76,76,kmeans_plain,4,1.0,0.0,0.0,1,fauna by sea or ocean,0.0,0.0,0.20118835835764606,0.018200525832881388
77,77,kmeans_plain,4,1.0,0.0,0.0,1,crustaceans,0.0,0.0,0.19874229928946802,0.018111573273311882
78,78,kmeans_plain,4,1.0,0.0,0.0,1,edible crustaceans,0.0,0.0,0.1954401195474276,0.017680510809084782
79,79,kmeans_plain,4,1.0,0.0,0.0,1,crustaceans and humans,0.0,0.0,0.1954401195474276,0.017680510809084782
80,80,kmeans_plain,4,1.0,0.0,0.0,1,arthropods as food,0.0,0.0,0.19449520357862454,0.01887880790385937
81,81,kmeans_plain,5,1.0,0.0,0.0,1,european cuisine,0.0,0.0,0.037110498663103966,0.013460900687962966
82,82,kmeans_plain,5,1.0,0.0,0.0,1,foods by cooking technique,0.0,0.0,0.03679856052744335,0.012570338763045169
83,83,kmeans_plain,6,1.0,0.0,0.0,1,biota of asia,0.0,0.0,0.06164472700460449,0.01460666191380351
84,0,kmeans_plain,0,0.0,1.0,0.0,1,food,0.0,0.0,0.017168259808759363,0.0042168129754800885
85,1,kmeans_plain,0,0.0,1.0,0.0,1,protein,0.0,0.0,0.019792337537896047,0.003805326217514169
86,2,kmeans_plain,0,0.0,1.0,0.0,1,acid,0.0,0.0,0.019388412282020616,0.0037276664987893897
87,3,kmeans_plain,0,0.0,1.0,0.0,1,diet,0.0,0.0,0.018584144255909447,0.0037034460600859297
88,4,kmeans_plain,0,0.0,1.0,0.0,1,intake,0.0,0.0,0.019663223599800963,0.0035148520515338386
89,5,kmeans_plain,0,0.0,1.0,0.0,1,process,0.0,0.0,0.01627098463001589,0.003217034911290577
90,6,kmeans_plain,0,0.0,1.0,0.0,1,glucose,0.0,0.0,0.017832870339181194,0.0031545910774439787
91,7,kmeans_plain,0,0.0,1.0,0.0,1,reaction,0.0,0.0,0.017645155914558234,0.0031062718757405385
92,8,kmeans_plain,0,0.0,1.0,0.0,1,fda,0.0,0.0,0.017306826966343992,0.003088092780143441
93,9,kmeans_plain,0,0.0,1.0,0.0,1,health,0.0,0.0,0.016717715105032938,0.0030751116616218863
94,10,kmeans_plain,1,0.0,1.0,0.0,1,company,0.0,0.0,0.02738426830703173,0.009737606668058807
95,11,kmeans_plain,1,0.0,1.0,0.0,1,chain,0.0,0.0,0.02064583089434184,0.006015120991757682
96,12,kmeans_plain,1,0.0,1.0,0.0,1,locations,0.0,0.0,0.020317756565390248,0.005765926783587397
97,13,kmeans_plain,1,0.0,1.0,0.0,1,brand,0.0,0.0,0.01826452417664431,0.005601261150685704
98,14,kmeans_plain,1,0.0,1.0,0.0,1,stores,0.0,0.0,0.019014991093881117,0.005346891914715563
99,15,kmeans_plain,1,0.0,1.0,0.0,1,products,0.0,0.0,0.015220699927000713,0.0045641630267235205
100,16,kmeans_plain,1,0.0,1.0,0.0,1,business,0.0,0.0,0.015023650210900909,0.004220670978339658
101,17,kmeans_plain,1,0.0,1.0,0.0,1,franchise,0.0,0.0,0.015159484017342757,0.004059290596758357
102,18,kmeans_plain,1,0.0,1.0,0.0,1,announced,0.0,0.0,0.014859440997546469,0.004022714632959625
103,19,kmeans_plain,1,0.0,1.0,0.0,1,advertising,0.0,0.0,0.014307827611874059,0.003831240563232607
104,20,kmeans_plain,2,0.0,1.0,0.0,1,restaurant,0.0,0.0,0.037979633636047734,0.010430936192389807
105,21,kmeans_plain,2,0.0,1.0,0.0,1,chef,0.0,0.0,0.03545041878888816,0.006630913123208514
106,22,kmeans_plain,2,0.0,1.0,0.0,1,kitchen,0.0,0.0,0.02448571333311106,0.004433617669054476
107,23,kmeans_plain,2,0.0,1.0,0.0,1,london,0.0,0.0,0.02282440744199029,0.004356109410160847
108,24,kmeans_plain,2,0.0,1.0,0.0,1,street,0.0,0.0,0.02226226603839042,0.004220669918558408
109,25,kmeans_plain,2,0.0,1.0,0.0,1,hotel,0.0,0.0,0.023627160062838187,0.0041868718722730455
110,26,kmeans_plain,2,0.0,1.0,0.0,1,new york city,0.0,0.0,0.024002995542922026,0.004181370347741944
111,27,kmeans_plain,2,0.0,1.0,0.0,1,television,0.0,0.0,0.02413847111163789,0.004112262778299746
112,28,kmeans_plain,2,0.0,1.0,0.0,1,building,0.0,0.0,0.02324600225378913,0.004109345029797192
113,29,kmeans_plain,2,0.0,1.0,0.0,1,series,0.0,0.0,0.023866104723918417,0.0040861486584887466
114,30,kmeans_plain,3,0.0,1.0,0.0,1,wine,0.0,0.0,0.03659026485995512,0.009706710180928313
115,31,kmeans_plain,3,0.0,1.0,0.0,1,beer,0.0,0.0,0.03584132413312311,0.009137705038899845
116,32,kmeans_plain,3,0.0,1.0,0.0,1,brewery,0.0,0.0,0.03309092427281148,0.007070285747090901
117,33,kmeans_plain,3,0.0,1.0,0.0,1,alcohol,0.0,0.0,0.02951225431396305,0.006610650310846243
118,34,kmeans_plain,3,0.0,1.0,0.0,1,grapes,0.0,0.0,0.030561029985072114,0.006301614831824051
119,35,kmeans_plain,3,0.0,1.0,0.0,1,drink,0.0,0.0,0.021086036698017348,0.005195970665022981
120,36,kmeans_plain,3,0.0,1.0,0.0,1,brewing,0.0,0.0,0.025054212625607118,0.005119486668821021
121,37,kmeans_plain,3,0.0,1.0,0.0,1,vineyards,0.0,0.0,0.02621828614585324,0.00509101246041435
122,38,kmeans_plain,3,0.0,1.0,0.0,1,abv,0.0,0.0,0.023020691416002728,0.0043700414566629755
123,39,kmeans_plain,3,0.0,1.0,0.0,1,liquor,0.0,0.0,0.020818487845280082,0.004064359471429214
124,40,kmeans_plain,4,0.0,1.0,0.0,1,species,0.0,0.0,0.0690195138269201,0.015885895343903958
125,41,kmeans_plain,4,0.0,1.0,0.0,1,fish,0.0,0.0,0.06960074627466839,0.01347296800451356
126,42,kmeans_plain,4,0.0,1.0,0.0,1,fisheries,0.0,0.0,0.10370554532874704,0.010045263050553109
127,43,kmeans_plain,4,0.0,1.0,0.0,1,females,0.0,0.0,0.09935045681100436,0.00988122549564632
128,44,kmeans_plain,4,0.0,1.0,0.0,1,sea,0.0,0.0,0.08120087065377979,0.00929499474549668
129,45,kmeans_plain,4,0.0,1.0,0.0,1,spawning,0.0,0.0,0.09049723201367514,0.008109293232843378
130,46,kmeans_plain,4,0.0,1.0,0.0,1,males,0.0,0.0,0.08260797718337075,0.007676403824576354
131,47,kmeans_plain,4,0.0,1.0,0.0,1,caught,0.0,0.0,0.08227021092152285,0.0073720847571303455
132,48,kmeans_plain,4,0.0,1.0,0.0,1,freshwater,0.0,0.0,0.0779274227384523,0.006774710811369859
133,49,kmeans_plain,4,0.0,1.0,0.0,1,waters,0.0,0.0,0.07062508651028153,0.006655985587487652
134,50,kmeans_plain,5,0.0,1.0,0.0,1,dish,0.0,0.0,0.01840596337173189,0.0065120673109728845
135,51,kmeans_plain,5,0.0,1.0,0.0,1,meat,0.0,0.0,0.015225611921111304,0.0054098796396892255
136,52,kmeans_plain,5,0.0,1.0,0.0,1,bread,0.0,0.0,0.01348940395640087,0.004521311708913611
137,53,kmeans_plain,5,0.0,1.0,0.0,1,cooked,0.0,0.0,0.013195795179315696,0.00439584962338404
138,54,kmeans_plain,5,0.0,1.0,0.0,1,cuisine,0.0,0.0,0.01316408530097039,0.004366030222655428
139,55,kmeans_plain,5,0.0,1.0,0.0,1,served,0.0,0.0,0.012961853104114532,0.004337193583106732
140,56,kmeans_plain,5,0.0,1.0,0.0,1,cheese,0.0,0.0,0.012228944494694142,0.004064781940350611
141,57,kmeans_plain,5,0.0,1.0,0.0,1,sauce,0.0,0.0,0.012184754177627924,0.004010967224020321
142,58,kmeans_plain,5,0.0,1.0,0.0,1,recipe,0.0,0.0,0.011658893122829668,0.003877437008471428
143,59,kmeans_plain,5,0.0,1.0,0.0,1,ingredients,0.0,0.0,0.0112280386581371,0.0037038722647638033
144,60,kmeans_plain,6,0.0,1.0,0.0,1,plant,0.0,0.0,0.03196898701287311,0.0085732883719416
145,61,kmeans_plain,6,0.0,1.0,0.0,1,leaves,0.0,0.0,0.03319795352750489,0.008285061704050843
146,62,kmeans_plain,6,0.0,1.0,0.0,1,fruit,0.0,0.0,0.0295300093861158,0.00822351503706746
147,63,kmeans_plain,6,0.0,1.0,0.0,1,seeds,0.0,0.0,0.0309771641834694,0.0074419013498536295
148,64,kmeans_plain,6,0.0,1.0,0.0,1,cultivars,0.0,0.0,0.030805703865110712,0.007010955974671686
149,65,kmeans_plain,6,0.0,1.0,0.0,1,tree,0.0,0.0,0.028916591697725227,0.006660612609244378
150,66,kmeans_plain,6,0.0,1.0,0.0,1,flowers,0.0,0.0,0.02746345255983145,0.006127621040223456
151,67,kmeans_plain,6,0.0,1.0,0.0,1,cultivated,0.0,0.0,0.025459173125171132,0.005593583855750807
152,68,kmeans_plain,6,0.0,1.0,0.0,1,crop,0.0,0.0,0.02070122929522111,0.00452022427116401
153,69,kmeans_plain,6,0.0,1.0,0.0,1,cm,0.0,0.0,0.020219104595477967,0.004314491529854907
154,70,kmeans_plain,0,0.0,1.0,0.0,1,proteins,0.0,0.0,0.020132984685801436,0.003747917430333476
155,71,kmeans_plain,0,0.0,1.0,0.0,1,safety,0.0,0.0,0.01700583867127714,0.0030509398796744053
156,72,kmeans_plain,4,0.0,1.0,0.0,1,fishing,0.0,0.0,0.08869433318491632,0.00904925812902038
157,73,kmeans_plain,4,0.0,1.0,0.0,1,aquaculture,0.0,0.0,0.07312323539414586,0.006454864211663729
158,74,kmeans_plain,4,0.0,1.0,0.0,1,carapace,0.0,0.0,0.07309277584038547,0.006011475616398653
159,75,kmeans_plain,6,0.0,1.0,0.0,1,species,0.0,0.0,0.02844486140203526,0.008282740736196828
160,0,kmeans_plain,0,0.0,0.0,1.0,1,effects,0.0,0.0,0.017935857909091697,0.004627079725952126
161,1,kmeans_plain,0,0.0,0.0,1.0,1,studies,0.0,0.0,0.017655265405627164,0.004424230943179711
162,2,kmeans_plain,0,0.0,0.0,1.0,1,increase,0.0,0.0,0.014899596315718612,0.004128573000019993
163,3,kmeans_plain,0,0.0,0.0,1.0,1,health,0.0,0.0,0.015120276057317325,0.00386716629167536
164,4,kmeans_plain,0,0.0,0.0,1.0,1,processing,0.0,0.0,0.01579080116779285,0.0038411752923389383
165,5,kmeans_plain,0,0.0,0.0,1.0,1,research,0.0,0.0,0.015032356875537348,0.003781687605792985
166,6,kmeans_plain,0,0.0,0.0,1.0,1,results,0.0,0.0,0.014562101811676406,0.003701093840753585
167,7,kmeans_plain,0,0.0,0.0,1.0,1,humans,0.0,0.0,0.016304568861290412,0.003660330105950569
168,8,kmeans_plain,0,0.0,0.0,1.0,1,acids,0.0,0.0,0.015433672223835187,0.003658626278039908
169,9,kmeans_plain,0,0.0,0.0,1.0,1,industry,0.0,0.0,0.013473513318401577,0.0036559328936756545
170,10,kmeans_plain,1,0.0,0.0,1.0,1,company,0.0,0.0,0.02019636030306781,0.007778182599944992
171,11,kmeans_plain,1,0.0,0.0,1.0,1,brands,0.0,0.0,0.019651162803818657,0.006558646005984806
172,12,kmeans_plain,1,0.0,0.0,1.0,1,operations,0.0,0.0,0.018447461306099533,0.00559728570924196
173,13,kmeans_plain,1,0.0,0.0,1.0,1,marketing,0.0,0.0,0.016682544141147254,0.005447696851578634
174,14,kmeans_plain,1,0.0,0.0,1.0,1,united,0.0,0.0,0.012974367099858091,0.005311022788105279
175,15,kmeans_plain,1,0.0,0.0,1.0,1,business,0.0,0.0,0.0163618140186559,0.005227045964933783
176,16,kmeans_plain,1,0.0,0.0,1.0,1,advertising,0.0,0.0,0.018062788643311446,0.005187201142153072
177,17,kmeans_plain,1,0.0,0.0,1.0,1,sales,0.0,0.0,0.01630122539330027,0.0051031335943999044
178,18,kmeans_plain,1,0.0,0.0,1.0,1,chains,0.0,0.0,0.017464701814182804,0.005061006144847309
179,19,kmeans_plain,1,0.0,0.0,1.0,1,sold,0.0,0.0,0.014766583370219763,0.0050414663597340105
180,20,kmeans_plain,2,0.0,0.0,1.0,1,restaurant,0.0,0.0,0.028510970041207263,0.007773941595585037
181,21,kmeans_plain,2,0.0,0.0,1.0,1,chef,0.0,0.0,0.03321481682783402,0.006962759454307109
182,22,kmeans_plain,2,0.0,0.0,1.0,1,opened,0.0,0.0,0.024630005013186858,0.0067852432614233064
183,23,kmeans_plain,2,0.0,0.0,1.0,1,work,0.0,0.0,0.024139737195691284,0.006512725449046857
184,24,kmeans_plain,2,0.0,0.0,1.0,1,award,0.0,0.0,0.03075646070954785,0.006507807754042596
185,25,kmeans_plain,2,0.0,0.0,1.0,1,new,0.0,0.0,0.016141980246251676,0.006326999279246975
186,26,kmeans_plain,2,0.0,0.0,1.0,1,york,0.0,0.0,0.02554278416347382,0.005902042903657181
187,27,kmeans_plain,2,0.0,0.0,1.0,1,kitchen,0.0,0.0,0.029487341505539406,0.005848682355655946
188,28,kmeans_plain,2,0.0,0.0,1.0,1,city,0.0,0.0,0.01995960649932216,0.0057555471114412995
189,29,kmeans_plain,2,0.0,0.0,1.0,1,house,0.0,0.0,0.025065072785115203,0.005701141219320521
190,30,kmeans_plain,3,0.0,0.0,1.0,1,beers,0.0,0.0,0.026766227670930298,0.00582830814657924
191,31,kmeans_plain,3,0.0,0.0,1.0,1,alcohol,0.0,0.0,0.02301415663637446,0.005370041157228254
192,32,kmeans_plain,3,0.0,0.0,1.0,1,wines,0.0,0.0,0.023151798262902076,0.0053611075505556535
193,33,kmeans_plain,3,0.0,0.0,1.0,1,bottle,0.0,0.0,0.023658151971205986,0.005290720053187197
194,34,kmeans_plain,3,0.0,0.0,1.0,1,produced,0.0,0.0,0.013871246473730984,0.005125848604974422
195,35,kmeans_plain,3,0.0,0.0,1.0,1,breweries,0.0,0.0,0.02488172344627145,0.004974025031784565
196,36,kmeans_plain,3,0.0,0.0,1.0,1,drink,0.0,0.0,0.01778275993147202,0.00496249348358148
197,37,kmeans_plain,3,0.0,0.0,1.0,1,brewing,0.0,0.0,0.022558402020845855,0.004777820125590869
198,38,kmeans_plain,3,0.0,0.0,1.0,1,years,0.0,0.0,0.01107501790951388,0.004232163549026615
199,39,kmeans_plain,3,0.0,0.0,1.0,1,production,0.0,0.0,0.011304636210667835,0.004220910730780807
200,40,kmeans_plain,4,0.0,0.0,1.0,1,waters,0.0,0.0,0.07232210321791381,0.010015326385056086
201,41,kmeans_plain,4,0.0,0.0,1.0,1,fisheries,0.0,0.0,0.08680794774988287,0.008801252835556092
202,42,kmeans_plain,4,0.0,0.0,1.0,1,sea,0.0,0.0,0.06360386570161541,0.008530200301571188
203,43,kmeans_plain,4,0.0,0.0,1.0,1,fishing,0.0,0.0,0.06255690404251467,0.008285833781679939
204,44,kmeans_plain,4,0.0,0.0,1.0,1,females,0.0,0.0,0.07857772291098993,0.007815205122759981
205,45,kmeans_plain,4,0.0,0.0,1.0,1,species,0.0,0.0,0.03751144604308975,0.007681421405911375
206,46,kmeans_plain,4,0.0,0.0,1.0,1,eggs,0.0,0.0,0.032604183700423915,0.006008962586381068
207,47,kmeans_plain,4,0.0,0.0,1.0,1,live,0.0,0.0,0.03664395646155099,0.005881375785197911
208,48,kmeans_plain,4,0.0,0.0,1.0,1,populations,0.0,0.0,0.044615407361281306,0.005859677882697637
209,49,kmeans_plain,4,0.0,0.0,1.0,1,ocean,0.0,0.0,0.059170127997405286,0.0056153022711696214
210,50,kmeans_plain,5,0.0,0.0,1.0,1,dishes,0.0,0.0,0.017241259180957626,0.0065743965853313074
211,51,kmeans_plain,5,0.0,0.0,1.0,1,cooked,0.0,0.0,0.015239162636233813,0.005801416526516018
212,52,kmeans_plain,5,0.0,0.0,1.0,1,served,0.0,0.0,0.013967048628496794,0.005595791651573268
213,53,kmeans_plain,5,0.0,0.0,1.0,1,preparation,0.0,0.0,0.015039799373103712,0.0054551825261430435
214,54,kmeans_plain,5,0.0,0.0,1.0,1,traditional,0.0,0.0,0.013783786472240073,0.005268850534932323
215,55,kmeans_plain,5,0.0,0.0,1.0,1,recipe,0.0,0.0,0.01454094544157444,0.005204746415071167
216,56,kmeans_plain,5,0.0,0.0,1.0,1,popular,0.0,0.0,0.01262108336638232,0.005071796807246553
217,57,kmeans_plain,5,0.0,0.0,1.0,1,references,0.0,0.0,0.011553959915125244,0.005031661690801229
218,58,kmeans_plain,5,0.0,0.0,1.0,1,ingredients,0.0,0.0,0.012832935086090031,0.004761078168475871
219,59,kmeans_plain,5,0.0,0.0,1.0,1,called,0.0,0.0,0.011153939222996092,0.004668217198356927
220,60,kmeans_plain,6,0.0,0.0,1.0,1,cultivation,0.0,0.0,0.02985980677818028,0.007815095573937409
221,61,kmeans_plain,6,0.0,0.0,1.0,1,leaves,0.0,0.0,0.02752697434752342,0.007813315988465372
222,62,kmeans_plain,6,0.0,0.0,1.0,1,plants,0.0,0.0,0.025654960283221395,0.007734566812653358
223,63,kmeans_plain,6,0.0,0.0,1.0,1,flowers,0.0,0.0,0.029654836826669962,0.007154243325144136
224,64,kmeans_plain,6,0.0,0.0,1.0,1,seeds,0.0,0.0,0.0262667885303549,0.006882892374987137
225,65,kmeans_plain,6,0.0,0.0,1.0,1,growing,0.0,0.0,0.024000880812052157,0.006799097662301534
226,66,kmeans_plain,6,0.0,0.0,1.0,1,uses,0.0,0.0,0.01660742062381937,0.00604941008932544
227,67,kmeans_plain,6,0.0,0.0,1.0,1,cultivars,0.0,0.0,0.025819571038228576,0.005778544662696136
228,68,kmeans_plain,6,0.0,0.0,1.0,1,fruits,0.0,0.0,0.01907609125708981,0.005387979968586221
229,69,kmeans_plain,6,0.0,0.0,1.0,1,varieties,0.0,0.0,0.015552536683127074,0.004968366289302401
230,70,kmeans_plain,0,0.0,0.0,1.0,1,processed,0.0,0.0,0.016283155906125127,0.0038026735894788853
231,71,kmeans_plain,0,0.0,0.0,1.0,1,increases,0.0,0.0,0.015860125983496863,0.003669965375725257
232,72,kmeans_plain,0,0.0,0.0,1.0,1,chemicals,0.0,0.0,0.015303990628919384,0.0030437937043608443
233,73,kmeans_plain,0,0.0,0.0,1.0,1,reducing,0.0,0.0,0.014967605884402541,0.003139943199547902
234,74,kmeans_plain,1,0.0,0.0,1.0,1,announced,0.0,0.0,0.016796299645985682,0.004757846103564284
235,75,kmeans_plain,1,0.0,0.0,1.0,1,purchased,0.0,0.0,0.015860937898239006,0.0045135232393227346
236,76,kmeans_plain,2,0.0,0.0,1.0,1,star,0.0,0.0,0.027728076508564316,0.004949306135596474
