,country,h_cat,keyphrases,keywords,kmeans_augmented,kmeans_plain,label,links,tfidf
0,0,1.0,0.0,0.0,0.0,1.0,building engineering,0.0,0.02128931454329166
1,0,1.0,0.0,0.0,0.0,1.0,industrial processes,0.0,0.020046615016798094
2,0,1.0,0.0,0.0,0.0,1.0,chemistry,0.0,0.018478625990769368
3,0,1.0,0.0,0.0,0.0,1.0,engineering disciplines,0.0,0.017895912772587896
4,0,1.0,0.0,0.0,0.0,1.0,chemical engineering,0.0,0.017701802620190846
5,0,1.0,0.0,0.0,0.0,1.0,manufacturing,0.0,0.017533884597974968
6,0,1.0,0.0,0.0,0.0,1.0,building materials,0.0,0.016991339217976836
7,0,1.0,0.0,0.0,0.0,1.0,construction,0.0,0.01591217164537322
8,0,1.0,0.0,0.0,0.0,1.0,architecture,0.0,0.01569492987041627
9,0,1.0,0.0,0.0,0.0,1.0,materials,0.0,0.015683824510335932
10,0,1.0,0.0,0.0,0.0,1.0,artificial materials,0.0,0.014903084881765867
11,0,1.0,0.0,0.0,0.0,1.0,gases,0.0,0.013988122865889687
12,0,1.0,0.0,0.0,0.0,1.0,energy technology,0.0,0.013677447758906332
13,0,1.0,0.0,0.0,0.0,1.0,civil engineering,0.0,0.013506185446426252
14,0,1.0,0.0,0.0,0.0,1.0,gas technologies,0.0,0.013358420216805387
15,0,1.0,0.0,0.0,0.0,1.0,business process,0.0,0.012867084963444462
16,0,1.0,0.0,0.0,0.0,1.0,building technology,0.0,0.012805243115370216
17,0,1.0,0.0,0.0,0.0,1.0,hydraulics,0.0,0.012338599645828055
18,0,1.0,0.0,0.0,0.0,1.0,procedural knowledge,0.0,0.012091075708632429
19,0,1.0,0.0,0.0,0.0,1.0,architectural design,0.0,0.01196921853473035
20,1,1.0,0.0,0.0,0.0,1.0,computer-related introductions by year,0.0,0.01046904446978007
21,1,1.0,0.0,0.0,0.0,1.0,computers,0.0,0.010053262888852148
22,1,1.0,0.0,0.0,0.0,1.0,product introductions by year,0.0,0.008524921175517057
23,1,1.0,0.0,0.0,0.0,1.0,technology by year,0.0,0.008352921087119177
24,1,1.0,0.0,0.0,0.0,1.0,mobile phones,0.0,0.008225986812494321
25,1,1.0,0.0,0.0,0.0,1.0,computer networking,0.0,0.008147758471674331
26,1,1.0,0.0,0.0,0.0,1.0,companies by industry and year of establishment,0.0,0.007897542356549311
27,1,1.0,0.0,0.0,0.0,1.0,mobile computers,0.0,0.007641361381500335
28,1,1.0,0.0,0.0,0.0,1.0,technology companies by year of establishment,0.0,0.007626825919233839
29,1,1.0,0.0,0.0,0.0,1.0,consumer electronics,0.0,0.007623809892001562
30,1,1.0,0.0,0.0,0.0,1.0,21st-century introductions,0.0,0.007586544640132777
31,1,1.0,0.0,0.0,0.0,1.0,smart devices,0.0,0.007525237678755605
32,1,1.0,0.0,0.0,0.0,1.0,information appliances,0.0,0.007461589770816948
33,1,1.0,0.0,0.0,0.0,1.0,smartphones,0.0,0.007421225150055707
34,1,1.0,0.0,0.0,0.0,1.0,products introduced in the 21st century,0.0,0.00740256883832845
35,1,1.0,0.0,0.0,0.0,1.0,classes of computers,0.0,0.007089931759158675
36,1,1.0,0.0,0.0,0.0,1.0,products by company,0.0,0.007044648594409009
37,1,1.0,0.0,0.0,0.0,1.0,mobile technology,0.0,0.006993470606738849
38,1,1.0,0.0,0.0,0.0,1.0,computer hardware,0.0,0.006845733501000081
39,1,1.0,0.0,0.0,0.0,1.0,technology companies,0.0,0.0068453862375940505
40,2,1.0,0.0,0.0,0.0,1.0,main topic classifications,0.0,0.01575469936017271
41,2,1.0,0.0,0.0,0.0,1.0,technology,0.0,0.014054538933267198
42,2,1.0,0.0,0.0,0.0,1.0,academic disciplines,0.0,0.012527553332240725
43,2,1.0,0.0,0.0,0.0,1.0,technological change,0.0,0.011926910535885736
44,2,1.0,0.0,0.0,0.0,1.0,subfields by academic discipline,0.0,0.011437323131283417
45,2,1.0,0.0,0.0,0.0,1.0,society,0.0,0.011331001826787548
46,2,1.0,0.0,0.0,0.0,1.0,technology in society,0.0,0.010499332224113126
47,2,1.0,0.0,0.0,0.0,1.0,categories by type,0.0,0.010238632746125326
48,2,1.0,0.0,0.0,0.0,1.0,science,0.0,0.010187740690491932
49,2,1.0,0.0,0.0,0.0,1.0,science and technology,0.0,0.010168355729507845
50,2,1.0,0.0,0.0,0.0,1.0,humans,0.0,0.00993982886996055
51,2,1.0,0.0,0.0,0.0,1.0,change,0.0,0.00989092461449913
52,2,1.0,0.0,0.0,0.0,1.0,futurology,0.0,0.009746991659440046
53,2,1.0,0.0,0.0,0.0,1.0,human behavior,0.0,0.009739116488287439
54,2,1.0,0.0,0.0,0.0,1.0,structure,0.0,0.00967492069735156
55,2,1.0,0.0,0.0,0.0,1.0,knowledge,0.0,0.009229203322737023
