,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,name,project,cluster_alg,tfidf,h_cat_tfidf,links_tfidf,key_words_tfidf,key_phrases_tfidf
140,140,140,140,140,bolivia,food,kmeans_plain,0.004269854420540349,0.0,0.004269854420540349,0.0,0.0
141,141,141,141,141,book,food,kmeans_augmented,0.003903261121680087,0.0,0.0,0.0020843801041868955,0.0018188810174931914
142,142,142,142,142,book,food,kmeans_plain,0.003873865242038472,0.0,0.0,0.0022066351738298795,0.0016672300682085929
143,143,143,143,143,bottle,food,kmeans_augmented,0.0011221466171390942,0.0,0.0,0.0,0.0011221466171390942
144,144,144,144,144,bottle,food,kmeans_plain,0.0012204209829115196,0.0,0.0,0.0,0.0012204209829115196
145,145,145,145,145,branches_of_biology,food,kmeans_augmented,0.0028021456677984912,0.0028021456677984912,0.0,0.0,0.0
146,146,146,146,146,branches_of_biology,food,kmeans_plain,0.002836273821256785,0.002836273821256785,0.0,0.0,0.0
147,147,147,147,147,brand,food,kmeans_augmented,0.007393363355928826,0.0,0.005113489018185504,0.0,0.002279874337743322
148,148,148,148,148,brand,food,kmeans_plain,0.00957725234499692,0.0,0.004821270274239873,0.002467176934786586,0.002288805135970464
149,149,149,149,149,brands,food,kmeans_augmented,0.007105715201346148,0.004676433481415681,0.0,0.0024292817199304674,0.0
150,150,150,150,150,brands,food,kmeans_plain,0.0041146158953874225,0.0041146158953874225,0.0,0.0,0.0
151,151,151,151,151,brands_by_company,food,kmeans_augmented,0.0031601224232810344,0.0031601224232810344,0.0,0.0,0.0
152,152,152,152,152,brands_by_company,food,kmeans_plain,0.0030426004615082525,0.0030426004615082525,0.0,0.0,0.0
153,153,153,153,153,brands_by_country,food,kmeans_augmented,0.003318671863781098,0.003318671863781098,0.0,0.0,0.0
154,154,154,154,154,brands_by_country,food,kmeans_plain,0.002703100604924129,0.002703100604924129,0.0,0.0,0.0
155,155,155,155,155,brands_by_product_type,food,kmeans_augmented,0.004187474342940832,0.004187474342940832,0.0,0.0,0.0
156,156,156,156,156,brands_by_product_type,food,kmeans_plain,0.0040373111683548795,0.0040373111683548795,0.0,0.0,0.0
157,157,157,157,157,brazil,food,kmeans_augmented,0.004917630870644646,0.0,0.004917630870644646,0.0,0.0
158,158,158,158,158,brazil,food,kmeans_plain,0.004908502412385693,0.0,0.004908502412385693,0.0,0.0
159,159,159,159,159,bread,food,kmeans_augmented,0.008938376237577463,0.0,0.007297723648264927,0.0,0.0016406525893125354
160,160,160,160,160,bread,food,kmeans_plain,0.008918638192813216,0.0,0.007250226391683734,0.0,0.0016684118011294805
161,161,161,161,161,breads,food,kmeans_augmented,0.002387360947065286,0.002387360947065286,0.0,0.0,0.0
162,162,162,162,162,breads,food,kmeans_plain,0.002432231023773881,0.002432231023773881,0.0,0.0,0.0
163,163,163,163,163,breakfast,food,kmeans_augmented,0.005275199666203852,0.0,0.005275199666203852,0.0,0.0
164,164,164,164,164,breakfast,food,kmeans_plain,0.005265407463163962,0.0,0.005265407463163962,0.0,0.0
165,165,165,165,165,brewery,food,kmeans_augmented,0.00637817893444653,0.0,0.0052347179290459424,0.0,0.0011434610054005892
166,166,166,166,166,brewery,food,kmeans_plain,0.007211021113161601,0.0,0.006069835250731743,0.0,0.0011411858624298587
167,167,167,167,167,brewing,food,kmeans_augmented,0.005407120311101155,0.0,0.0043355220979124755,0.0,0.0010715982131886796
168,168,168,168,168,brewing,food,kmeans_plain,0.005341226767089336,0.0,0.004248297869402729,0.0,0.0010929288976866053
169,169,169,169,169,britain,food,kmeans_plain,0.0010986661291059042,0.0,0.0,0.0,0.0010986661291059042
170,170,170,170,170,british,food,kmeans_augmented,0.002953757816520513,0.0,0.0,0.0018219526545612023,0.001131805161959311
171,171,171,171,171,british,food,kmeans_plain,0.002842047053372311,0.0,0.0,0.001786968143163889,0.001055078910208422
172,172,172,172,172,british_cuisine,food,kmeans_augmented,0.003417861755494085,0.003417861755494085,0.0,0.0,0.0
173,173,173,173,173,british_cuisine,food,kmeans_plain,0.003193219608492511,0.003193219608492511,0.0,0.0,0.0
174,174,174,174,174,british_culture,food,kmeans_augmented,0.002670880249557602,0.002670880249557602,0.0,0.0,0.0
175,175,175,175,175,british_culture,food,kmeans_plain,0.002689199925034209,0.002689199925034209,0.0,0.0,0.0
176,176,176,176,176,building,food,kmeans_augmented,0.0013150931147746757,0.0,0.0,0.0,0.0013150931147746757
