article_id,prob,topic_id
20,0.288332462310791,4
20,0.03667972981929779,5
21,0.621188759803772,1
21,0.016664231196045876,3
21,0.03254295885562897,4
21,0.2153576761484146,5
21,0.0854397565126419,6
21,0.026833176612854004,7
22,0.9930964112281799,2
23,0.4268360435962677,0
23,0.4941525161266327,2
23,0.07145921140909195,6
24,0.2890753149986267,0
24,0.0396505668759346,1
24,0.3478994071483612,2
24,0.14575986564159393,4
24,0.17440100014209747,5
25,0.6461705565452576,1
25,0.015450719743967056,2
25,0.15191122889518738,5
25,0.022481491789221764,6
25,0.16120193898677826,7
26,0.06729428470134735,1
26,0.023967694491147995,3
26,0.06840027123689651,4
26,0.8381569981575012,5
27,0.9926307201385498,1
28,0.3131883442401886,0
28,0.5359957218170166,2
28,0.028839563950896263,4
28,0.11511077731847763,5
29,0.2727116346359253,0
29,0.5225821137428284,2
29,0.14793819189071655,5
29,0.05185083672404289,7
30,0.08328291028738022,0
30,0.6430590152740479,2
30,0.26945364475250244,5
31,0.07584413141012192,0
31,0.7264066934585571,1
31,0.1910688281059265,5
32,0.08428949117660522,0
32,0.24298858642578125,2
32,0.2327146828174591,4
32,0.22261187434196472,5
32,0.1240508109331131,6
32,0.09197435528039932,7
33,0.02215462550520897,0
33,0.0972338393330574,2
33,0.07683029025793076,3
33,0.4193933308124542,5
33,0.3814726173877716,6
34,0.05499209091067314,0
34,0.12270744144916534,1
34,0.31054195761680603,2
34,0.30200517177581787,3
34,0.08547395467758179,6
34,0.12136533111333847,7
35,0.09209064394235611,0
35,0.2564738988876343,2
35,0.1372324526309967,4
35,0.4106842875480652,5
35,0.0436030849814415,6
35,0.058789320290088654,7
36,0.17182812094688416,1
36,0.023196829482913017,2
36,0.31602901220321655,3
36,0.3102852404117584,5
36,0.14014729857444763,6
36,0.03575855866074562,7
37,0.09236408025026321,0
37,0.5373162627220154,1
37,0.18227961659431458,5
37,0.18259388208389282,6
38,0.5046523809432983,0
38,0.36718350648880005,2
38,0.12271615862846375,5
39,0.29996588826179504,1
39,0.1453903615474701,2
39,0.5513980984687805,6
40,0.40061354637145996,0
40,0.26043209433555603,2
40,0.07389078289270401,3
40,0.2616085410118103,5
41,0.3345080018043518,0
41,0.3713393211364746,2
41,0.02012460120022297,4
41,0.17822891473770142,5
41,0.09234645962715149,6
42,0.2174702137708664,0
42,0.4404340088367462,2
42,0.04583108052611351,4
42,0.27884310483932495,5
42,0.013872339390218258,7
43,0.12148068100214005,0
43,0.8491955995559692,1
43,0.02494298666715622,7
44,0.3637385666370392,0
44,0.41759273409843445,2
44,0.21369735896587372,4
45,0.037844881415367126,0
45,0.09729025512933731,1
45,0.42912736535072327,2
45,0.3482109606266022,5
45,0.08401156961917877,6
46,0.022922707721590996,0
46,0.5410193204879761,2
46,0.052770089358091354,4
46,0.2519192695617676,5
46,0.12809987366199493,6
47,0.054526057094335556,0
47,0.19930845499038696,2
47,0.2653390169143677,4
47,0.3489975929260254,5
47,0.043744899332523346,6
47,0.08000347763299942,7
48,0.013775299303233624,0
48,0.891515851020813,1
48,0.09141096472740173,6
127,0.450393408536911,0
127,0.5281187295913696,1
128,0.18130452930927277,0
128,0.692675769329071,1
128,0.1126868799328804,5
129,0.650978684425354,1
129,0.03195305913686752,3
129,0.3034473955631256,5
130,0.6990246772766113,0
130,0.10536780953407288,2
130,0.17954415082931519,4
131,0.3674571216106415,1
131,0.3925290107727051,3
131,0.15588729083538055,6
131,0.07501894235610962,7
132,0.018018463626503944,1
132,0.09317424148321152,2
132,0.8842717409133911,5
133,0.21792474389076233,1
133,0.2657766044139862,3
133,0.16426092386245728,6
133,0.34878644347190857,7
134,0.0926927924156189,0
134,0.8543151021003723,1
134,0.03692709282040596,6
135,0.2573498487472534,0
135,0.6701884865760803,3
135,0.0638829842209816,7
136,0.9791368842124939,0
137,0.6637215614318848,1
137,0.03843803331255913,2
137,0.2788505554199219,5
138,0.07852207869291306,0
138,0.5795101523399353,2
138,0.28652501106262207,5
138,0.026078270748257637,6
138,0.025327473878860474,7
139,0.3376302421092987,0
139,0.1875104159116745,3
139,0.3383783996105194,6
139,0.12080888450145721,7
140,0.16056670248508453,1
140,0.029888296499848366,2
140,0.35083332657814026,3
140,0.14720672369003296,5
140,0.2744407057762146,6
140,0.034903183579444885,7
141,0.1457175761461258,0
141,0.6185499429702759,2
141,0.038257896900177,4
141,0.10780343413352966,5
141,0.08567465096712112,7
142,0.5088617205619812,0
142,0.373279333114624,4
142,0.1029648631811142,5
143,0.02809285931289196,0
143,0.21916037797927856,1
143,0.5876870155334473,3
143,0.06552089750766754,4
143,0.052515845745801926,5
143,0.04549514502286911,7
144,0.5050804615020752,0
144,0.07670550048351288,4
144,0.2521166205406189,6
144,0.15745718777179718,7
145,0.1554114818572998,0
145,0.378301203250885,1
145,0.41496744751930237,6
145,0.044977445155382156,7
146,0.1884036660194397,0
146,0.5761958956718445,1
146,0.22736218571662903,5
147,0.42502880096435547,0
147,0.2982810437679291,1
147,0.037003908306360245,3
147,0.04858652502298355,4
147,0.045992620289325714,5
147,0.0449853353202343,6
147,0.09838154166936874,7
148,0.36526745557785034,0
148,0.2841249704360962,1
148,0.33668220043182373,6
149,0.10002831369638443,0
149,0.1612466275691986,1
149,0.525066077709198,3
149,0.10762642323970795,5
149,0.09464920312166214,7
150,0.2604053020477295,0
150,0.51646488904953,2
150,0.11280674487352371,4
150,0.1024966761469841,5
151,0.4164956212043762,0
151,0.032306965440511703,1
151,0.48133987188339233,4
151,0.05667924880981445,7
152,0.13165351748466492,0
152,0.668785572052002,1
152,0.03427373990416527,2
152,0.0931091457605362,3
152,0.030704621225595474,5
152,0.034682631492614746,7
153,0.016255691647529602,0
153,0.34936001896858215,1
153,0.1837160587310791,3
153,0.08323934674263,4
153,0.08979158103466034,5
153,0.2761004865169525,7
154,0.2771541476249695,1
154,0.12578830122947693,2
154,0.15448807179927826,4
154,0.23973336815834045,6
154,0.19530171155929565,7
155,0.10395500063896179,3
155,0.011525682173669338,4
155,0.29662322998046875,5
155,0.49038225412368774,6
155,0.09455104917287827,7
156,0.1486508846282959,1
156,0.5838478803634644,3
156,0.258678674697876,6
157,0.34423837065696716,2
157,0.5538613796234131,5
157,0.09537548571825027,6
158,0.02873539924621582,0
158,0.7083176970481873,1
158,0.24871547520160675,7
159,0.4433096647262573,0
159,0.537432849407196,4
160,0.028989499434828758,0
160,0.6938526630401611,2
160,0.19813069701194763,6
160,0.06899698823690414,7
161,0.8951056003570557,3
161,0.09835447371006012,4
162,0.866324245929718,1
162,0.025802752003073692,4
162,0.09558729827404022,5
163,0.7530785202980042,1
163,0.0984712690114975,2
163,0.14270558953285217,5
164,0.22437219321727753,1
164,0.1670204997062683,3
164,0.1514889895915985,4
164,0.09873394668102264,5
164,0.30578798055648804,6
164,0.05018523707985878,7
165,0.722326934337616,2
165,0.1491655856370926,4
165,0.037648849189281464,5
165,0.08481839299201965,6
166,0.0917399674654007,1
166,0.4644129276275635,3
166,0.1725858747959137,5
166,0.2650022804737091,6
167,0.20330563187599182,1
167,0.26651597023010254,2
167,0.5243749618530273,5
168,0.15028539299964905,1
168,0.13223464787006378,3
168,0.22891244292259216,5
168,0.42308905720710754,6
168,0.061108849942684174,7
169,0.38830235600471497,0
169,0.24076557159423828,1
169,0.32471057772636414,2
169,0.03577674552798271,6
170,0.01153487153351307,0
170,0.22143468260765076,1
170,0.5859600901603699,3
170,0.013242986053228378,4
170,0.058273401111364365,5
170,0.01629047282040119,6
170,0.09280014038085938,7
171,0.15407104790210724,0
171,0.6292408108711243,3
171,0.1733923703432083,4
171,0.03790793567895889,7
172,0.3281712532043457,1
172,0.5692398548126221,3
172,0.07250881940126419,5
172,0.02721484750509262,6
173,0.8627061247825623,3
173,0.12713120877742767,4
174,0.4153786897659302,1
174,0.03533618897199631,2
174,0.2622720003128052,3
174,0.2016214281320572,5
174,0.08389346301555634,7
175,0.09281300753355026,0
175,0.10499891638755798,1
175,0.5669423341751099,3
175,0.025448592379689217,4
175,0.15491779148578644,5
175,0.05408354848623276,7
176,0.11307521164417267,0
176,0.09142936766147614,1
176,0.33485400676727295,2
176,0.050230760127305984,5
176,0.40830764174461365,6
177,0.14630943536758423,1
177,0.22236712276935577,2
177,0.0610511377453804,3
177,0.17077931761741638,4
177,0.36764514446258545,6
177,0.02810048870742321,7
178,0.48405420780181885,0
178,0.33600693941116333,2
178,0.16689111292362213,5
179,0.04612847417593002,0
179,0.37071436643600464,2
179,0.04375817999243736,3
179,0.5336360931396484,6
180,0.7459844946861267,2
180,0.04930929094552994,4
180,0.10204755514860153,6
180,0.09043502062559128,7
181,0.23279206454753876,0
181,0.4574529826641083,2
181,0.027138372883200645,4
181,0.23065264523029327,5
181,0.019854940474033356,6
181,0.029787620529532433,7
182,0.3710802495479584,0
182,0.21575213968753815,1
182,0.3526996076107025,4
182,0.04728681221604347,7
183,0.32272836565971375,1
183,0.6716228723526001,6
184,0.482556015253067,1
184,0.07597081363201141,2
184,0.42840147018432617,5
185,0.08621504157781601,0
185,0.4291670322418213,1
185,0.4058133363723755,3
185,0.0416942834854126,4
185,0.031323060393333435,6
186,0.7030439376831055,0
186,0.18181663751602173,1
186,0.07920899987220764,3
186,0.027851426973938942,4
187,0.1655188798904419,1
187,0.09673136472702026,2
187,0.07808520644903183,5
187,0.10206638276576996,6
187,0.5525857210159302,7
188,0.3808901607990265,1
188,0.27372777462005615,3
188,0.338505357503891,7
189,0.18513928353786469,0
189,0.15930971503257751,1
189,0.3701648712158203,2
189,0.24941112101078033,5
189,0.032059088349342346,7
190,0.7070745825767517,0
190,0.041671302169561386,1
190,0.18050861358642578,3
190,0.06631075590848923,7
191,0.5229453444480896,0
191,0.19512435793876648,3
191,0.2610834240913391,4
192,0.6766461133956909,1
192,0.04009344056248665,3
192,0.1282603144645691,5
192,0.1498897522687912,7
193,0.3822461664676666,0
193,0.09855131804943085,1
193,0.13661375641822815,2
193,0.32119297981262207,6
193,0.0512419231235981,7
194,0.12593378126621246,0
194,0.4271313548088074,5
194,0.3665625751018524,6
194,0.07227542996406555,7
195,0.698881208896637,2
195,0.297589510679245,5
196,0.3243449330329895,0
196,0.5150536298751831,2
196,0.1390215903520584,3
197,0.8122126460075378,1
197,0.04419679567217827,4
197,0.1333298534154892,7
198,0.07622013241052628,0
198,0.07674400508403778,1
198,0.27299195528030396,2
198,0.06822696328163147,5
198,0.49443137645721436,6
199,0.47878798842430115,1
199,0.09497271478176117,4
199,0.06655445694923401,5
199,0.10650507360696793,6
199,0.24788710474967957,7
200,0.9630434513092041,1
200,0.020450452342629433,2
200,0.011685607023537159,4
201,0.7430399060249329,1
201,0.11067736893892288,3
201,0.01824243925511837,6
201,0.12317458540201187,7
202,0.04023749381303787,0
202,0.5105021595954895,2
202,0.0317753441631794,4
202,0.2676889896392822,5
202,0.14715039730072021,6
203,0.6545730233192444,0
203,0.03715077415108681,2
203,0.08476582169532776,3
203,0.15012632310390472,4
203,0.06569767743349075,7
204,0.05529069900512695,0
204,0.23581817746162415,1
204,0.06232701614499092,4
204,0.6322464346885681,5
205,0.11801470071077347,0
205,0.19675171375274658,2
205,0.30662068724632263,3
205,0.32240229845046997,5
205,0.052558161318302155,7
206,0.1782037317752838,3
206,0.4345800280570984,4
206,0.36701688170433044,6
207,0.2648891806602478,0
207,0.0941970944404602,4
207,0.633953869342804,5
208,0.7192190885543823,1
208,0.1522045135498047,3
208,0.06455302983522415,5
208,0.04971381649374962,7
209,0.8189370632171631,1
209,0.045221876353025436,2
209,0.12485640496015549,4
210,0.08335977047681808,0
210,0.019881848245859146,1
210,0.4859553277492523,2
210,0.307534396648407,5
210,0.04467836022377014,6
210,0.05644754692912102,7
211,0.15187056362628937,1
211,0.5828502774238586,3
211,0.1891947090625763,5
211,0.06892864406108856,7
212,0.7973678112030029,1
212,0.1758071631193161,6
213,0.7548699975013733,1
213,0.015457985922694206,2
213,0.059096887707710266,4
213,0.05626115947961807,5
213,0.11043556779623032,7
214,0.12385611981153488,0
214,0.2940274178981781,1
214,0.18453936278820038,4
214,0.07200265675783157,5
214,0.3217739164829254,7
215,0.703107476234436,1
215,0.17676623165607452,4
215,0.10221857577562332,7
216,0.43503132462501526,0
216,0.022987663745880127,1
216,0.03172435611486435,2
216,0.2035665363073349,4
216,0.12249618768692017,6
216,0.18066467344760895,7
217,0.2195717990398407,0
217,0.07973355799913406,2
217,0.01972338743507862,4
217,0.6784143447875977,5
218,0.09801645576953888,0
218,0.3027605414390564,1
218,0.2114802449941635,5
218,0.03930170089006424,6
218,0.34349524974823,7
219,0.33895543217658997,0
219,0.021190177649259567,1
219,0.12705416977405548,3
219,0.053483929485082626,5
219,0.3255034387111664,6
219,0.1297702044248581,7
220,0.07659947127103806,0
220,0.8249139189720154,1
220,0.08768748492002487,5
221,0.27918413281440735,1
221,0.71314537525177,5
222,0.07956448197364807,0
222,0.24437375366687775,1
222,0.02865884266793728,4
222,0.64457106590271,5
223,0.22912025451660156,0
223,0.2964034080505371,1
223,0.2442971020936966,3
223,0.22181928157806396,6
224,0.25661715865135193,0
224,0.4097074270248413,1
224,0.1665029376745224,3
224,0.1532561033964157,7
225,0.06397327780723572,0
225,0.35039663314819336,1
225,0.15646609663963318,4
225,0.15625399351119995,5
225,0.27003681659698486,6
226,0.9867189526557922,0
227,0.1505933254957199,0
227,0.1378214806318283,1
227,0.5245360732078552,3
227,0.17086191475391388,5
228,0.3231974244117737,0
228,0.11561049520969391,1
228,0.40707507729530334,4
228,0.14590439200401306,6
229,0.36692309379577637,0
229,0.3242622911930084,1
229,0.04715641215443611,2
229,0.04969056323170662,3
229,0.20609517395496368,6
230,0.044907208532094955,0
230,0.04918817803263664,1
230,0.2795397639274597,3
230,0.11302587389945984,4
230,0.42780303955078125,5
230,0.01956520788371563,6
230,0.0644218772649765,7
231,0.1391780972480774,1
231,0.056115783751010895,2
231,0.0168224535882473,3
231,0.7768224477767944,5
232,0.22394412755966187,0
232,0.6389867663383484,4
232,0.1279885470867157,7
233,0.5462284684181213,0
233,0.16557033360004425,1
233,0.062153417617082596,2
233,0.03563864156603813,3
233,0.06731078028678894,4
233,0.11764891445636749,7
234,0.10363271087408066,0
234,0.48594117164611816,1
234,0.4014793336391449,7
235,0.6612372994422913,1
235,0.1288762092590332,3
235,0.015341689810156822,4
235,0.04008042812347412,5
235,0.11411214619874954,6
235,0.03713975474238396,7
236,0.31430086493492126,1
236,0.6129058003425598,3
236,0.06559517234563828,6
237,0.06510060280561447,1
237,0.013095661997795105,2
237,0.47771379351615906,3
237,0.2955671548843384,6
237,0.146032452583313,7
238,0.03948640823364258,0
238,0.13989774882793427,1
238,0.1397268921136856,2
238,0.3385275602340698,5
238,0.29186949133872986,6
238,0.04845495522022247,7
239,0.04741314798593521,3
239,0.18083779513835907,5
239,0.7682110667228699,6
240,0.6941870450973511,1
240,0.2874912619590759,7
241,0.08544228225946426,1
241,0.7356715202331543,3
241,0.08490657061338425,5
241,0.08859097957611084,6
242,0.042580969631671906,0
242,0.8861897587776184,1
242,0.044187773019075394,2
242,0.0193286444991827,6
243,0.2769879698753357,1
243,0.563311755657196,3
243,0.04358258098363876,5
243,0.11448544263839722,7
244,0.5182996392250061,1
244,0.05158253386616707,2
244,0.39308977127075195,3
244,0.023371180519461632,4
244,0.010914597660303116,6
245,0.07518371194601059,0
245,0.783305823802948,1
245,0.13431240618228912,3
246,0.040702808648347855,0
246,0.9477319717407227,7
247,0.37032362818717957,0
247,0.5135576128959656,2
247,0.10250329226255417,5
248,0.12643732130527496,2
248,0.0133201377466321,3
248,0.14418856799602509,4
248,0.7112340927124023,6
249,0.06777357310056686,1
249,0.0887376144528389,2
249,0.2800082862377167,4
249,0.0824521854519844,5
249,0.11697088181972504,6
249,0.36047622561454773,7
250,0.42231160402297974,0
250,0.33600616455078125,1
250,0.06446664035320282,3
250,0.16528920829296112,7
251,0.060274966061115265,0
251,0.03680557385087013,1
251,0.14912955462932587,4
251,0.7482820749282837,7
252,0.1573338806629181,0
252,0.3189736306667328,3
252,0.056128766387701035,5
252,0.10287398099899292,6
252,0.3620418310165405,7
253,0.10926611721515656,0
253,0.5205402970314026,2
253,0.34932607412338257,6
254,0.0317690335214138,0
254,0.4679658114910126,1
254,0.031596630811691284,2
254,0.38740408420562744,3
254,0.026540182530879974,4
254,0.018970511853694916,5
254,0.022069821134209633,6
254,0.013683920726180077,7
255,0.18807891011238098,4
255,0.34430667757987976,5
255,0.4620196223258972,7
256,0.03004138171672821,0
256,0.8325185775756836,1
256,0.043514564633369446,2
256,0.01383525226265192,3
256,0.07682278752326965,6
257,0.7353214621543884,1
257,0.09309594333171844,4
257,0.14546145498752594,5
258,0.7826146483421326,1
258,0.17984816431999207,3
259,0.10826795548200607,0
259,0.18593332171440125,1
259,0.054834648966789246,2
259,0.6402969360351562,6
260,0.10351934283971786,0
260,0.13604506850242615,1
260,0.09916974604129791,3
260,0.22508607804775238,6
260,0.42573755979537964,7
261,0.7890866994857788,1
261,0.18665748834609985,7
262,0.16458472609519958,1
262,0.21818701922893524,3
262,0.022961312904953957,4
262,0.2044728547334671,5
262,0.38464462757110596,6
263,0.23621292412281036,1
263,0.045738838613033295,2
263,0.11949247866868973,3
263,0.03578897938132286,4
263,0.29716649651527405,5
263,0.2627183496952057,6
264,0.04259723052382469,0
264,0.6742038130760193,1
264,0.03948945924639702,2
264,0.19074292480945587,3
264,0.04042445495724678,7
265,0.13633258640766144,0
265,0.11870785057544708,1
265,0.04462349787354469,2
265,0.2175540179014206,4
265,0.16837924718856812,5
265,0.31250515580177307,6
266,0.6922845244407654,1
266,0.2379831075668335,3
266,0.033468857407569885,5
266,0.03087664395570755,7
267,0.36977317929267883,1
267,0.1480453759431839,3
267,0.08068529516458511,4
267,0.25197163224220276,5
267,0.14268065989017487,7
268,0.6840642094612122,1
268,0.10655073076486588,2
268,0.04349140822887421,4
268,0.15816664695739746,5
269,0.07790129631757736,0
269,0.47909897565841675,3
269,0.24889762699604034,4
269,0.13651525974273682,5
269,0.0528298020362854,7
270,0.6090356111526489,1
270,0.038230229169130325,3
270,0.31895676255226135,5
270,0.029920199885964394,6
271,0.7001416087150574,0
271,0.12743505835533142,3
271,0.1588112860918045,6
272,0.20146214962005615,0
272,0.6846766471862793,1
272,0.09067463874816895,7
273,0.08113065361976624,0
273,0.1558813750743866,2
273,0.2740006148815155,4
273,0.34744539856910706,5
273,0.04789963737130165,6
273,0.09103530645370483,7
274,0.38608109951019287,0
274,0.4412064850330353,2
274,0.05768026411533356,3
274,0.07109372317790985,5
274,0.034297358244657516,7
275,0.8612309694290161,1
275,0.08035822957754135,3
275,0.05215050280094147,5
276,0.14541511237621307,1
276,0.622434675693512,3
276,0.12132172286510468,4
276,0.09293544292449951,7
277,0.14394569396972656,1
277,0.37398409843444824,3
277,0.027392379939556122,5
277,0.4455753266811371,7
278,0.6543132662773132,1
278,0.3197861909866333,7
279,0.30245503783226013,1
279,0.4023372530937195,3
279,0.20400120317935944,5
279,0.08076826483011246,6
280,0.29585984349250793,0
280,0.019482670351862907,2
280,0.021614663302898407,3
280,0.21671967208385468,4
280,0.4403593838214874,6
281,0.3696691393852234,0
281,0.40018582344055176,2
281,0.048191629350185394,4
281,0.17869926989078522,5
282,0.45398256182670593,1
282,0.0872378796339035,2
282,0.21194571256637573,3
282,0.2390032857656479,5
283,0.4798522889614105,1
283,0.30559810996055603,5
283,0.19715073704719543,7
284,0.1342601627111435,0
284,0.05621199682354927,1
284,0.1914626955986023,4
284,0.4484582841396332,6
284,0.16684278845787048,7
285,0.25808781385421753,0
285,0.2265283316373825,3
285,0.5011581778526306,7
286,0.136025533080101,0
286,0.7142595052719116,1
286,0.14197370409965515,7
287,0.16844114661216736,0
287,0.516261875629425,2
287,0.030999930575489998,4
287,0.25215187668800354,5
287,0.02845989353954792,6
288,0.3508073687553406,0
288,0.13175055384635925,4
288,0.3458233177661896,5
288,0.16633622348308563,6
289,0.573226273059845,1
289,0.028216548264026642,3
289,0.056395240128040314,5
289,0.10835961997509003,6
289,0.22628428041934967,7
290,0.041323836892843246,0
290,0.6489202380180359,3
290,0.03189047425985336,5
290,0.26991334557533264,6
291,0.20852908492088318,0
291,0.6870192289352417,2
291,0.09306786954402924,6
292,0.13794444501399994,0
292,0.5362722277641296,1
292,0.22356636822223663,3
292,0.04917021840810776,5
292,0.045676980167627335,7
293,0.157465860247612,0
293,0.27673181891441345,3
293,0.562262773513794,5
294,0.11948634684085846,0
294,0.08425033837556839,1
294,0.7137624025344849,2
294,0.07699202001094818,6
295,0.40898966789245605,5
295,0.5835679173469543,7
296,0.39888882637023926,0
296,0.06966645270586014,1
296,0.23640942573547363,2
296,0.1497669667005539,6
296,0.14079643785953522,7
297,0.5314251184463501,2
297,0.448790967464447,5
298,0.04756597802042961,0
298,0.4891459345817566,1
298,0.28704866766929626,3
298,0.16973121464252472,5
299,0.12632519006729126,0
299,0.06544539332389832,1
299,0.2217964082956314,2
299,0.10652843117713928,4
299,0.4311532974243164,5
299,0.04719395563006401,6
300,0.2689610719680786,0
300,0.09663502871990204,1
300,0.11348474025726318,3
300,0.13769030570983887,5
300,0.15225648880004883,6
300,0.2276291698217392,7
301,0.8613266348838806,1
301,0.09174325317144394,3
302,0.26359155774116516,0
302,0.6427695751190186,2
302,0.08571399003267288,5
303,0.9863101840019226,1
304,0.6316699981689453,3
304,0.1047576367855072,4
304,0.25024521350860596,6
305,0.03152850270271301,1
305,0.19601766765117645,2
305,0.013554330915212631,3
305,0.041485898196697235,5
305,0.7064339518547058,6
306,0.6411030292510986,1
306,0.170777827501297,6
306,0.17863687872886658,7
307,0.742430567741394,1
307,0.14933478832244873,3
307,0.06031147763133049,5
307,0.04264560714364052,7
308,0.2870974540710449,0
308,0.041845861822366714,2
308,0.3496541976928711,3
308,0.3150593340396881,6
309,0.1116456538438797,1
309,0.05307351425290108,3
309,0.8253424763679504,6
310,0.6627382636070251,0
310,0.03562445566058159,1
310,0.29293930530548096,2
311,0.6210992932319641,0
311,0.1996460109949112,1
311,0.17101004719734192,4
312,0.06856163591146469,2
312,0.8521584272384644,5
312,0.0326823852956295,6
312,0.044114451855421066,7
313,0.03108062781393528,0
313,0.05533827096223831,1
313,0.2994667887687683,2
313,0.5637251734733582,6
313,0.048007380217313766,7
314,0.6612800359725952,1
314,0.08877453207969666,2
314,0.034552838653326035,3
314,0.1900620013475418,5
314,0.019798418506979942,7
315,0.7916991114616394,1
315,0.09922801703214645,4
315,0.021676907315850258,5
315,0.08379150182008743,7
316,0.35729435086250305,0
316,0.13647311925888062,1
316,0.26277056336402893,2
316,0.23418088257312775,5
317,0.1408497542142868,0
317,0.5692952275276184,1
317,0.01958416774868965,2
317,0.0782465785741806,5
317,0.18923766911029816,7
318,0.7010126113891602,1
318,0.06752525269985199,3
318,0.22381725907325745,5
319,0.49242493510246277,1
319,0.22559146583080292,3
319,0.1351974755525589,5
319,0.13655678927898407,7
320,0.24244184792041779,0
320,0.22852501273155212,1
320,0.4390191435813904,3
320,0.08510231971740723,5
321,0.5615407824516296,1
321,0.014042744413018227,2
321,0.20930640399456024,3
321,0.15796133875846863,5
321,0.053730424493551254,7
322,0.2539207637310028,0
322,0.2891369163990021,2
322,0.21503230929374695,4
322,0.22798380255699158,6
323,0.3931710124015808,0
323,0.08190246671438217,1
323,0.16437947750091553,2
323,0.3556770980358124,5
324,0.4851331114768982,0
324,0.3136776089668274,1
324,0.020408164709806442,3
324,0.08014312386512756,5
324,0.09518523514270782,7
325,0.6378222107887268,1
325,0.2010340839624405,3
325,0.1426895707845688,7
326,0.6395489573478699,0
326,0.012178880162537098,2
326,0.14869852364063263,4
326,0.14714014530181885,5
326,0.04919663444161415,7
327,0.9538869857788086,1
328,0.2438453882932663,0
328,0.04323134198784828,1
328,0.4316946864128113,2
328,0.14536787569522858,4
328,0.13280266523361206,5
329,0.10248689353466034,2
329,0.09613336622714996,4
329,0.6582825183868408,5
329,0.1257959008216858,6
329,0.015035321936011314,7
330,0.13043011724948883,2
330,0.2980443835258484,5
330,0.5607381463050842,6
331,0.6887325048446655,0
331,0.07424789667129517,4
331,0.18186797201633453,6
331,0.04818328842520714,7
332,0.6126996278762817,1
332,0.023115552961826324,2
332,0.08029382675886154,3
332,0.07105866074562073,4
332,0.21016795933246613,5
333,0.06198247894644737,0
333,0.5164958238601685,1
333,0.025667443871498108,3
333,0.05776752904057503,4
333,0.12633565068244934,5
333,0.15751893818378448,6
333,0.052839141339063644,7
334,0.3002079427242279,0
334,0.5099887251853943,1
334,0.06661899387836456,3
334,0.05602303519845009,4
334,0.06316415220499039,5
335,0.1843681037425995,0
335,0.6686637997627258,1
335,0.01729048602283001,4
335,0.1245141550898552,5
336,0.738544225692749,1
336,0.07149691879749298,2
336,0.058295514434576035,3
336,0.05786525458097458,5
336,0.06773684173822403,7
337,0.8378323316574097,1
337,0.08740042895078659,4
337,0.06143597140908241,7
338,0.0878119096159935,0
338,0.6128658652305603,1
338,0.2150147259235382,5
338,0.06999894976615906,6
339,0.11548466980457306,0
339,0.6732777953147888,1
339,0.1112494170665741,2
339,0.09429487586021423,4
340,0.017135469242930412,0
340,0.7735537886619568,1
340,0.08776745200157166,3
340,0.11672558635473251,5
341,0.7101553082466125,1
341,0.10302247107028961,6
341,0.17672431468963623,7
342,0.15421368181705475,0
342,0.3667314946651459,1
342,0.026105141267180443,2
342,0.13047964870929718,4
342,0.08070241659879684,5
342,0.1959887593984604,6
342,0.04408004507422447,7
343,0.02752777375280857,0
343,0.5947349667549133,1
343,0.055698543787002563,4
