,label,tfidf,pmi,h_cat,key_phrases,key_words,lda_label,links,cluster_alg,augmented,LDA,plain
56,peaking,0.0045702053310641534,0.012457931202016265,0,0,1,0,0,kmeans_augmented,1,0,0
57,called auditory,0.004568782623720412,0.020948695227589197,0,0,1,0,0,kmeans_augmented,1,0,0
58,lining,0.004402883360110242,0.01094166738965557,0,0,1,0,0,kmeans_augmented,1,0,0
59,jin,0.004387345605738144,0.016885338053605387,0,0,1,0,0,kmeans_augmented,1,0,0
60,sand,0.004332976911387157,0.015308762134707863,0,0,1,0,0,kmeans_augmented,1,0,0
61,devices,0.0035912604630635105,0.008858467174874093,0,0,1,0,0,kmeans_augmented,1,0,0
62,local,0.003581947972363706,0.012461039416014199,0,0,1,0,0,kmeans_augmented,1,0,0
63,wooden pagoda,0.0035748422727716715,0.011929239180366803,0,0,1,0,0,kmeans_augmented,1,0,0
64,basing,0.0034308634323031123,0.009303304535872142,0,0,1,0,0,kmeans_augmented,1,0,0
65,windmills,0.0033777117003153086,0.009155355536407915,0,0,1,0,0,kmeans_augmented,1,0,0
66,dollars,0.0033149034678504182,0.010531568813910671,0,0,1,0,0,kmeans_augmented,1,0,0
67,cover,0.0033065671626345767,0.011233245810403865,0,0,1,0,0,kmeans_augmented,1,0,0
68,groundwater,0.003210255887893241,0.009532294377614029,0,0,1,0,0,kmeans_augmented,1,0,0
69,october,0.0032064206609821637,0.010236553379498104,0,0,1,0,0,kmeans_augmented,1,0,0
