country,label_name,tfidf,pmi
2,lead,0.014366247077176608,0.04577844050716679
1,home,0.012038647167603528,0.029505083742740884
6,range,0.01174693820746834,0.029166369182348925
3,run,0.010976795951121608,0.02878835252336049
0,bottle,0.01070409225827954,0.027028913463974156
5,juice,0.008780201950401807,0.020251619424670124
4,white,0.008442405206463647,0.022406449025446883
