,Unnamed: 0,alg,country,h_cat,key_phrases,key_words,kmeans_augmented,label,lda,links,pmi,tfidf
230,70,kmeans_augmented,0,0.0,0.0,1.0,1,processed,0.0,0.0,0.016079097691326098,0.0037668832191357455
231,71,kmeans_augmented,0,0.0,0.0,1.0,1,increases,0.0,0.0,0.015660415996492212,0.0036354240413580064
232,72,kmeans_augmented,0,0.0,0.0,1.0,1,chemicals,0.0,0.0,0.01509272288838444,0.0030151458329714612
233,73,kmeans_augmented,0,0.0,0.0,1.0,1,reducing,0.0,0.0,0.014768244230626271,0.003110390379058873
234,74,kmeans_augmented,1,0.0,0.0,1.0,1,dish,0.0,0.0,0.01744542413456129,0.006524053900342151
235,75,kmeans_augmented,1,0.0,0.0,1.0,1,sauce,0.0,0.0,0.012156706081136393,0.004171775985572961
236,76,kmeans_augmented,1,0.0,0.0,1.0,1,bread,0.0,0.0,0.012132147078952282,0.0040617988095863885
237,77,kmeans_augmented,2,0.0,0.0,1.0,1,star,0.0,0.0,0.0277950323226508,0.00496125737286927
238,78,kmeans_augmented,2,0.0,0.0,1.0,1,street,0.0,0.0,0.02704052322856058,0.005689742564763786
239,79,kmeans_augmented,2,0.0,0.0,1.0,1,worked,0.0,0.0,0.026165876529681487,0.005980044065512583
240,80,kmeans_augmented,3,0.0,0.0,1.0,1,announced,0.0,0.0,0.016807157263277653,0.0047609217138603254
241,81,kmeans_augmented,3,0.0,0.0,1.0,1,purchased,0.0,0.0,0.015871190870454344,0.004516440912203301
242,82,kmeans_augmented,4,0.0,0.0,1.0,1,vineyards,0.0,0.0,0.021746475099862102,0.004170732911025496
243,83,kmeans_augmented,4,0.0,0.0,1.0,1,spirits,0.0,0.0,0.020875139255453368,0.004010616616595321
244,84,kmeans_augmented,4,0.0,0.0,1.0,1,grapes,0.0,0.0,0.01949792227600268,0.003919222709862017
245,85,kmeans_augmented,4,0.0,0.0,1.0,1,brewers,0.0,0.0,0.018912497136671782,0.0035666353529361975
246,86,kmeans_augmented,5,0.0,0.0,1.0,1,spawning,0.0,0.0,0.06969888575513658,0.005892819654194564
247,87,kmeans_augmented,5,0.0,0.0,1.0,1,catch,0.0,0.0,0.066974499341255,0.005798761215306743
248,88,kmeans_augmented,5,0.0,0.0,1.0,1,caught,0.0,0.0,0.059613306345655814,0.004796664755448542
249,89,kmeans_augmented,5,0.0,0.0,1.0,1,prey,0.0,0.0,0.05863451890997705,0.0046381480471385786
250,90,kmeans_augmented,6,0.0,0.0,1.0,1,seed,0.0,0.0,0.02636119631901841,0.006836935535018817
251,91,kmeans_augmented,6,0.0,0.0,1.0,1,grows,0.0,0.0,0.02622724362543146,0.0064102738853698965
252,92,kmeans_augmented,6,0.0,0.0,1.0,1,species,0.0,0.0,0.022125445603379985,0.006002777448499752
253,93,kmeans_augmented,6,0.0,0.0,1.0,1,tree,0.0,0.0,0.02087309160305344,0.004918180491571717
254,94,kmeans_augmented,6,0.0,0.0,1.0,1,native,0.0,0.0,0.02000231910946196,0.004671923827522782
255,0,kmeans_augmented,0,0.0,0.0,0.0,1,organic compound,0.0,1.0,0.10756106947167804,0.01861399887764814
256,1,kmeans_augmented,0,0.0,0.0,0.0,1,protein,0.0,1.0,0.09403102881616916,0.016679134681321674
257,2,kmeans_augmented,0,0.0,0.0,0.0,1,food,0.0,1.0,0.08940730247223871,0.016341191074661317
258,3,kmeans_augmented,0,0.0,0.0,0.0,1,carbohydrate,0.0,1.0,0.0937071561566416,0.016284691359266606
259,4,kmeans_augmented,0,0.0,0.0,0.0,1,chemical formula,0.0,1.0,0.07371025612045219,0.01263200013607078
260,5,kmeans_augmented,0,0.0,0.0,0.0,1,e number,0.0,1.0,0.07371025612045219,0.01263200013607078
261,6,kmeans_augmented,0,0.0,0.0,0.0,1,ethanol,0.0,1.0,0.07180329642099001,0.012577664502820085
262,7,kmeans_augmented,0,0.0,0.0,0.0,1,glucose,0.0,1.0,0.06988919624298685,0.011976468727331128
263,8,kmeans_augmented,0,0.0,0.0,0.0,1,fat,0.0,1.0,0.06681914703406601,0.011595160960703937
264,9,kmeans_augmented,0,0.0,0.0,0.0,1,milk,0.0,1.0,0.062216208164501775,0.011418844247998314
265,10,kmeans_augmented,1,0.0,0.0,0.0,1,pork,0.0,1.0,0.05815351426441636,0.01882283078618716
266,11,kmeans_augmented,1,0.0,0.0,0.0,1,bread,0.0,1.0,0.05014981884683429,0.01623767315590427
267,12,kmeans_augmented,1,0.0,0.0,0.0,1,sugar,0.0,1.0,0.04684564966694224,0.015196692374446456
268,13,kmeans_augmented,1,0.0,0.0,0.0,1,cheese,0.0,1.0,0.04591066915611818,0.014860129568042491
269,14,kmeans_augmented,1,0.0,0.0,0.0,1,beef,0.0,1.0,0.043122021103672484,0.014099434455667215
270,15,kmeans_augmented,1,0.0,0.0,0.0,1,tomato,0.0,1.0,0.040031843695591714,0.013018196463532705
271,16,kmeans_augmented,1,0.0,0.0,0.0,1,rice,0.0,1.0,0.04017579605932218,0.012987037607593118
272,17,kmeans_augmented,1,0.0,0.0,0.0,1,meat,0.0,1.0,0.039772737911154224,0.012918481566768171
273,18,kmeans_augmented,1,0.0,0.0,0.0,1,onion,0.0,1.0,0.0382416572287636,0.012555433476486737
274,19,kmeans_augmented,1,0.0,0.0,0.0,1,italian cuisine,0.0,1.0,0.03714903845079893,0.012196706805729972
275,20,kmeans_augmented,2,0.0,0.0,0.0,1,new york city,0.0,1.0,0.2450389646534929,0.040903583547626916
276,21,kmeans_augmented,2,0.0,0.0,0.0,1,chef,0.0,1.0,0.2128993510773873,0.0333484406841358
277,22,kmeans_augmented,2,0.0,0.0,0.0,1,restaurant,0.0,1.0,0.17743146004872146,0.031003629801738337
278,23,kmeans_augmented,2,0.0,0.0,0.0,1,food network,0.0,1.0,0.19652247791758828,0.03078317601612535
279,24,kmeans_augmented,2,0.0,0.0,0.0,1,celebrity chef,0.0,1.0,0.1901536939109998,0.029429201733101887
280,25,kmeans_augmented,2,0.0,0.0,0.0,1,michelin star,0.0,1.0,0.1815103441877725,0.028091510745233614
281,26,kmeans_augmented,2,0.0,0.0,0.0,1,manhattan,0.0,1.0,0.17867424505983856,0.027737178137901268
282,27,kmeans_augmented,2,0.0,0.0,0.0,1,the new york times,0.0,1.0,0.1546597015564452,0.026415172894010144
283,28,kmeans_augmented,2,0.0,0.0,0.0,1,restaurateur,0.0,1.0,0.12705724093144075,0.019536733420162825
284,29,kmeans_augmented,2,0.0,0.0,0.0,1,los angeles times,0.0,1.0,0.12197495129418312,0.01885138153302358
285,30,kmeans_augmented,3,0.0,0.0,0.0,1,united states,0.0,1.0,0.12608536113821864,0.03779690344939623
286,31,kmeans_augmented,3,0.0,0.0,0.0,1,the coca-cola company,0.0,1.0,0.11069800741845737,0.02897387971013797
287,32,kmeans_augmented,3,0.0,0.0,0.0,1,soft drink,0.0,1.0,0.10522051310151123,0.02775169870931271
288,33,kmeans_augmented,3,0.0,0.0,0.0,1,fast food,0.0,1.0,0.07861254356680702,0.020578188787864136
289,34,kmeans_augmented,3,0.0,0.0,0.0,1,united kingdom,0.0,1.0,0.07599615066775815,0.020204632023518874
290,35,kmeans_augmented,3,0.0,0.0,0.0,1,restaurant chain,0.0,1.0,0.07343004687897671,0.01926163414021704
291,36,kmeans_augmented,3,0.0,0.0,0.0,1,coca-cola,0.0,1.0,0.07175662741544109,0.01884637898090716
292,37,kmeans_augmented,3,0.0,0.0,0.0,1,canada,0.0,1.0,0.06954860490631802,0.018531820620043358
293,38,kmeans_augmented,3,0.0,0.0,0.0,1,supermarket,0.0,1.0,0.06913997620534082,0.018147102949499158
294,39,kmeans_augmented,3,0.0,0.0,0.0,1,mcdonald's,0.0,1.0,0.06567277975846535,0.01729038899406271
295,40,kmeans_augmented,4,0.0,0.0,0.0,1,wine,0.0,1.0,0.22838253589052315,0.046043651902168664
296,41,kmeans_augmented,4,0.0,0.0,0.0,1,beer,0.0,1.0,0.178085433676488,0.033984809777423644
297,42,kmeans_augmented,4,0.0,0.0,0.0,1,cocktail,0.0,1.0,0.15765477349397067,0.02825087064614071
298,43,kmeans_augmented,4,0.0,0.0,0.0,1,alcoholic beverage,0.0,1.0,0.15529934713154606,0.02773312453345742
299,44,kmeans_augmented,4,0.0,0.0,0.0,1,brewery,0.0,1.0,0.11731979583417285,0.02056475622330505
300,45,kmeans_augmented,4,0.0,0.0,0.0,1,grape,0.0,1.0,0.09921902733404332,0.01752451894611774
301,46,kmeans_augmented,4,0.0,0.0,0.0,1,france,0.0,1.0,0.08584118095192511,0.015824661372870915
302,47,kmeans_augmented,4,0.0,0.0,0.0,1,diageo,0.0,1.0,0.0855584366141388,0.014905491108377448
303,48,kmeans_augmented,4,0.0,0.0,0.0,1,cabernet sauvignon,0.0,1.0,0.08170978721627098,0.014239156788608959
304,49,kmeans_augmented,4,0.0,0.0,0.0,1,alcohol by volume,0.0,1.0,0.08170978721627098,0.014239156788608959
305,50,kmeans_augmented,5,0.0,0.0,0.0,1,species,0.0,1.0,0.3895131086142322,0.04761106171098011
306,51,kmeans_augmented,5,0.0,0.0,0.0,1,fish,0.0,1.0,0.4351225125219982,0.040241108421345165
307,52,kmeans_augmented,5,0.0,0.0,0.0,1,mollusc,0.0,1.0,0.481197897789054,0.037395871610054116
308,53,kmeans_augmented,5,0.0,0.0,0.0,1,atlantic ocean,0.0,1.0,0.4661604634831461,0.03688739002278493
309,54,kmeans_augmented,5,0.0,0.0,0.0,1,crustacean,0.0,1.0,0.4633449990790201,0.03568113644327197
310,55,kmeans_augmented,5,0.0,0.0,0.0,1,family,0.0,1.0,0.33994555774354224,0.034661600046495
311,56,kmeans_augmented,5,0.0,0.0,0.0,1,common name,0.0,1.0,0.3489388264669163,0.03178790329191228
312,57,kmeans_augmented,5,0.0,0.0,0.0,1,black sea,0.0,1.0,0.3856692292529076,0.02861801006664307
313,58,kmeans_augmented,5,0.0,0.0,0.0,1,mediterranean sea,0.0,1.0,0.35194691979852777,0.02636091066029244
314,59,kmeans_augmented,5,0.0,0.0,0.0,1,aquaculture,0.0,1.0,0.3193677394781946,0.024144284514553437
315,60,kmeans_augmented,6,0.0,0.0,0.0,1,flowering plant,0.0,1.0,0.17207125103562554,0.036468067729183914
316,61,kmeans_augmented,6,0.0,0.0,0.0,1,fruit,0.0,1.0,0.15348253907003664,0.03475553287287507
317,62,kmeans_augmented,6,0.0,0.0,0.0,1,genus,0.0,1.0,0.159325232440394,0.03464681591566058
318,63,kmeans_augmented,6,0.0,0.0,0.0,1,cultivar,0.0,1.0,0.13346374543557646,0.0278894378383357
319,64,kmeans_augmented,6,0.0,0.0,0.0,1,tree,0.0,1.0,0.1155159841885098,0.023618833243674246
320,65,kmeans_augmented,6,0.0,0.0,0.0,1,seed,0.0,1.0,0.10626556170797874,0.02185467245342091
321,66,kmeans_augmented,6,0.0,0.0,0.0,1,perennial plant,0.0,1.0,0.101507637373537,0.020664623456383143
322,67,kmeans_augmented,6,0.0,0.0,0.0,1,carl linnaeus,0.0,1.0,0.0996212260508219,0.02053334209370311
323,68,kmeans_augmented,6,0.0,0.0,0.0,1,india,0.0,1.0,0.09276666563935032,0.020141834943715447
324,69,kmeans_augmented,6,0.0,0.0,0.0,1,asia,0.0,1.0,0.0927728172750028,0.01905958456395884
325,70,kmeans_augmented,0,0.0,0.0,0.0,1,dietary supplement,0.0,1.0,0.06409416420423647,0.010990212636616105
326,0,kmeans_augmented,0,0.0,0.0,0.0,1,bottle,1.0,0.0,0.02691169343408327,0.010665329463401518
327,1,kmeans_augmented,0,0.0,0.0,0.0,1,create,1.0,0.0,0.02654406289059537,0.010529828920386895
328,2,kmeans_augmented,0,0.0,0.0,0.0,1,history,1.0,0.0,0.026331564381378885,0.010449884238231252
329,3,kmeans_augmented,0,0.0,0.0,0.0,1,location,1.0,0.0,0.0261243145488909,0.010370511907571055
330,4,kmeans_augmented,0,0.0,0.0,0.0,1,eat,1.0,0.0,0.0259871564310625,0.010317114802490064
331,5,kmeans_augmented,0,0.0,0.0,0.0,1,bread,1.0,0.0,0.025934175480132705,0.010296275685059059
332,6,kmeans_augmented,0,0.0,0.0,0.0,1,popular,1.0,0.0,0.02432319375153734,0.009618642986971751
333,7,kmeans_augmented,0,0.0,0.0,0.0,1,ingredient,1.0,0.0,0.024233742839794015,0.009579980326542965
334,8,kmeans_augmented,0,0.0,0.0,0.0,1,recipe,1.0,0.0,0.02415970146234277,0.009547877999034265
335,9,kmeans_augmented,0,0.0,0.0,0.0,1,meat,1.0,0.0,0.02407144684512873,0.00950949403478142
336,10,kmeans_augmented,1,0.0,0.0,0.0,1,juice,1.0,0.0,0.020158333095626386,0.008743795227696681
337,11,kmeans_augmented,1,0.0,0.0,0.0,1,long,1.0,0.0,0.02005845026852138,0.008692083375758441
338,12,kmeans_augmented,1,0.0,0.0,0.0,1,green,1.0,0.0,0.019934829869054083,0.008610432488023213
339,13,kmeans_augmented,1,0.0,0.0,0.0,1,cultivate,1.0,0.0,0.01986397382561144,0.00856724553991503
340,14,kmeans_augmented,1,0.0,0.0,0.0,1,india,1.0,0.0,0.01982910421403984,0.008545587146575911
341,15,kmeans_augmented,1,0.0,0.0,0.0,1,harvest,1.0,0.0,0.01982917143644661,0.008537997855823641
342,16,kmeans_augmented,1,0.0,0.0,0.0,1,china,1.0,0.0,0.019783310444341787,0.008513558532540502
343,17,kmeans_augmented,1,0.0,0.0,0.0,1,root,1.0,0.0,0.01972665970004328,0.00848034537702535
344,18,kmeans_augmented,1,0.0,0.0,0.0,1,banana,1.0,0.0,0.01970448054798837,0.008464186603284934
345,19,kmeans_augmented,1,0.0,0.0,0.0,1,apple,1.0,0.0,0.019659699755503492,0.008439880529007314
346,20,kmeans_augmented,2,0.0,0.0,0.0,1,lead,1.0,0.0,0.045778440507166784,0.01436624707717661
347,21,kmeans_augmented,2,0.0,0.0,0.0,1,health,1.0,0.0,0.045559142588569586,0.014326257603602803
348,22,kmeans_augmented,2,0.0,0.0,0.0,1,acid,1.0,0.0,0.04471955744421767,0.014310116997715618
349,23,kmeans_augmented,2,0.0,0.0,0.0,1,need,1.0,0.0,0.044960622450728085,0.014296384728199496
350,24,kmeans_augmented,2,0.0,0.0,0.0,1,develop,1.0,0.0,0.04608982241083693,0.014275524603431547
351,25,kmeans_augmented,2,0.0,0.0,0.0,1,consume,1.0,0.0,0.04500770343715044,0.01426524528876384
352,26,kmeans_augmented,2,0.0,0.0,0.0,1,source,1.0,0.0,0.03816530364725984,0.013621018566848863
353,27,kmeans_augmented,2,0.0,0.0,0.0,1,report,1.0,0.0,0.03775008706563688,0.013567566034277723
354,28,kmeans_augmented,2,0.0,0.0,0.0,1,low,1.0,0.0,0.03752479242188207,0.013523121275723532
355,29,kmeans_augmented,2,0.0,0.0,0.0,1,system,1.0,0.0,0.037360255102410964,0.013481768454660077
356,30,kmeans_augmented,3,0.0,0.0,0.0,1,home,1.0,0.0,0.02950508374274088,0.012038647167603528
357,31,kmeans_augmented,3,0.0,0.0,0.0,1,form,1.0,0.0,0.026457965315906287,0.011063484962554855
358,32,kmeans_augmented,3,0.0,0.0,0.0,1,bacon,1.0,0.0,0.02631011867021087,0.011003033163572595
359,33,kmeans_augmented,3,0.0,0.0,0.0,1,canada,1.0,0.0,0.026148871773355644,0.010936026614654952
360,34,kmeans_augmented,3,0.0,0.0,0.0,1,sweet,1.0,0.0,0.02605936001524619,0.010898670130713715
361,35,kmeans_augmented,3,0.0,0.0,0.0,1,spice,1.0,0.0,0.026006237797101508,0.010876348149755166
362,36,kmeans_augmented,3,0.0,0.0,0.0,1,chicken,1.0,0.0,0.02590140915969297,0.010832241967569062
363,37,kmeans_augmented,3,0.0,0.0,0.0,1,meal,1.0,0.0,0.025745741258232382,0.01076646350575017
364,38,kmeans_augmented,3,0.0,0.0,0.0,1,egg,1.0,0.0,0.025660213124546184,0.010729940564186646
365,39,kmeans_augmented,3,0.0,0.0,0.0,1,salt,1.0,0.0,0.025609148023800817,0.010708202142025076
366,40,kmeans_augmented,4,0.0,0.0,0.0,1,run,1.0,0.0,0.028788352523360487,0.010976795951121608
367,41,kmeans_augmented,4,0.0,0.0,0.0,1,chemical,1.0,0.0,0.028800038939000013,0.010946134031228892
368,42,kmeans_augmented,4,0.0,0.0,0.0,1,vitamin,1.0,0.0,0.02884098164162862,0.010870719628599463
369,43,kmeans_augmented,4,0.0,0.0,0.0,1,vine,1.0,0.0,0.03045140304452174,0.010756914931860014
370,44,kmeans_augmented,4,0.0,0.0,0.0,1,french,1.0,0.0,0.03039741391796044,0.010755879955085935
371,45,kmeans_augmented,4,0.0,0.0,0.0,1,de,1.0,0.0,0.030062456188836906,0.010676973045133046
372,46,kmeans_augmented,4,0.0,0.0,0.0,1,heat,1.0,0.0,0.029601560805784882,0.010589195190324488
373,47,kmeans_augmented,4,0.0,0.0,0.0,1,award,1.0,0.0,0.026378543604703455,0.010316004726175809
374,48,kmeans_augmented,4,0.0,0.0,0.0,1,style,1.0,0.0,0.0308964913324713,0.010245855238672372
375,49,kmeans_augmented,4,0.0,0.0,0.0,1,season,1.0,0.0,0.025984500822214103,0.010194615661216478
376,50,kmeans_augmented,5,0.0,0.0,0.0,1,white,1.0,0.0,0.023033473559695282,0.00866965720097545
377,51,kmeans_augmented,5,0.0,0.0,0.0,1,oil,1.0,0.0,0.022938293130496185,0.008636094499486947
378,52,kmeans_augmented,5,0.0,0.0,0.0,1,cultivar,1.0,0.0,0.021783123457869157,0.008196428499867911
379,53,kmeans_augmented,5,0.0,0.0,0.0,1,contain,1.0,0.0,0.021532862585208132,0.008097976598889731
380,54,kmeans_augmented,5,0.0,0.0,0.0,1,crop,1.0,0.0,0.0212882867678655,0.008000674713975859
381,55,kmeans_augmented,5,0.0,0.0,0.0,1,chinese,1.0,0.0,0.021128299643259654,0.007936432536184064
382,56,kmeans_augmented,5,0.0,0.0,0.0,1,specie,1.0,0.0,0.02059936648168209,0.00772060299774362
383,57,kmeans_augmented,5,0.0,0.0,0.0,1,find,1.0,0.0,0.02004998883017597,0.007432982402302597
384,58,kmeans_augmented,5,0.0,0.0,0.0,1,coffee,1.0,0.0,0.01972017314190289,0.007411935309646064
385,59,kmeans_augmented,5,0.0,0.0,0.0,1,tree,1.0,0.0,0.02000397784070278,0.007392457175457386
386,60,kmeans_augmented,6,0.0,0.0,0.0,1,range,1.0,0.0,0.02916516438090285,0.011744383471240991
387,61,kmeans_augmented,6,0.0,0.0,0.0,1,occur,1.0,0.0,0.02892055003697776,0.011649268967746238
388,62,kmeans_augmented,6,0.0,0.0,0.0,1,shell,1.0,0.0,0.028799775162976108,0.011602041722817423
389,63,kmeans_augmented,6,0.0,0.0,0.0,1,female,1.0,0.0,0.02854152575644485,0.011500458844935769
390,64,kmeans_augmented,6,0.0,0.0,0.0,1,male,1.0,0.0,0.02842388938032349,0.011453912936970059
391,65,kmeans_augmented,6,0.0,0.0,0.0,1,catch,1.0,0.0,0.028287866665804764,0.011399876041912508
392,66,kmeans_augmented,6,0.0,0.0,0.0,1,aquaculture,1.0,0.0,0.028153139626062883,0.011346123446001942
393,67,kmeans_augmented,6,0.0,0.0,0.0,1,body,1.0,0.0,0.028013086235327736,0.011290054377852441
394,68,kmeans_augmented,6,0.0,0.0,0.0,1,breed,1.0,0.0,0.02782504739501676,0.011214181890359649
395,69,kmeans_augmented,6,0.0,0.0,0.0,1,land,1.0,0.0,0.027694915220795868,0.011161403827297555
396,70,kmeans_augmented,1,0.0,0.0,0.0,1,cultivar,1.0,0.0,0.01958213944345157,0.008397074977571492
397,71,kmeans_augmented,1,0.0,0.0,0.0,1,contain,1.0,0.0,0.019384450991414483,0.008296212999185228
398,72,kmeans_augmented,1,0.0,0.0,0.0,1,crop,1.0,0.0,0.019234780046768967,0.008215350151509425
399,73,kmeans_augmented,1,0.0,0.0,0.0,1,chinese,1.0,0.0,0.01912935479178178,0.008158719135814481
400,74,kmeans_augmented,1,0.0,0.0,0.0,1,specie,1.0,0.0,0.018727724709153085,0.007945925620005808
401,75,kmeans_augmented,1,0.0,0.0,0.0,1,find,1.0,0.0,0.017805487348798728,0.0074106773574565375
402,76,kmeans_augmented,1,0.0,0.0,0.0,1,tree,1.0,0.0,0.01780320834621441,0.007374104443143516
403,77,kmeans_augmented,1,0.0,0.0,0.0,1,seed,1.0,0.0,0.0169734330800195,0.006672022005417211
404,78,kmeans_augmented,4,0.0,0.0,0.0,1,wheat,1.0,0.0,0.03105926780842928,0.0098658797950345
405,79,kmeans_augmented,4,0.0,0.0,0.0,1,german,1.0,0.0,0.03086238677920952,0.009640466315415878
406,80,kmeans_augmented,4,0.0,0.0,0.0,1,age,1.0,0.0,0.030819593143176408,0.010155252703455995
407,81,kmeans_augmented,4,0.0,0.0,0.0,1,italian,1.0,0.0,0.030793523873607558,0.009714590038793923
408,82,kmeans_augmented,4,0.0,0.0,0.0,1,quality,1.0,0.0,0.03079022043818396,0.009897831549421487
409,83,kmeans_augmented,4,0.0,0.0,0.0,1,champagne,1.0,0.0,0.030769478246734962,0.01011477970654314
410,84,kmeans_augmented,4,0.0,0.0,0.0,1,producer,1.0,0.0,0.03075608493880682,0.010187578476304448
411,85,kmeans_augmented,4,0.0,0.0,0.0,1,france,1.0,0.0,0.030752180092896764,0.010156812264961013
412,86,kmeans_augmented,4,0.0,0.0,0.0,1,winery,1.0,0.0,0.03074010717542723,0.010062814263225306
413,87,kmeans_augmented,5,0.0,0.0,0.0,1,juice,1.0,0.0,0.02314978414516931,0.008704259257393956
414,88,kmeans_augmented,5,0.0,0.0,0.0,1,long,1.0,0.0,0.02288962853756776,0.008611030773681997
415,89,kmeans_augmented,5,0.0,0.0,0.0,1,green,1.0,0.0,0.02279783071295955,0.00858404242411753
416,90,kmeans_augmented,5,0.0,0.0,0.0,1,cultivate,1.0,0.0,0.022522004160895514,0.008480910550995868
417,91,kmeans_augmented,5,0.0,0.0,0.0,1,india,1.0,0.0,0.02238657871412881,0.00842982273981219
418,92,kmeans_augmented,5,0.0,0.0,0.0,1,harvest,1.0,0.0,0.02223800344474684,0.00837342605986952
419,93,kmeans_augmented,5,0.0,0.0,0.0,1,china,1.0,0.0,0.022149801150469214,0.00833977166399365
420,94,kmeans_augmented,5,0.0,0.0,0.0,1,root,1.0,0.0,0.02214051678777677,0.008335126805136095
