article_id,label_id
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
1,11
1,12
1,13
1,14
1,15
2,16
2,17
2,18
2,19
2,20
2,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
4,23
4,24
4,30
4,31
4,32
4,26
4,33
4,28
4,34
4,35
4,29
4,36
4,37
4,38
5,39
5,40
5,41
5,42
5,43
5,44
5,45
5,46
5,47
5,48
5,49
5,50
5,51
5,52
5,53
5,54
5,55
5,56
6,57
6,58
6,59
6,60
6,61
7,62
7,24
7,63
7,32
7,26
7,33
7,64
7,28
7,35
7,65
8,66
8,24
8,67
8,33
8,28
8,29
8,68
9,69
9,70
9,71
9,72
9,73
9,74
9,75
9,76
9,77
9,78
10,79
10,80
10,81
10,82
10,83
10,84
11,85
11,86
11,87
11,88
11,89
11,90
11,91
11,17
11,92
11,93
11,94
11,18
11,95
11,96
12,97
12,98
12,99
12,100
12,101
12,102
12,103
12,104
12,105
13,106
13,107
13,108
13,109
13,110
13,111
13,112
13,113
13,114
13,115
13,116
13,117
13,118
14,119
14,120
14,121
14,122
14,123
14,124
14,110
14,111
14,125
14,126
14,127
14,128
14,116
14,117
15,129
15,130
15,131
15,132
16,133
16,134
16,135
16,136
16,137
16,138
16,139
17,140
17,141
17,142
17,143
17,144
17,145
17,146
17,147
17,148
17,149
17,150
17,151
17,152
18,153
18,154
18,155
18,156
18,157
18,158
19,159
19,160
19,161
19,162
19,163
19,164
19,165
19,166
19,167
19,168
19,169
19,170
19,171
19,172
19,173
19,174
19,175
19,103
20,176
20,177
20,178
20,179
20,180
20,181
20,44
20,182
21,183
21,184
21,185
21,111
21,186
21,187
21,188
21,189
21,190
21,116
21,191
22,192
22,193
23,194
23,24
23,195
23,33
23,196
23,28
23,29
23,197
23,103
24,62
24,24
24,198
24,33
24,28
24,29
24,199
25,200
25,201
25,202
25,203
25,204
25,205
25,206
25,207
25,111
25,208
25,209
25,116
25,117
25,118
25,191
26,210
26,211
26,212
26,213
27,214
27,215
27,216
27,217
27,218
27,219
27,220
27,221
27,222
27,223
28,24
28,224
28,33
28,64
28,28
28,29
28,225
29,24
29,195
29,33
29,64
29,28
29,29
29,225
29,199
30,226
30,227
30,228
30,229
30,60
30,230
30,231
31,232
31,233
31,234
31,235
31,236
31,237
31,238
32,239
32,240
32,241
33,242
33,243
33,244
33,245
33,246
33,247
33,248
33,249
33,101
33,250
33,251
34,252
34,253
34,254
35,255
36,256
36,257
36,258
36,259
36,260
36,261
36,262
36,263
36,264
36,265
37,266
37,267
37,268
37,269
37,270
37,271
37,272
37,273
37,274
38,275
38,24
38,276
38,26
38,33
38,196
38,64
38,277
38,278
38,65
38,279
38,280
39,281
39,282
39,283
39,284
39,285
39,286
40,85
40,287
40,88
40,89
40,16
40,17
40,92
40,93
40,288
40,94
40,18
40,289
40,95
40,290
41,24
41,291
41,292
41,33
41,196
41,28
41,29
41,293
41,294
41,68
42,24
42,295
42,26
42,33
42,64
42,28
42,29
42,296
43,297
43,242
43,298
43,299
43,300
43,301
43,302
43,303
43,304
43,305
43,306
44,24
44,195
44,292
44,32
44,307
44,26
44,33
44,64
44,28
44,35
44,308
44,103
45,309
45,310
46,311
46,312
47,313
47,314
47,315
47,316
48,317
48,318
49,319
49,320
49,321
50,319
50,322
51,319
51,323
51,321
52,319
52,324
52,321
53,319
53,325
53,322
54,319
54,326
54,321
55,319
55,321
56,319
56,327
56,321
57,319
57,326
57,328
57,321
58,319
58,321
59,319
59,321
60,319
60,321
61,319
61,321
62,319
62,321
63,319
63,321
64,319
64,321
65,319
65,321
66,319
66,321
67,319
67,321
68,319
68,327
68,321
69,319
69,321
70,319
70,321
71,319
71,321
72,329
72,319
72,321
73,319
73,321
74,319
74,321
75,319
75,321
76,319
76,321
77,319
77,321
78,319
78,321
79,319
79,326
79,321
80,319
80,321
81,330
81,319
81,321
82,331
82,321
82,332
83,319
83,321
84,319
84,321
85,319
85,321
86,319
86,327
86,321
87,319
88,319
88,321
89,319
89,321
90,319
90,321
91,319
91,321
92,319
92,333
92,321
93,319
93,321
94,319
94,321
95,319
95,334
95,321
96,319
96,321
97,319
97,321
98,319
98,321
99,319
99,321
100,319
100,321
101,319
101,321
102,335
102,319
102,336
102,321
103,319
103,321
104,319
104,321
105,319
105,321
106,319
106,321
107,319
107,321
