label_id,label
986,mediterranean
987,fries
988,associations
989,association
990,grows habitats broad
991,dictyopus
992,quercus
993,yellowish
994,aroma
995,copper
996,basque
997,list
998,italy
999,later
1000,growing
1001,roots
1002,rooting
1003,european mushrooms
1004,boletus edulis
1005,fungus type species
1006,forest
1007,pine
1008,coloured
1009,colour
1010,forests tree
1011,cep porcino porcini
1012,appearance
1013,acid
1014,caps
1015,terms
1016,termed
1017,like boletes tubes extending
1018,italian
1019,fungi
1020,grows
1021,metals
1022,planted
1023,specimens
1024,commonly known
1025,specimen collected
1026,means
1027,meaning
1028,associates
1029,associate
1030,tasting
1031,taste
1032,derivation
1033,collecting
1034,collection
1035,fruit bodies ground summer autumn
1036,latin term
1037,appears affected
1038,pores pore surface
1039,news
1040,mycorrhizal
1041,cepe
1042,cepes
1043,derived common
1044,california king bolete
1045,sold commercially
1046,matures
1047,contained
1048,tends grow
1049,stipe stem white
1050,content
1051,areas near
1052,root
1053,flavour drying reconstituted cooking
1054,largely
1055,borgotaro area
1056,widely distributed
1057,produces spore
1058,similarities
1059,soil temperature
1060,cell
1061,habitat distribution
1062,whitish young ages
1063,ectomycorrhizal associations
1064,air smooth
1065,exporters
1066,describing
1067,heavy metal contamination
1068,wide
1069,brownish shape
1070,south
1071,red
1072,hymenium
1073,generic
1074,names include
1075,import
1076,carbohydrate component contains
1077,humidity
1078,stems
1079,cells produced layer
1080,france
1081,pinus spp spruce
1082,amanita
1083,region
1084,regions
1085,yellow
1086,especially
1087,temperatures
1088,extend
1089,flesh
1090,zealand closely related
1091,martial
1092,analysis distinct
1093,distinctively
1094,distinctive
1095,growth
1096,resemble similar
1097,close
1098,range
1099,ranges
1100,separate
1101,countries
1102,complex
1103,tend produce
1104,ecological
1105,ecology
1106,ecologically
1107,identified
1108,identify
1109,carbohydrates
1110,suggests
1111,suggesting
1112,suggest
1113,reach
1114,reaches
1115,reaching
1116,pattern reticulations
1117,marketed
1118,markets
1119,market
1120,origin imported
1121,europe
1122,introduced
1123,ceppatello
1124,shown molecular
1125,cooked
1126,facing
1127,face
1128,nutrients
1129,nutrient
1130,total annual
1131,following consumption
1132,fungal tissue
1133,wild
1134,presence
1135,low fat
1136,reconstitution
1137,development
1138,cystidia
1139,cultivated
1140,cultivation
1141,longer requires
1142,reticulate
1143,soups pasta
1144,increasing
1145,slightly
1146,raw
1147,effectively
1148,believed
1149,leccinum
1150,bruised
1151,bruising
1152,minerals
1153,mineral
1154,consumed blanched
1155,central
1156,netted
1157,net
1158,proportions
1159,proportion
1160,feature
1161,local
1162,mexico
1163,refers
1164,iron
1165,province
1166,relationship
1167,relationships
1168,earlier
1169,inducing
1170,induced
1171,induce
1172,distinguished reticulation
1173,fungo
1174,fungos
1175,suilli
1176,tylopilus
1177,holds
1178,holding
1179,community
1180,communities
1181,light
1182,stalk
1183,annually
1184,contaminated toxic
1185,protein
1186,original
1187,originate
1188,naturalist
1189,blanching
1190,rainfall
1191,resemblance
1192,chemical
1193,toxicity
1194,polysaccharide
1195,english
1196,raised
1197,bitter
1198,fresh
1199,called
1200,international
1201,gourmets
1202,formation
1203,distinguish
1204,hemisphere
1205,fir
1206,phytochelatin
1207,phytochelatins
1208,tons
1209,borscht
1210,borschts described
1211,russian
1212,russians
1213,beetroot
1214,polish
1215,sour soup common
1216,tasting soups
1217,soured
1218,serve
1219,recipe
1220,recipes
1221,ukrainian origin beetroots
1222,cuisine
1223,cuisines
1224,beet
1225,beets
1226,vegetables
1227,vegetable
1228,meats
1229,cooking
1230,variant
1231,ukrainians
1232,originated
1233,origins
1234,added
1235,soviet
1236,includes
1237,commons
1238,originally cooked pickled
1239,hogweed
1240,boiling
1241,popular typically combining meat bone stock
1242,potato
1243,regional variants
1244,usually include
1245,tart
1246,tartness
1247,tarts
1248,ingredients dish distinctive red color
1249,garnishes dishes uszka
1250,grows cook
1251,cabbage
1252,cabbages
1253,traditional
1254,tradition
1255,popularize
1256,tomato
1257,versions
1258,version
1259,jewish religious traditions
1260,onions potatoes tomatoes
1261,ingredient replaced
1262,poland
1263,ukraine popularized
1264,obtained adding
1265,fermented
1266,eastern
1267,referring
1268,reference
1269,refer
1270,usual
1271,egg
1272,century
1273,centuries
1274,culinary
1275,fish purely vegetarian served hot cold
1276,cream hard boiled eggs
1277,juice
1278,filling
1279,fillings
1280,cultures
1281,cultural
1282,associated
1283,flavor
1284,flavored
1285,slavic time evolved diverse
1286,tastes
1287,sorrel based green
1288,describes
1289,popularity spread
1290,times individual
1291,preparation
1292,prepare
1293,preparing
1294,traditionally
1295,cookbooks
1296,beef pork combination commonly
1297,mushroom
1298,flour
1299,replace
1300,replacing
1301,colored
1302,combine
1303,combined
1304,mixed
1305,pickle
1306,pickling
1307,liked
1308,variety
1309,jews
1310,onion
1311,kind
1312,kinds
1313,meal clear broth
1314,barszcz
1315,bread
1316,ethnic
1317,beans
1318,instead fresh
1319,meals
1320,examples
1321,use poultry
1322,considered flavorful
1323,fasting varieties
1324,country
1325,borshch
1326,prepared horseradish
1327,cookbook published
1328,croquette filled
1329,russia
1330,chopped
1331,man food
1332,ferment sugars present
1333,court
1334,chefs
1335,sausages
1336,sausage
1337,national
1338,nations
1339,baking separately
1340,bones
1341,languages
1342,language
1343,peoples
1344,carried
1345,plant growing
1346,needs ways
1347,fast
1348,greens
1349,dill
1350,space
1351,contains
1352,america
1353,americas
1354,offers
1355,rye
1356,carrying animals
1357,table according
1358,lithuania
1359,empire way migration
1360,territories
1361,territorial
1362,east
1363,yiddish
1364,parsley root
1365,baked sprinkled vinegar
1366,collective
1367,animal
1368,comes
1369,come
1370,distinct
1371,head chef
1372,european
1373,lithuanian
1374,lithuanians
1375,localized product globalized
1376,cheese
1377,reflected
1378,reflective
1379,restaurants offering
1380,christmas
1381,chicken
1382,claim
1383,claimed
1384,claims
1385,observed people
1386,celebrated
1387,celebrate
1388,diversity
1389,peppers
1390,calls
1391,calling
1392,sauerkraut
1393,cutting
1394,cut
1395,substituted
1396,substitute
1397,sweet
1398,sweetness
1399,season
1400,seasonal
1401,seasoned
1402,dairy
1403,pepper garlic
1404,passover
1405,mennonite
1406,ashkenazi
1407,garnished
1408,turnips
1409,milk
1410,possible substitutes
1411,lent
1412,coulibiac large
1413,borsch borsht
1414,mennonites groups
1415,coulibiacs
1416,salted
1417,buckwheat
1418,croquettes
1419,word
1420,words
1421,meatballs
1422,styles
1423,style
1424,apples turnip
1425,heads
1426,dinner
1427,american
1428,dictionary
1429,steam
1430,steaming
1431,sugar salt
1432,possibilities
1433,winter
1434,careme
1435,potage
1436,kings
1437,king
1438,left
1439,thicken
1440,thickening
1441,thickened
1442,bors
1443,leaves
1444,lives
1445,alternative
1446,alternated
1447,herbs
1448,herb
1449,border
1450,borders
1451,manned
1452,wheat
1453,zucchini
1454,catholic
1455,helpings
1456,helped
1457,recommends
1458,recommended
1459,staple
1460,staples
1461,tasty
1462,linked
1463,links
1464,soul
1465,souls
1466,consistency
1467,chunks
1468,weeks
1469,adaptation
1470,roast
1471,roasted
1472,shchi
1473,dough
1474,pureed
1475,union
1476,holiday
1477,evolve
1478,particularly
1479,consumed
1480,need
1481,role
1482,type
1483,types
1484,ground
1485,cabbaged
1486,cabbage headed
1487,cabbages common
1488,leave
1489,planting
1490,leaved heads
1491,brassicas
1492,brassicae
1493,head
1494,leaves kale
1495,plant grown
1496,vegetable crop
1497,caused
1498,cause
1499,brassica oleracea
1500,vegetative state
1501,vegetables known
1502,diseases
1503,diseased
1504,disease
1505,isbn
1506,food
1507,soils
1508,harvested
1509,harvest
1510,harvesting
1511,produces
1512,flowering
1513,leaf
1514,maturing varieties producing smaller
1515,soil lateral roots
1516,seeded
1517,europeans
1518,spot
1519,spots
1520,spotted
1521,dish
1522,greek
1523,greeks
1524,medicinal use
1525,medicine
1526,shapes
1527,increase
1528,cole crops meaning
1529,green red purple white
1530,stems flower
1531,grow large
1532,cultivars
1533,reported world production
1534,flowers yellow
1535,water nutrients
1536,prevent
1537,preventatively
1538,ancient
1539,var
1540,european cuisine
1541,egyptians cultivate
1542,originally refer
1543,containing
1544,affect
1545,affected
1546,generally range kilograms
1547,dishes sauerkraut steamed
1548,seed allowed
1549,reduce
1550,original species
1551,maturity
1552,consuming
1553,consumer
1554,cool
1555,cooling
1556,develop
1557,today selection resulted
1558,smooth leafed firm
1559,insect
1560,savoys developed
1561,brown black seeds small round shape
1562,periods
1563,period
1564,savoy
1565,latin word
1566,sources
1567,nutrient deficiencies multiple pests
1568,cultivar groups
1569,coles
1570,pest
1571,related broccoli cauliflower
1572,roman times
1573,stage
1574,stages
1575,mentioned
1576,mentions
1577,mention
1578,history
1579,characteristics
1580,mediterranean origin
1581,pollinated insects
1582,compound
1583,survived
1584,survive
1585,consumed humans
1586,india
1587,stem
1588,stunted
1589,pliny
1590,evidence
1591,different ways eating pickled
1592,near
1593,egyptian
1594,breasts
1595,treated
1596,garden
1597,gardeners
1598,gardener
1599,source vitamin
1600,tenderness
1601,tender
1602,pollination
1603,pollinate
1604,organic
1605,john
1606,elder
1607,like organism
1608,yellows
1609,treatments
1610,steaming cuisines pickle
1611,percent
1612,mildew
1613,continued
1614,consumption
1615,sprouting
1616,ulcers breast
1617,cold
1618,antipathy survives
1619,leads
1620,stored
1621,iii
1622,likely domesticated
1623,necrotic
1624,names
1625,colors
1626,color
1627,sore
1628,purples
1629,widely
1630,england
1631,ate
1632,cauliflowers
1633,britain
1634,stamens
1635,firmness
1636,selective breeding
1637,grouping
1638,grouped
1639,domestications
1640,family
1641,pattern
1642,odor
1643,braised eaten raw
1644,mushrooms ingredients
1645,contaminates
1646,contamination
1647,contaminants
1648,brussels sprouts
1649,selectively
1650,features prominently
1651,margins
1652,trace
1653,traced
1654,research genetic
1655,poisonous mushroom
1656,staple poor
1657,excessive
1658,ingredient
1659,moth
1660,deficient
1661,seedlings
1662,members
1663,urine
1664,old
1665,agriculture
1666,prominent
1667,prominence
1668,transplanted
1669,transplants
1670,braise
1671,braises
1672,asia
1673,frequently
1674,handbook
1675,ellis
1676,bloating
1677,bruises
1678,foot
1679,glucosinolates
1680,shorter
1681,outer
1682,records
1683,record
1684,recorded
1685,brussel
1686,probably
1687,governance
1688,poisoning
1689,potential
1690,robb
1691,colonizing
1692,colon
1693,chalciporus piperatus
1694,pored mushroom
1695,fruiting
1696,colour pore
1697,fruit body
1698,cap cinnamon brown pores
1699,known peppery bolete
1700,boletes parasitic
1701,flavour mushrooms
1702,spored
1703,bodies
1704,boletus
1705,parasite
1706,varieties
1707,variety hypochryseus
1708,shape
1709,colours
1710,near base
1711,pigment
1712,pigments
1713,czech
1714,native
1715,chalciporone
1716,reclassified
1717,quelet
1718,form group fungi
1719,mycoparasite
1720,mycoparasites
1721,introduced trees
1722,occurs fungus
1723,surface
1724,boletaceae
1725,groups
1726,amarellus
1727,thought ectomycorrhizal
1728,muscaria flesh
1729,element antimony collection
1730,tasmania
1731,related members genus
1732,narrowly fusiform
1733,eastern states
1734,cells
1735,nothofagus
1736,woodland
1737,woodlands
1738,forests
1739,taxonomic
1740,plantations associated
1741,flavouring
1742,mycologist
1743,pinus
1744,smaller
1745,level
1746,levels
1747,bataille
1748,transferred
1749,cortinarius caperatus
1750,known gypsy mushroom
1751,stipes
1752,picked
1753,picking
1754,wrinkled
1755,rozites caperata
1756,mild
1757,uncommon
1758,radioactivity
1759,whitish
1760,flavour
1761,ochre coloured cap
1762,related
1763,caesium
1764,classified
1765,popular
1766,veil
1767,placed new
1768,beech woods
1769,und
1770,mercury radioactive
1771,brown spore
1772,flavoured fungi
1773,finland
1774,contamination popularity
1775,bolete
1776,ring
1777,chanterelles
1778,readily
1779,tasting highly
1780,august
1781,genetic
1782,agrocybe
1783,western
1784,adding
1785,eating
1786,eat
1787,young
1788,alaska
1789,greenland
1790,appear autumn
1791,gills
1792,barrel
1793,cracker
1794,restaurants
1795,employees
1796,theme company
1797,chain
1798,restaurant gift stores
1799,locate
1800,chains consumer
1801,policy
1802,menus
1803,history location early
1804,shareholder
1805,new markets
1806,discriminate
1807,tennessee corporate offices located
1808,non discrimination policies
1809,firm
1810,trained
1811,training
1812,advertising
1813,advertises
1814,advertised
1815,foods retail
1816,sale
1817,items
1818,discriminated minority
1819,biglari
1820,marketing
1821,menu based traditional
1822,relation
1823,percent year
1824,decor
1825,decorate
1826,highways
1827,shares
1828,share
1829,market value
1830,kraft
1831,board
1832,shareholders added sexual
1833,brand corporation
1834,minorities
1835,advertisements include images
1836,partnerships
1837,partnership
1838,sold
1839,similarity parties
1840,sales representative
1841,fact
1842,deceive right
1843,image race
1844,plans
1845,closed
1846,awards
1847,award
1848,themed
1849,provides support
1850,holdings
1851,interstate highway
1852,evins
1853,controversies
1854,lawsuit filed
1855,number
1856,features
1857,featured
1858,decorative artifacts local area
1859,breakfast served
1860,charities
1861,charity
1862,music
1863,plan improve gasoline
1864,locals
1865,hold office
1866,establishment
1867,displayed
1868,display
1869,displaying
1870,promotional
1871,promoted
1872,controversy official
1873,judge
1874,supported
1875,traded
1876,trade
1877,involvement particularly black community
1878,benefits
1879,sells
1880,sell
1881,funds
1882,funded
1883,homosexuality
1884,gay
1885,equality
1886,equal
1887,dan
1888,sponsored
1889,introducing
1890,introduce
1891,involved
1892,signs
1893,sign
1894,officials
1895,improving
1896,officer
1897,deceived
1898,homosexual offenders
1899,tested
1900,testing
1901,presenting sponsor
1902,introduced diversity
1903,score
1904,lgbt
1905,robertson
1906,regional
1907,agreement
1908,channel
1909,gender
1910,forward
1911,racially
1912,racial
1913,claiming
1914,travelers
1915,traveling
1916,operates
1917,operations
1918,deal
1919,best
1920,december
1921,offend guests
1922,games present
1923,sites
1924,site
1925,peg
1926,purchased
1927,biscuits
1928,brands
1929,addressed
1930,address
1931,texas
1932,game
1933,injured
1934,outside
1935,cucurbita
1936,cucurbitae
1937,squash pumpkin
1938,origin
1939,originally
1940,squashes
1941,seeds
1942,seed
1943,mesoamerica species grown
1944,pepo
1945,pepos
1946,domestication
1947,edible fruit
1948,fruits eaten like
1949,gourds
1950,gourd genus
1951,flowers
1952,flower
1953,plant types female male
1954,pumpkins scallops possibly crooknecks
1955,sunlight daily planting
1956,varies domesticated
1957,separating domestic
1958,cucurbitaceae known cucurbits native
1959,moschata
1960,cucurbit
1961,marrow
1962,marrows
1963,dishes
1964,larger
1965,developing
1966,festivals
1967,festival
1968,groups group annual short
1969,studying
1970,studied
1971,groupings reported
1972,perennials growing
1973,appearing
1974,stem produces
1975,nutrients vitamin
1976,soup dish
1977,pollinated
1978,grow meters
1979,vitamins
1980,human food
1981,leaves long
1982,germination
1983,germinate
1984,argentina
1985,effects vary
1986,largest producer
1987,spp
1988,vines
1989,vine
1990,years southern
1991,botanist
1992,oils
1993,maxima developed yellow
1994,cucurbitacin
1995,soups
1996,ficifolia
1997,different tribe
1998,bee pollinators
1999,parts
2000,annuals
2001,cross pollinations occur
2002,egg shaped
2003,mosaic virus
2004,centimeters
2005,bitterness
2006,times places
2007,taxonomy
2008,skins
2009,botanists classify
2010,perennial
2011,tendrils non vining
2012,high oil
2013,causing
2014,butter
2015,spread
2016,spreading
2017,ovary
2018,crossed
2019,treatment prostate
2020,panama
2021,prostatic
2022,reports
2023,worms
2024,pests diseases
2025,closely
2026,argyrosperma
2027,calabacilla
2028,hybrid
2029,hybridize
2030,hybridized
2031,specimen
2032,germany
2033,nee classified following
2034,xerophytic
2035,xerophytes
2036,rhodes
2037,rhode
2038,wrote
2039,bees
2040,texana
2041,similarity
2042,book illuminated
2043,held
2044,coast western
2045,viruses
2046,pie
2047,center
2048,centers
2049,dating
2050,dates
2051,ago
2052,americans treat
2053,sweet tasting
2054,requirements modern
2055,bolivia
2056,ecuador
2057,heavy
2058,wall rind
2059,canada
2060,salt
2061,desserts
2062,switzerland
2063,sauce
2064,lobed
2065,lobes
2066,usa
2067,lagenaria
2068,folk
2069,crookneck
2070,depicted
2071,depictions
2072,art
2073,bacterial
2074,irritation
2075,irritable
