country,label_name,tfidf,pmi
4,media in india by city,0.028905251062534613,0.21398951620980938
3,media technology,0.020291621022364485,0.07773320598535499
1,communication,0.02028126392407156,0.057514598799516745
6,establishments by year and country,0.011228206196137267,0.03290750967798373
2,television in the united states,0.008885134594403401,0.03206292631028035
5,entertainment,0.007466822497911581,0.02136697047339516
0,media in the united states,0.004871025795149348,0.014110396518444148
