article_id,country,prob
0,3,0.9989475607872009
1,0,0.2328033298254013
1,1,0.06308849155902863
1,3,0.5498418807983398
1,5,0.07982712984085083
1,6,0.07403843849897385
3,1,0.17619630694389343
3,4,0.7486339807510376
3,5,0.07206209748983383
4,1,0.37644049525260925
4,4,0.5629593729972839
4,5,0.05976297706365585
5,1,0.17564471065998077
5,4,0.7745622992515564
5,5,0.047038089483976364
6,1,0.012188759632408619
6,2,0.3593504726886749
6,3,0.053630582988262177
6,4,0.024647729471325874
6,6,0.5497103929519653
7,3,0.2397821843624115
7,4,0.5225586295127869
7,5,0.23659160733222961
8,0,0.12415657937526703
8,3,0.374464750289917
8,4,0.11427491158246994
8,5,0.3791312277317047
9,0,0.21112558245658875
9,2,0.04073289781808853
9,3,0.6657915115356445
9,4,0.08165796101093292
10,3,0.2570735216140747
10,4,0.371757447719574
10,5,0.3706459403038025
11,1,0.916339635848999
11,2,0.07483573257923126
12,0,0.050632044672966
12,2,0.022373246029019356
12,3,0.8526135683059692
12,4,0.07421330362558365
13,1,0.08914059400558472
13,3,0.5440715551376343
13,4,0.11731556057929993
13,5,0.24907387793064117
14,0,0.07699476182460785
14,2,0.10272719711065292
14,3,0.1812262237071991
14,4,0.12065611034631729
14,5,0.07346151769161224
14,6,0.444857120513916
15,0,0.34895434975624084
15,1,0.022503843531012535
15,2,0.45966044068336487
15,3,0.16805307567119598
16,0,0.04476113244891167
16,2,0.18334215879440308
16,3,0.41406455636024475
16,4,0.10643492639064789
16,5,0.18715745210647583
16,6,0.06402050703763962
17,0,0.010610093362629414
17,3,0.7791634798049927
17,4,0.1598357856273651
17,5,0.05021093040704727
18,1,0.07100190222263336
18,3,0.6999322772026062
18,4,0.06647451221942902
18,5,0.16179253160953522
19,0,0.28879863023757935
19,1,0.10666750371456146
19,2,0.06587018817663193
19,3,0.3219398260116577
19,5,0.21591690182685852
20,3,0.3300287425518036
20,4,0.48500698804855347
20,5,0.029205363243818283
20,6,0.14718733727931976
21,1,0.021664554253220558
21,3,0.39295926690101624
21,4,0.4482293128967285
21,5,0.13682225346565247
22,0,0.049050282686948776
22,1,0.21863427758216858
22,4,0.7300428152084351
23,1,0.07396472245454788
23,3,0.5430670976638794
23,4,0.3660461902618408
23,5,0.01562885195016861
24,1,0.23032432794570923
24,2,0.3662045896053314
24,6,0.39726704359054565
25,1,0.14652611315250397
