,Unnamed: 0,label,tfidf,pmi,h_cat,key_phrases,key_words,lda_label,links,cluster_alg,augmented,LDA,plain
0,0,software,0.012281466278041879,0.03558744431782865,1,0,0,0,0,LDA,0,1,0
1,1,web development,0.011994975663512163,0.03218881934519409,1,0,0,0,0,LDA,0,1,0
2,2,web software,0.011914517844999976,0.0316970415259733,1,0,0,0,0,LDA,0,1,0
3,3,application layer protocols,0.011357448736435086,0.03131861645614449,1,0,0,0,0,LDA,0,1,0
4,4,communications protocols,0.011187537060116085,0.03799808397256355,1,0,0,0,0,LDA,0,1,0
5,5,software engineering,0.010905294922460262,0.032962689185711935,1,0,0,0,0,LDA,0,1,0
6,6,internet protocols,0.010838598131039046,0.033624526789629954,1,0,0,0,0,LDA,0,1,0
7,7,internet protocol based network software,0.010616313150881664,0.03032674932125977,1,0,0,0,0,LDA,0,1,0
8,8,software development,0.01050404695071908,0.031832077259166036,1,0,0,0,0,LDA,0,1,0
9,9,web technology,0.010405320366413976,0.032574188774533386,1,0,0,0,0,LDA,0,1,0
10,10,main topic classifications,0.008848935113535622,0.030228920909222686,1,0,0,0,0,LDA,0,1,0
11,11,computing and society,0.007771405324232684,0.022733731001451117,1,0,0,0,0,LDA,0,1,0
12,12,technology in society,0.007696221924513662,0.02535910527101577,1,0,0,0,0,LDA,0,1,0
13,13,society,0.007624729811426578,0.028325408427259124,1,0,0,0,0,LDA,0,1,0
14,14,information,0.0069476877750482505,0.024482775887853216,1,0,0,0,0,LDA,0,1,0
15,15,web 2.0,0.006489839632274667,0.019479267942727186,1,0,0,0,0,LDA,0,1,0
16,16,categories by type,0.00636053961921848,0.021235679326627132,1,0,0,0,0,LDA,0,1,0
17,17,information society,0.006310249375324878,0.02234062933544417,1,0,0,0,0,LDA,0,1,0
18,18,social sciences,0.00622936667625508,0.02299498929289244,1,0,0,0,0,LDA,0,1,0
19,19,culture,0.006165503328648219,0.030272780256633193,1,0,0,0,0,LDA,0,1,0
20,20,websites by topic,0.008297402423677103,0.02298465112743577,1,0,0,0,0,LDA,0,1,0
21,21,online services,0.007781821949771272,0.0189460511433542,1,0,0,0,0,LDA,0,1,0
22,22,entertainment websites,0.007455920460019772,0.0249383997031222,1,0,0,0,0,LDA,0,1,0
23,23,e-commerce,0.007331814665343578,0.020110446193606496,1,0,0,0,0,LDA,0,1,0
24,24,internet companies,0.0073306866601099705,0.020063609637697082,1,0,0,0,0,LDA,0,1,0
25,25,websites,0.0071151682032751145,0.017143676606110197,1,0,0,0,0,LDA,0,1,0
26,26,companies by industry and year of establishment,0.007082599052839588,0.019842718992310972,1,0,0,0,0,LDA,0,1,0
27,27,internet properties by year of establishment,0.0070782511914249426,0.020332019131177975,1,0,0,0,0,LDA,0,1,0
28,28,media companies by year of establishment,0.0067934236992979544,0.019784463764476942,1,0,0,0,0,LDA,0,1,0
