,project,cluster_alg,cluster_num,label_name,exposures,count,share,borda,avg_borda
283,technology,LDA,0,mobile_phones,27,5,0.18518518518518517,15,0.5555555555555556
284,technology,LDA,0,business,27,6,0.2222222222222222,21,0.7777777777777778
285,technology,LDA,0,technology_by_year,27,15,0.5555555555555556,65,2.4074074074074074
286,technology,LDA,0,company,27,6,0.2222222222222222,19,0.7037037037037037
287,technology,LDA,0,services,27,5,0.18518518518518517,19,0.7037037037037037
288,technology,LDA,0,university,27,1,0.037037037037037035,5,0.18518518518518517
289,technology,LDA,0,computers,27,15,0.5555555555555556,49,1.8148148148148149
290,technology,LDA,0,united_states,27,0,0.0,0,0.0
291,technology,LDA,0,research,27,2,0.07407407407407407,6,0.2222222222222222
292,technology,LDA,0,new,27,1,0.037037037037037035,2,0.07407407407407407
293,technology,LDA,0,companies_by_industry_and_year_of_establishment,27,4,0.14814814814814814,14,0.5185185185185185
294,technology,LDA,0,apple_inc.,27,1,0.037037037037037035,3,0.1111111111111111
295,internet,LDA,0,web,35,5,0.14285714285714285,15,0.42857142857142855
296,internet,LDA,0,browser,35,5,0.14285714285714285,15,0.42857142857142855
297,internet,LDA,0,world_wide_web_consortium,35,8,0.22857142857142856,31,0.8857142857142857
298,internet,LDA,0,server,35,1,0.02857142857142857,3,0.08571428571428572
298,internet,LDA,0,server,35,1,0.02857142857142857,3,0.08571428571428572
299,internet,LDA,0,javascript,35,6,0.17142857142857143,16,0.45714285714285713
300,internet,LDA,0,software,35,11,0.3142857142857143,31,0.8857142857142857
301,internet,LDA,0,use,35,0,0.0,0,0.0
302,internet,LDA,0,browsers,35,6,0.17142857142857143,10,0.2857142857142857
303,internet,LDA,0,web_browser,35,13,0.37142857142857144,45,1.2857142857142858
304,internet,LDA,0,world_wide_web,35,16,0.45714285714285713,48,1.3714285714285714
305,internet,LDA,0,client,35,2,0.05714285714285714,5,0.14285714285714285
306,internet,LDA,0,communications_protocols,35,22,0.6285714285714286,72,2.057142857142857
307,internet,LDA,0,web_development,35,19,0.5428571428571428,69,1.9714285714285715
308,internet,LDA,0,web_software,35,24,0.6857142857142857,76,2.1714285714285713
309,internet,LDA,0,application_layer_protocols,35,14,0.4,47,1.3428571428571427
310,internet,LDA,0,version,35,1,0.02857142857142857,2,0.05714285714285714
