country,article_id,distance
2,0,0.5515744157158726
2,2,0.46161997281633493
2,4,0.47067809718387077
2,5,0.5193178396852495
2,6,0.5025124341664539
2,9,0.4765309899326111
2,11,0.4226773998137212
2,12,0.5759343791214581
2,13,0.516205087430496
2,14,0.5231576745641151
2,20,0.599345199028633
2,24,0.4906514230579142
2,27,0.356165098966461
2,31,0.45643122825813354
2,36,0.5112030418212685
2,41,0.577866446908772
2,49,0.5344512776760613
2,55,0.4791735520319427
2,57,0.617792250998644
2,64,0.4586609673987818
2,71,0.5070354727614781
2,72,0.6686832328631719
2,91,0.5388307331881776
2,96,0.5126123377289074
2,102,0.62394834403496
2,110,0.6032285658493776
2,113,0.503491001893398
2,115,0.5459563533754013
2,120,0.6187323299151827
2,124,0.5304947452957476
2,132,0.48526412451319734
2,137,0.41793321166743347
2,151,0.5074577344725514
2,161,0.4921426216908146
2,170,0.5740470759843523
2,178,0.4160711636857968
2,181,0.5605167610687787
2,183,0.46575068955888255
2,185,0.4966697074859999
2,189,0.4392312495546771
2,215,0.5727165634877247
2,242,0.4814560636830625
2,249,0.4133648857099633
2,253,0.36939834774882285
2,282,0.537100685811243
2,294,0.5106430217442076
2,295,0.48231544703051943
2,301,0.5376394007590616
2,303,0.43816079998959656
2,307,0.4490916670183326
2,317,0.3081764075335266
2,318,0.41315310530096894
2,343,0.49403663947327536
2,346,0.49470763552222075
2,353,0.4703161239342558
2,371,0.5711810329747801
2,382,0.4553651936421027
2,384,0.5749328761172379
2,411,0.4759998165352278
2,415,0.574692458513187
2,420,0.4501170784491172
2,423,0.4247960488490702
2,432,0.46502124167971426
2,434,0.5046272425629774
2,458,0.4897703612801113
2,464,0.396851711112749
2,469,0.4203769799084798
2,485,0.46404557774676114
2,493,0.5948483083900012
2,494,0.6582749859056112
2,496,0.41423553444285277
2,498,0.529621204670653
2,507,0.6320594342304542
2,508,0.5246029954641994
2,514,0.48566695093751167
2,523,0.44924168916069374
2,544,0.46614204357620237
2,552,0.5324130541604236
2,560,0.40323488074888636
2,561,0.4894882469633739
2,569,0.49135758100139393
2,572,0.5376117714609476
2,577,0.5112641825859978
2,584,0.41976941974576965
2,645,0.47344989007629046
2,667,0.43450449320949147
2,683,0.4814892928397885
2,699,0.3462445927949175
2,722,0.5689924556067789
2,729,0.4352529673956296
