country,article_id,distance
6,0,0.263464683430358
6,7,0.18877284746755152
6,17,0.36052943001755466
6,25,0.1544395078210351
6,45,0.24899514472166984
6,54,0.18970415860575818
6,61,0.16647482359494103
6,71,0.2425879791450236
6,76,0.14793609998348745
6,77,0.24627636930366215
6,85,0.138436458246596
6,86,0.19212454195787243
6,87,0.2018314397130755
6,88,0.16423442298535673
6,93,0.15348330569314472
6,96,0.16160348004970848
6,103,0.19528296999258588
6,108,0.42445236615084503
6,109,0.1572455991620686
6,110,0.28003034007164584
6,122,0.11744410528916571
6,136,0.15693786031912815
6,137,0.21245817551819823
6,138,0.16769555543608294
6,141,0.21028477063269735
6,142,0.1756840579736484
6,153,0.1686529035330977
6,155,0.18650418096710863
6,156,0.1665276546569976
6,181,0.12176269983550247
6,190,0.26932363131102244
6,196,0.1321737502765693
6,222,0.3725542155347874
6,223,0.33195703057247383
6,224,0.1887218196883792
6,225,0.16448395065676125
6,227,0.18558298488315506
6,228,0.21877817360729013
6,229,0.19676569518887999
6,234,0.2370576223753853
6,239,0.17358038573115686
6,240,0.2898690110472636
6,245,0.19841820528538623
6,267,0.17445946822549552
6,269,0.2499858712628812
6,273,0.2603405867971371
6,274,0.15802791940899363
6,275,0.1516228491932322
6,282,0.1294528210646534
6,306,0.10117203245485151
6,315,0.20101230532258552
6,337,0.21561624514892497
6,368,0.19440237044340813
6,370,0.2278057749340917
6,372,0.22006322328170191
6,380,0.15995733583432137
6,387,0.13170186220602265
6,389,0.27822455431879345
6,399,0.23213977748085202
6,403,0.22446001182016728
6,411,0.2497401333970215
6,422,0.18323568934785062
6,423,0.20063916529727854
6,428,0.17618650993795437
6,429,0.1310618806015873
6,430,0.23779137301977904
6,432,0.28220433983072735
6,435,0.1960417052774519
6,442,0.130133747860529
6,450,0.27117830283858635
6,464,0.2055994331967942
6,473,0.1338257260017751
6,474,0.09092299827313821
6,475,0.12205314737409123
6,477,0.23116096675162534
6,489,0.18762056758264944
6,496,0.42561114390706867
6,527,0.23041963708716884
6,563,0.16289883873040678
6,585,0.26563644248075513
6,589,0.3098190255655109
6,594,0.25878980370060545
6,611,0.25846019259600916
6,620,0.16359333053618508
6,621,0.15683741984652644
6,627,0.2944847005250065
6,628,0.22347341648303876
6,632,0.2154141872605616
6,639,0.18121972172950374
6,640,0.20567324482002391
6,641,0.14961931729006273
6,642,0.06160885376268754
6,649,0.2317612094691548
6,652,0.3877941024992738
6,653,0.13913446488895131
6,658,0.2945175217226561
6,675,0.15864243468299333
6,688,0.15445020727194214
6,719,0.17668985194850262
6,723,0.37817700891026906
6,747,0.14245965962143026
6,748,0.19407454427433868
6,749,0.17691270061098563
6,757,0.22150580927840657
6,766,0.16327041148422805
6,785,0.15930085769719393
6,788,0.28392517553840135
6,800,0.2603037732422212
6,803,0.24411362566731898
6,820,0.25776090440121757
6,828,0.1849925882733745
6,839,0.18855396546705772
6,845,0.20523491183435272
6,847,0.3003574343871659
6,855,0.2668113376417631
6,859,0.17765403673451285
6,864,0.12826264411440091
6,865,0.16888509285387887
6,869,0.2609948976541292
6,871,0.13033584500368467
6,876,0.2617463727293733
6,878,0.13873251055929958
6,879,0.23026524761733125
6,889,0.23448468016626256
6,891,0.29535701021475846
6,893,0.19086451141794059
6,897,0.1809758590058822
6,899,0.2288262443867074
6,917,0.2005731947520195
6,980,0.32233201083442364
6,992,0.22862438717757472
6,1011,0.24243931588032563
6,1023,0.2395056800568104
6,1034,0.21063071120889865
6,1035,0.16282248813866695
6,1050,0.3038265242085585
6,1052,0.2852814218494836
6,1066,0.15210539821612568
6,1083,0.21663830156014574
6,1105,0.3559279269791291
6,1128,0.3137017004945394
6,1150,0.22039345586083126
6,1181,0.24825668842663584
6,1182,0.28447155247949374
6,1197,0.21531705415118862
6,1198,0.2089876707995706
6,1203,0.3257961358058793
6,1205,0.41562515406647027
6,1208,0.17531697222093834
6,1210,0.1810507487644144
6,1211,0.22340034835326938
6,1214,0.3632964974050632
6,1229,0.2650002243762355
6,1243,0.23912757522266614
6,1260,0.2486898508303934
6,1277,0.26573913721919074
6,1278,0.1538664231697191
6,1281,0.1732197976333263
6,1284,0.22605429326441862
6,1376,0.22031654745120632
6,1379,0.5001361830325638
6,1397,0.2316091772848652
6,1460,0.24576546222419782
6,1480,0.2416621907133646
6,1483,0.22271222343047492
6,1499,0.3042527930901894
6,1534,0.3194868711132878
6,1539,0.16832389982953821
6,1560,0.2190464262936932
6,1575,0.20094837342443528
6,1583,0.2617464543475946
6,1595,0.21782991556640463
6,1597,0.2277527901684161
6,1598,0.32980442659529874
6,1599,0.3354100133733079
6,1601,0.3292140868634259
6,1625,0.2875653475095338
6,1632,0.3691274937605412
6,1644,0.19576247755163334
6,1648,0.30349476424518596
6,1650,0.21772673614455829
6,1652,0.21621759265254448
6,1657,0.20490945249107206
6,1663,0.249806776485342
6,1664,0.28116473159370214
6,1667,0.1692743843586091
6,1678,0.21030466829183736
6,1686,0.19955025675262372
6,1689,0.28338517668366525
6,1696,0.2229416390708202
6,1698,0.2251837575979716
6,1699,0.2181377590281376
6,1701,0.23204630810057492
6,1702,0.21037563053330044
6,1704,0.29607767498777193
6,1741,0.23567791426140294
6,1742,0.24479491634439232
6,1743,0.15627386711269187
6,1759,0.30940891409653737
6,1797,0.19418721672866368
6,1798,0.1760833262561452
6,1799,0.260471768165894
6,1800,0.23103076556510926
6,1873,0.33722328035163507
6,1874,0.2323376703770661
6,1879,0.19677547640877535
6,1900,0.2403503282051942
6,1926,0.15206130666619133
6,1942,0.210950307442188
6,1957,0.19379998369971718
6,1964,0.26559793089562533
6,1986,0.35101200576586344
6,1992,0.16260929539276825
6,2018,0.3007693034761443
6,2022,0.161737006042162
6,2029,0.17160711830229358
6,2034,0.21251155846225633
6,2037,0.2182952495296001
6,2045,0.21642629702640015
6,2046,0.23837630793594922
6,2048,0.3125727504465712
6,2067,0.4423464579311204
6,2099,0.28029179007652516
6,2113,0.257924783854102
6,2117,0.20970516285999696
6,2127,0.13525271459123056
6,2141,0.3414415339405136
6,2156,0.2003325164567643
6,2157,0.26565522242600903
6,2163,0.20296725170770713
6,2194,0.26904400576456344
6,2209,0.21050512317748848
6,2211,0.302884211720604
6,2214,0.27055554049192565
6,2224,0.35780276684563217
6,2225,0.21707535956449664
6,2238,0.19846596210043244
6,2244,0.28687838283339084
6,2245,0.2652933618651553
6,2250,0.19001838085838418
6,2294,0.18733923626429483
6,2323,0.32188713812901315
6,2324,0.35091211366613917
6,2333,0.24098243948041276
6,2341,0.270680940535471
6,2344,0.3160346227855093
6,2357,0.328039275267187
6,2376,0.17534942164162226
6,2401,0.21874345406001972
6,2407,0.22831488801012556
6,2423,0.206955255967475
6,2424,0.3376914484258723
6,2431,0.159032223414324
6,2436,0.2281163165102077
6,2467,0.2353407162075669
6,2482,0.24913321652933018
6,2490,0.3364286486235175
6,2505,0.14876041035340026
6,2514,0.26136522188703304
6,2542,0.3143306131467858
6,2563,0.1689743398316793
6,2567,0.17190064048897924
6,2571,0.1734061976247423
6,2572,0.22792953969227936
6,2584,0.19487686422193018
6,2677,0.2772099415268273
6,2717,0.1781497874457607
6,2718,0.23020242628424425
6,2757,0.21957620502665975
6,2779,0.26907809269099603
6,2786,0.2495696928400366
6,2792,0.2856605987690737
6,2794,0.13983362533639854
6,2804,0.32067603762636454
6,2806,0.23645304246671606
6,2808,0.21738603357993802
6,2809,0.2870139419093162
6,2811,0.18196435856189175
6,2815,0.18821447483812692
6,2816,0.3257983321410215
6,2817,0.30571613996188374
6,2818,0.17810291124360222
6,2819,0.1823684346308938
6,2820,0.17424861446427709
6,2821,0.24541421554471154
6,2822,0.2861014221187935
6,2825,0.17379028904696414
6,2826,0.15091222832545537
6,2827,0.3056923974630299
6,2835,0.17301100352094168
6,2840,0.1917733107074625
6,2843,0.15779758243529673
6,2856,0.549874990452868
6,2883,0.33222514527787395
6,2884,0.30955279984223527
6,2896,0.2145386027864673
6,2900,0.28549362547363977
6,2904,0.18306484846985982
6,2905,0.21053516227498004
6,2908,0.3142981979671675
6,2914,0.23908238662974957
6,3079,0.199914948467532
6,3100,0.1762391951346074
6,3107,0.21106402690091364
6,3151,0.25940980284150517
6,3158,0.2304762110873102
6,3185,0.21213810895075613
6,3199,0.2660135954353158
6,3209,0.20232323615436698
6,3210,0.20235896775356688
6,3232,0.3141832594338754
6,3234,0.21733723974806685
6,3239,0.3571075325432067
6,3257,0.18676504795948956
6,3265,0.1373485479131099
6,3287,0.22693780756273507
6,3295,0.23247553226105633
6,3296,0.2309845633734473
6,3299,0.2935835983311621
6,3339,0.2191381909484008
6,3347,0.25905929351786516
6,3397,0.41496261311850824
6,3401,0.1583767356311485
6,3412,0.28918195210745945
6,3413,0.2278754390244
6,3421,0.4222644848472972
6,3423,0.21101852348860584
6,3436,0.21726379344631475
6,3438,0.12916917591043775
6,3457,0.17425813673473245
6,3458,0.16616965460396338
6,3465,0.27294765143328614
6,3469,0.16778903040612336
6,3488,0.17285999146047293
6,3497,0.25520461824263174
6,3512,0.17639417747724218
6,3582,0.27311878809434753
6,3584,0.18637317766022476
6,3620,0.12844525585860567
6,3627,0.17983591600885618
6,3632,0.26461325935692437
6,3649,0.18864707743499354
6,3657,0.17194682777968429
6,3695,0.2425920245656501
6,3698,0.20436607842958832
6,3716,0.24833982665569554
6,3736,0.24211256055055108
6,3744,0.32803883618032914
6,3762,0.1944255351934101
6,3839,0.2145840531322426
6,3859,0.21622276360525738
6,3868,0.3289690950297337
6,3880,0.2042356840691234
6,3892,0.3457449095494447
6,3960,0.25565398897278213
6,3963,0.2333329587762477
6,3967,0.24587568210572652
6,4000,0.23496797696575966
6,4017,0.18840217137934334
6,4029,0.25872242444174753
6,4032,0.2289414599697447
6,4041,0.21284916081545613
6,4049,0.2852677257177032
6,4067,0.28587762657367133
6,4069,0.2932304835152473
