country,1,tfidf_1,pmi_1,2,tfidf_2,pmi_2,3,tfidf_3,pmi_3,4,tfidf_4,pmi_4,5,tfidf_5,pmi_5,6,tfidf_6,pmi_6,7,tfidf_7,pmi_7,8,tfidf_8,pmi_8,9,tfidf_9,pmi_9,10,tfidf_10,pmi_10
0,war,0.0042922782441771,0.015513963071119114,reporting,0.004007645842176041,0.0141675131271587,isbn,0.0037331555836720384,0.012017642545198126,new york times,0.0036076909702166524,0.013423926454847192,propaganda,0.003340718324912549,0.012193922413889217,new york,0.003015986993340382,0.010635779970210537,book,0.0029130206202452867,0.009729267797549799,american,0.002878679901319063,0.010077512099457663,campaign,0.0028765205261247653,0.010422508009168826,coverage,0.0028657105643927774,0.010007771531295326
1,communication,0.00836661801041199,0.0321493976829526,information,0.00698741661529329,0.024642656179961028,media,0.006788483620360558,0.019303066830175162,advertising,0.0057138607178242335,0.021356584578066138,marketing,0.005349586132269769,0.022509998846016364,social media,0.005331238450195103,0.023337601873373026,social,0.005229021176208368,0.021593094616036063,internet,0.004960961743181162,0.018067411985430562,study,0.004950788952534482,0.02185094996181767,theory,0.004857263094984221,0.02161710917909375
2,network,0.007155515080810802,0.02274324310050633,stations,0.007103838614697921,0.025479944070031745,programming,0.006693642146019856,0.02293194966302857,company,0.006225572839328651,0.018389148823931434,canada,0.005411226082143752,0.021671952428796225,canadian,0.005126770957460391,0.02082093790338029,acquired,0.004743928372618202,0.01814396017294568,cable,0.004617392123068335,0.019160647596429707,television,0.004340343683041974,0.013354889140172464,sports,0.0041845468960375965,0.016106051602795986
3,standard,0.010376296053215245,0.05184054331953101,video,0.010374642696363588,0.04216522194106254,audio,0.008313535432508061,0.043965843253367574,systems,0.007982197572427144,0.040095989079477035,software,0.00796553794855418,0.03856932384564747,format,0.00744736744866846,0.03825102944626107,data,0.006752787609148672,0.03074162489239387,signal,0.0063058358336565415,0.037338933364084954,digital,0.005985466229558052,0.024581989182696058,cd,0.005882317057393535,0.039693920032691135
4,india,0.02481921444963466,0.14758410476405512,indian,0.019730064649422303,0.1445036016285625,hindi,0.014581433831493124,0.1298438159560996,references,0.012583569405779722,0.046505508155993594,launched,0.012257644617578157,0.06523706287114714,external links,0.010760857981446572,0.0476554430902706,mumbai,0.01019298580816423,0.09954692556634305,channel,0.01001181567008481,0.035227793294025506,official website,0.009775890085855271,0.05855701503902532,newspaper,0.009764549537947783,0.04018975255784036
5,film,0.007920913132469884,0.026150036258096438,music,0.00521823179828147,0.01821350025376417,production,0.004124890825805716,0.016786636178584488,artists,0.004010989852882615,0.017683009955110844,character,0.0035847494437103054,0.01626205379800372,director,0.00343538488355571,0.015584468223086899,songs,0.00335021602517378,0.015387749830369115,youtube,0.0031879856700229975,0.014168918160636906,actors,0.0030398795331985848,0.014371117309863755,movie,0.0028488802541985006,0.012509272152310555
6,radio,0.005507361624561225,0.016773615909227827,tv,0.004962155040766367,0.015428113272518224,broadcast,0.004949343036732025,0.01618464334483454,government,0.004749393061198104,0.01710052785280731,group,0.0044349885311225825,0.015433034520771022,news,0.004299172582102801,0.012254955223560574,russian,0.004060407475585783,0.016982296673435295,bbc,0.004026637540053252,0.01636865065918511,business,0.003947951170351365,0.014137761980634883,services,0.00368223482811989,0.014013449125489411
