,country,label_id,label,tfidf,pmi
0,4,639,beer,0.04749403186428018,0.3189666602510639
1,0,603,tea,0.03949764731534156,0.4609899266629413
2,5,2044,soft drink,0.03651930526121926,0.1639750853560504
3,0,864,cookbook,0.035107567214000115,0.49216960897541656
4,1,274,species,0.034750479513796034,0.1606320258242719
5,1,182,genus,0.03415523224402288,0.15846311619153858
6,5,704,the coca-cola company,0.032943394415907636,0.15029922514439628
7,4,2412,brewery,0.03250372577760938,0.2524396164700466
8,4,728,cocktail,0.032292045800597254,0.24301049751270618
9,4,1514,alcoholic beverage,0.03181040647162005,0.2432096487746153
10,3,196,restaurant,0.03146462056904936,0.10355024989227714
11,1,3264,flowering plant,0.03046340595208966,0.14432734786649604
12,0,424,cookery book,0.02995941733506153,0.500049171680688
13,3,878,united states,0.02979386487582108,0.09140236567641094
14,0,302,elizabeth david,0.0263823497777072,0.4358990095595478
15,0,3018,camellia sinensis,0.0263823497777072,0.4358990095595478
16,6,684,wine,0.02607890583404137,0.13114376778704895
17,1,909,fruit,0.024951930835136138,0.11246576930120918
18,1,220,family,0.024434375227510925,0.1175876115781585
19,3,1125,new york city,0.023656836397281163,0.07777954883655214
20,5,1049,united kingdom,0.023623829783735974,0.10490393839903894
21,1,137,cultivar,0.022771253877896136,0.10867702193487724
22,0,307,british cuisine,0.02268094367882697,0.3672195725882469
23,1,445,carl linnaeus,0.021720443458964456,0.1051455618292346
24,0,1783,victorian era,0.020376667703508256,0.3470426729954861
25,1,3765,tree,0.020324824054235496,0.09873561848777324
26,0,1608,devon,0.01997294489004102,0.333366114453792
27,0,37,china,0.019733998518599975,0.20368192997477738
28,0,432,english cuisine,0.01960966554863636,0.320726640919999
29,5,3693,supermarket,0.01911917897835916,0.08790782765044751
30,4,1148,alcohol by volume,0.01851285489727768,0.15291457227553398
31,5,2712,coca-cola,0.018241397028838716,0.08388763019832854
32,3,3520,restaurant chain,0.018088089851403824,0.05816873825515105
33,1,372,common name,0.01786221924184794,0.08680214686794484
34,1,2561,seed,0.01770201695800279,0.08563803644347678
35,2,664,pork,0.017631484810534063,0.062190040233188276
36,3,1913,fast food,0.017622493136390117,0.057087367443281474
37,4,8027,anheuser-busch inbev,0.017455685284995498,0.1446523764165515
38,3,1653,chef,0.01735265051363726,0.056022341628109484
39,5,2020,chocolate,0.017151003600973845,0.07796269967383122
40,5,2208,pepsico,0.01705451545933086,0.07808615604702811
41,3,1051,the new york times,0.016807894824409073,0.05529084877265463
42,3,1173,hamburger,0.016643465739924,0.05391584702976583
43,5,1711,brand,0.016135437029338867,0.0739881306708516
44,4,2190,gin,0.016112940263072768,0.13352527053835522
45,5,1048,canada,0.0158632856558341,0.07029423741083143
46,4,2701,scotch whisky,0.01575274749348138,0.12987537703844573
47,2,1773,cheese,0.01568708901386373,0.0553454559235001
48,2,653,bread,0.015597082717010902,0.055014266360128086
49,2,418,rice,0.015591797709836517,0.055006951605925176
50,3,1649,food network,0.015360038418099747,0.049093919110895536
51,4,971,coffee,0.015243723845738901,0.1125513349236164
52,3,1734,michelin star,0.015151539412046264,0.04807228856745423
53,2,667,beef,0.014953336082796293,0.05252854077011378
54,2,688,sugar,0.014790929708797662,0.05166030042680611
55,5,6751,nestlé,0.014603950283021206,0.06639855025195895
56,6,480,protein,0.014334737774196414,0.07994932564886693
57,6,2987,food,0.014272507311292796,0.07831770675807373
58,4,1351,diageo,0.014239700339003297,0.11692173671115855
59,2,1033,tomato,0.014032672720180979,0.049381669664070094
60,6,0,organic compound,0.013918528668749803,0.07922311377261793
61,6,20,carbohydrate,0.01377847912455651,0.07831770675807373
62,2,407,onion,0.013543480272839583,0.047358507612615716
63,6,1353,grape,0.012976253195942648,0.07350488678970049
64,2,2424,garlic,0.012975662059914158,0.04525262802830747
65,6,25,ethanol,0.012378621332120861,0.07005083771138818
66,2,695,sauce,0.012287852500301472,0.04281139666639298
67,6,21,fat,0.010524229344118804,0.05986353447599888
68,6,483,glucose,0.009693998457527005,0.055167189666064514
69,6,2770,world health organization,0.009559519108701514,0.054481882962138246
