article_id,country,prob
0,5,0.978549063205719
1,0,0.34560805559158325
1,2,0.5264952182769775
1,4,0.07913622260093689
1,5,0.048658449202775955
2,3,0.4986974895000458
2,5,0.4020756185054779
2,6,0.09041359275579453
3,1,0.05573166906833649
3,5,0.15647102892398834
3,6,0.7869798541069031
4,0,0.015340488404035568
4,1,0.01792348362505436
4,5,0.2479509860277176
4,6,0.718578040599823
5,0,0.04011782631278038
5,1,0.04952196031808853
5,3,0.37724220752716064
5,6,0.5329670310020447
6,0,0.04134001582860947
6,5,0.1688985377550125
6,6,0.7894880175590515
7,1,0.017344936728477478
7,5,0.11214849352836609
7,6,0.8694960474967957
8,0,0.03328731283545494
8,1,0.011070317588746548
8,5,0.13362029194831848
8,6,0.8211127519607544
9,0,0.030479978770017624
9,1,0.08540882170200348
9,2,0.8623721599578857
9,3,0.021427130326628685
10,0,0.011656242422759533
10,1,0.024409737437963486
10,5,0.1367507129907608
10,6,0.8269745111465454
11,0,0.1375218778848648
11,2,0.041444431990385056
11,3,0.5830799341201782
11,5,0.12778137624263763
11,6,0.10997965186834335
12,0,0.03931867703795433
12,1,0.03287256881594658
12,2,0.020750263705849648
12,5,0.10736392438411713
12,6,0.7995600700378418
13,0,0.20155657827854156
13,1,0.6722791790962219
13,3,0.08556262403726578
13,5,0.040271032601594925
14,0,0.1569393128156662
14,1,0.7360262870788574
14,3,0.053928546607494354
14,5,0.010360279120504856
14,6,0.04268687963485718
15,1,0.6428818702697754
15,3,0.16055646538734436
15,4,0.1847587376832962
15,6,0.011052979156374931
16,0,0.4300225079059601
16,1,0.49224600195884705
16,2,0.04245539754629135
16,5,0.018501536920666695
16,6,0.016476940363645554
17,0,0.3449629843235016
17,1,0.20096373558044434
17,2,0.32921871542930603
17,4,0.065038301050663
17,5,0.03291113302111626
17,6,0.026747893542051315
18,0,0.08929748088121414
18,1,0.02426029182970524
18,3,0.08466902375221252
18,5,0.4328450858592987
18,6,0.36877909302711487
19,0,0.12478841841220856
19,1,0.06948237866163254
19,3,0.04941781982779503
19,5,0.541735827922821
19,6,0.2096318006515503
20,0,0.03559306263923645
20,1,0.2792992889881134
20,3,0.28855764865875244
20,6,0.3962418735027313
21,0,0.2252318412065506
21,1,0.6736797094345093
21,3,0.10069423913955688
22,0,0.4313838481903076
22,5,0.06282410025596619
22,6,0.5054153203964233
23,0,0.03845302015542984
23,5,0.08358632028102875
23,6,0.8732786774635315
24,1,0.016738610342144966
24,5,0.23853255808353424
24,6,0.7329731583595276
25,0,0.20673491060733795
25,1,0.7496914863586426
25,2,0.011139133013784885
25,5,0.03216199949383736
26,1,0.0466715432703495
26,2,0.05017287656664848
26,5,0.7899531126022339
26,6,0.10745135694742203
27,0,0.7563145756721497
27,1,0.1054282933473587
27,2,0.1376613825559616
28,1,0.013591950759291649
28,5,0.15651121735572815
28,6,0.8292166590690613
29,5,0.16913717985153198
29,6,0.8216615319252014
30,2,0.018021827563643456
30,3,0.010613222606480122
30,5,0.24579405784606934
30,6,0.7175773978233337
31,0,0.012958654202520847
31,1,0.8895980715751648
31,2,0.047437213361263275
31,5,0.0460737980902195
32,0,0.0866575688123703
32,3,0.21099252998828888
32,4,0.040708839893341064
32,6,0.6548751592636108
33,0,0.05018584057688713
33,1,0.010913249105215073
33,2,0.08050842583179474
33,3,0.055270977318286896
33,4,0.28812071681022644
33,5,0.4148238003253937
33,6,0.10017699003219604
34,0,0.4262259602546692
34,2,0.12206555157899857
34,3,0.017454640939831734
34,4,0.13750939071178436
34,5,0.20683909952640533
34,6,0.0897536501288414
35,0,0.25950732827186584
35,1,0.06757891178131104
35,3,0.24340707063674927
35,4,0.026913972571492195
35,5,0.1298372894525528
35,6,0.2727292776107788
36,2,0.6376947164535522
36,4,0.1430080533027649
36,5,0.1969841718673706
36,6,0.01654967851936817
37,1,0.03786977007985115
37,5,0.28922685980796814
37,6,0.6724048256874084
38,0,0.1320030391216278
38,1,0.23478055000305176
38,2,0.066078320145607
38,3,0.26775217056274414
38,4,0.2137606292963028
38,6,0.08551095426082611
39,2,0.02960294298827648
39,3,0.607452392578125
39,5,0.28872188925743103
39,6,0.07402006536722183
40,5,0.20529721677303314
40,6,0.7938292622566223
41,5,0.32263606786727905
41,6,0.6764963269233704
42,1,0.702464759349823
42,2,0.21479274332523346
42,3,0.07405325025320053
43,0,0.01887485943734646
43,1,0.01703587733209133
43,5,0.18928325176239014
43,6,0.7744205594062805
44,0,0.03610021620988846
44,2,0.05715334787964821
44,5,0.42774495482444763
44,6,0.4782501757144928
45,0,0.16869641840457916
45,1,0.8124372959136963
45,4,0.01625349372625351
122,0,0.16571401059627533
122,1,0.3344254791736603
122,2,0.15912868082523346
122,3,0.339382141828537
123,0,0.048886820673942566
123,1,0.7002724409103394
123,3,0.12913767993450165
123,6,0.12128131091594696
124,0,0.2431451827287674
124,1,0.5856732726097107
124,3,0.17023980617523193
125,1,0.032943785190582275
125,3,0.529216468334198
125,6,0.43567556142807007
126,0,0.14574488997459412
126,1,0.2884916365146637
126,2,0.47882091999053955
126,3,0.07886148989200592
127,0,0.024041971191763878
127,2,0.014896238222718239
127,5,0.8742769956588745
127,6,0.08665657043457031
128,0,0.3558882176876068
128,2,0.35511258244514465
128,4,0.1293228268623352
128,5,0.15923579037189484
129,1,0.4683399200439453
129,2,0.4897444546222687
129,6,0.040461208671331406
130,0,0.3300659656524658
130,1,0.014409487135708332
130,2,0.3094344139099121
130,3,0.3293100893497467
130,5,0.016462350264191628
131,0,0.025251787155866623
131,1,0.3406640887260437
131,3,0.5757465362548828
131,4,0.022363953292369843
131,6,0.035128407180309296
132,0,0.2571547329425812
132,1,0.690449059009552
132,5,0.05152657628059387
133,0,0.07235144078731537
133,1,0.024656465277075768
133,4,0.01287604309618473
133,5,0.2934105396270752
133,6,0.5965739488601685
134,3,0.9165436029434204
134,4,0.048899613320827484
134,6,0.031429413706064224
135,0,0.04000936076045036
135,1,0.06593412160873413
135,2,0.6011686325073242
135,3,0.036459509283304214
135,4,0.25612494349479675
136,0,0.05422467365860939
136,1,0.05957423523068428
136,5,0.2087148278951645
136,6,0.6771222949028015
137,1,0.02448972500860691
137,3,0.5930495262145996
137,4,0.04550585895776749
137,6,0.3350984752178192
138,1,0.10566376894712448
138,2,0.7546901106834412
138,3,0.13927453756332397
139,0,0.05570894479751587
139,1,0.23457948863506317
139,2,0.03834762051701546
139,3,0.5942277908325195
139,4,0.059719644486904144
139,6,0.0171338077634573
140,0,0.012262549251317978
140,1,0.3837724030017853
140,2,0.1430690884590149
140,3,0.1413116306066513
140,4,0.3044781982898712
140,5,0.014673300087451935
141,1,0.7228983044624329
141,2,0.021502364426851273
141,3,0.05097237974405289
141,4,0.20353126525878906
142,1,0.41302916407585144
142,2,0.043359965085983276
142,3,0.42170876264572144
142,4,0.12054459750652313
143,1,0.3167591691017151
143,2,0.035711757838726044
143,3,0.44578564167022705
143,4,0.16595511138439178
143,5,0.03530985489487648
144,1,0.23274369537830353
144,2,0.2640095353126526
144,3,0.26943519711494446
144,4,0.17595158517360687
144,5,0.057017747312784195
145,1,0.06980030238628387
145,2,0.015312946401536465
145,5,0.09799977391958237
145,6,0.8100829720497131
146,3,0.7722764015197754
146,6,0.22150124609470367
147,1,0.9743462800979614
147,2,0.022837450727820396
148,0,0.2003520280122757
148,1,0.07573889195919037
148,2,0.24804101884365082
148,3,0.3568810820579529
148,5,0.11876297742128372
149,0,0.31997624039649963
149,1,0.250754177570343
149,2,0.04788479208946228
149,3,0.3806467652320862
150,0,0.21862727403640747
150,4,0.45039886236190796
150,5,0.2918379008769989
150,6,0.03899368643760681
151,0,0.7252746820449829
151,1,0.025211362168192863
151,2,0.13503918051719666
151,4,0.11395414918661118
152,0,0.07335399836301804
152,1,0.01077157910913229
152,5,0.7264528870582581
152,6,0.18519681692123413
153,0,0.10273568332195282
153,1,0.5865342617034912
153,2,0.30098414421081543
154,1,0.07498745620250702
154,3,0.8636723160743713
154,6,0.05793477222323418
155,0,0.23733371496200562
155,5,0.22000350058078766
155,6,0.5412733554840088
156,1,0.04727251082658768
156,2,0.7341524362564087
