,country,label_id,label,tfidf,pmi
0,5,2107,waters,0.010563284272131136,0.07699522003969787
1,5,2103,fisheries,0.00928278640939754,0.09297687279351229
2,5,2159,sea,0.008996904066767527,0.0677468576532629
3,5,4975,fishing,0.008739167781702046,0.06664485294593792
4,5,745,females,0.008051097324698988,0.08224468519106115
5,5,904,species,0.007856181173588751,0.03855370218730161
6,6,1140,cultivation,0.007820062385050558,0.02989876970855232
7,6,1443,leaves,0.007818281668579567,0.02755981396736968
8,3,221,company,0.00780603530836548,0.02026868096762516
9,2,367,restaurant,0.007792713564424363,0.02857981633167803
10,6,74,plants,0.007739482444463237,0.02568370871130808
11,6,1951,flowers,0.007158790137773274,0.029697556315366053
12,2,2577,chef,0.006979572637414401,0.033295021637560145
13,6,1941,seeds,0.006887266733050357,0.026301016153626226
14,6,1000,growing,0.006803418765416527,0.02402957370693101
15,2,364,opened,0.00680162779088041,0.024689479821549523
16,3,1928,brands,0.006562885705786989,0.019663865887805197
17,1,1963,dishes,0.006525176212297761,0.017094103224460932
18,2,1847,award,0.006523522351697995,0.030830729253368064
19,2,921,work,0.00646686275253542,0.02396974485538254
20,2,270,new,0.006342277273280775,0.01618095876782427
21,5,2116,eggs,0.006337724557359807,0.034590502673935715
22,5,721,live,0.006203157235392095,0.03893475276571725
23,6,32,uses,0.006053254735494561,0.016622864392888667
24,5,564,populations,0.006017633456588692,0.04628640411397637
25,5,5532,ocean,0.005922526324535367,0.06348653138461904
26,2,3115,york,0.005916294742845003,0.02560446308689905
27,2,5007,kitchen,0.005862805343535585,0.029558545469331836
28,4,4908,beers,0.00582830814657924,0.026766227670930298
29,6,1532,cultivars,0.00578221716286929,0.025860846624501582
30,2,554,city,0.005769445202866453,0.020007803556972206
31,1,1125,cooked,0.005757983204255658,0.015109004261541138
32,2,2438,house,0.00571490793521384,0.02512559816461443
33,3,1917,operations,0.005565000727249832,0.018341056883133502
34,1,3379,served,0.005553897776001025,0.013850235860722909
35,3,1820,marketing,0.005451218401490447,0.01669332822356771
36,1,1291,preparation,0.00541434134544793,0.014908542275866358
37,6,491,fruits,0.0053914042490102055,0.019098968812877263
38,4,90,alcohol,0.005370041157228254,0.02301415663637446
39,4,4972,wines,0.005361107550555654,0.023151798262902073
40,3,508,united,0.005295938719671164,0.01293751803160293
41,4,593,bottle,0.005290720053187198,0.023658151971205986
42,3,382,business,0.005230424879685899,0.016372390771783745
43,1,1253,traditional,0.005229404361367741,0.01366626150868228
44,3,1812,advertising,0.0051905543000512425,0.018074464955978434
45,1,1219,recipe,0.005165780168242309,0.014413224853244701
46,4,7,produced,0.005125848604974422,0.013871246473730985
47,3,5310,sales,0.005106432408586697,0.01631176298017601
48,3,4318,chains,0.005064277726623727,0.01747599150610385
49,1,1765,popular,0.005053489293437705,0.012564545622645574
50,3,1838,sold,0.005044725310424224,0.014776128919794553
51,1,731,references,0.005006796378944188,0.011490828866564318
52,4,6250,breweries,0.004974025031784566,0.02488172344627145
53,6,1706,varieties,0.0049715238881655795,0.015568984605651625
54,4,289,drink,0.00496249348358148,0.01778275993147202
55,4,6241,brewing,0.004777820125590869,0.022558402020845855
56,1,2972,ingredients,0.004725433521784322,0.012722094547183345
57,1,1199,called,0.0046161075205979046,0.011021361380166406
58,0,144,effects,0.004583530130357793,0.0177215492694129
59,0,915,studies,0.004382590539339086,0.017441506497975878
60,4,294,years,0.004232163549026615,0.011075017909513879
61,4,11,production,0.004220910730780807,0.011304636210667837
62,0,1527,increase,0.00408971529814723,0.014726889011258583
63,0,248,health,0.0038686973278676934,0.015086819606941786
64,0,15,processing,0.0038050225479524377,0.015596905744158979
65,0,4856,research,0.003746094753356775,0.014850682595550023
66,0,54,results,0.0036662595284945,0.014386933733498296
67,0,113,humans,0.003625879457745429,0.01609589446954116
68,0,1,acids,0.0036241916660867597,0.015241729923516582
69,0,340,industry,0.0036215236315774455,0.013315984624308804
