,article_id,label_id,tfidf
0,0,0,0.018829255103256975
1,364,0,0.018829255103256975
2,420,0,0.018829255103256975
3,530,0,0.018829255103256975
4,555,0,0.018829255103256975
5,655,0,0.018829255103256975
6,816,0,0.018829255103256975
7,1786,0,0.018829255103256975
8,2576,0,0.018829255103256975
9,2592,0,0.018829255103256975
10,2648,0,0.018829255103256975
11,2733,0,0.018829255103256975
12,2869,0,0.018829255103256975
13,3468,0,0.018829255103256975
14,3732,0,0.018829255103256975
15,3840,0,0.018829255103256975
16,3846,0,0.018829255103256975
17,3847,0,0.018829255103256975
18,3850,0,0.018829255103256975
19,3852,0,0.018829255103256975
20,3855,0,0.018829255103256975
21,3942,0,0.018829255103256975
22,3943,0,0.018829255103256975
23,3963,0,0.018829255103256975
24,4148,0,0.018829255103256975
25,4291,0,0.018829255103256975
26,4935,0,0.018829255103256975
27,0,1,0.012778079261198803
28,364,1,0.012778079261198803
29,379,1,0.012778079261198803
30,456,1,0.012778079261198803
31,570,1,0.012778079261198803
32,700,1,0.012778079261198803
33,710,1,0.012778079261198803
34,711,1,0.012778079261198803
35,761,1,0.012778079261198803
36,1786,1,0.012778079261198803
37,2576,1,0.012778079261198803
38,3732,1,0.012778079261198803
39,3846,1,0.012778079261198803
40,3847,1,0.012778079261198803
41,3943,1,0.012778079261198803
42,3963,1,0.012778079261198803
43,4291,1,0.012778079261198803
44,0,2,0.0008683977883062805
45,0,3,0.001761154282538774
46,0,3,0.001761154282538774
47,0,4,0.001761154282538774
48,0,4,0.001761154282538774
49,0,5,0.000893816851706032
50,0,6,0.000893816851706032
51,0,7,0.004233117331944767
52,0,7,0.004233117331944767
53,570,7,0.004233117331944767
54,2125,7,0.004233117331944767
55,3847,7,0.004233117331944767
56,0,8,0.000893816851706032
57,0,9,0.000893816851706032
58,0,10,0.001761154282538774
59,3835,10,0.001761154282538774
60,0,11,0.001761154282538774
61,559,11,0.001761154282538774
62,0,12,0.000893816851706032
63,0,13,0.000893816851706032
64,0,14,0.005619946962963322
65,1392,14,0.005619946962963322
66,1739,14,0.005619946962963322
67,1999,14,0.005619946962963322
68,2124,14,0.005619946962963322
69,2187,14,0.005619946962963322
70,4289,14,0.005619946962963322
71,0,15,0.012778079261198803
72,175,15,0.012778079261198803
73,403,15,0.012778079261198803
74,554,15,0.012778079261198803
75,664,15,0.012778079261198803
76,784,15,0.012778079261198803
77,806,15,0.012778079261198803
78,865,15,0.012778079261198803
79,2187,15,0.012778079261198803
80,3085,15,0.012778079261198803
81,3790,15,0.012778079261198803
82,3963,15,0.012778079261198803
83,3971,15,0.012778079261198803
84,4167,15,0.012778079261198803
85,4475,15,0.012778079261198803
86,4487,15,0.012778079261198803
87,4935,15,0.012778079261198803
88,0,16,0.000893816851706032
89,0,17,0.006422796529100939
90,431,17,0.006422796529100939
91,792,17,0.006422796529100939
92,1534,17,0.006422796529100939
93,1960,17,0.006422796529100939
94,2006,17,0.006422796529100939
95,2869,17,0.006422796529100939
96,4289,17,0.006422796529100939
97,0,18,0.000893816851706032
98,0,19,0.008028495661376173
99,350,19,0.008028495661376173
100,632,19,0.008028495661376173
101,1534,19,0.008028495661376173
102,1795,19,0.008028495661376173
103,1960,19,0.008028495661376173
104,2596,19,0.008028495661376173
105,2869,19,0.008028495661376173
106,3678,19,0.008028495661376173
107,4358,19,0.008028495661376173
108,0,20,0.01647301097936768
109,26,20,0.01647301097936768
110,325,20,0.01647301097936768
111,517,20,0.01647301097936768
112,607,20,0.01647301097936768
113,663,20,0.01647301097936768
114,1342,20,0.01647301097936768
115,1373,20,0.01647301097936768
116,1397,20,0.01647301097936768
117,1421,20,0.01647301097936768
118,1421,20,0.01647301097936768
119,1964,20,0.01647301097936768
120,1999,20,0.01647301097936768
121,2006,20,0.01647301097936768
122,2128,20,0.01647301097936768
123,2130,20,0.01647301097936768
124,2130,20,0.01647301097936768
125,2615,20,0.01647301097936768
126,2869,20,0.01647301097936768
127,2869,20,0.01647301097936768
128,2885,20,0.01647301097936768
129,3434,20,0.01647301097936768
130,3566,20,0.01647301097936768
131,3802,20,0.01647301097936768
132,0,21,0.011729249857997528
133,26,21,0.011729249857997528
134,383,21,0.011729249857997528
135,497,21,0.011729249857997528
136,820,21,0.011729249857997528
137,987,21,0.011729249857997528
138,1342,21,0.011729249857997528
139,1421,21,0.011729249857997528
140,1999,21,0.011729249857997528
141,2015,21,0.011729249857997528
142,2450,21,0.011729249857997528
143,2615,21,0.011729249857997528
144,2869,21,0.011729249857997528
145,3678,21,0.011729249857997528
146,4288,21,0.011729249857997528
147,4288,21,0.011729249857997528
148,4658,21,0.011729249857997528
149,0,22,0.000893816851706032
150,0,23,0.001736795576612561
151,3943,23,0.001736795576612561
152,0,24,0.000893816851706032
153,0,25,0.012723115279176493
154,364,25,0.012723115279176493
155,530,25,0.012723115279176493
156,555,25,0.012723115279176493
157,570,25,0.012723115279176493
158,2024,25,0.012723115279176493
159,2092,25,0.012723115279176493
160,2350,25,0.012723115279176493
161,2869,25,0.012723115279176493
162,3434,25,0.012723115279176493
163,3709,25,0.012723115279176493
164,3802,25,0.012723115279176493
165,3802,25,0.012723115279176493
166,3838,25,0.012723115279176493
167,3839,25,0.012723115279176493
168,3850,25,0.012723115279176493
169,3941,25,0.012723115279176493
170,3943,25,0.012723115279176493
171,4658,25,0.012723115279176493
172,578,37,0.0018113182573065625
173,3736,37,0.0018113182573065625
174,3972,37,0.0018113182573065625
175,33,55,0.0007051846412787625
176,127,64,0.0007266512569604279
177,3802,75,0.000880577141269387
178,2506,76,0.0008466234663889535
179,3802,78,0.0008683977883062805
180,689,81,0.0008106543887772326
181,1291,102,0.001714242937490917
182,1586,102,0.001714242937490917
183,1421,104,0.004053271943886163
184,1999,104,0.004053271943886163
185,2615,104,0.004053271943886163
186,2869,104,0.004053271943886163
187,3108,104,0.004053271943886163
188,351,105,0.009019820654963862
189,519,105,0.009019820654963862
190,607,105,0.009019820654963862
191,807,105,0.009019820654963862
192,987,105,0.009019820654963862
193,1421,105,0.009019820654963862
194,1999,105,0.009019820654963862
195,2006,105,0.009019820654963862
196,2450,105,0.009019820654963862
197,2753,105,0.009019820654963862
198,2869,105,0.009019820654963862
199,3714,105,0.009019820654963862
200,3305,106,0.000880577141269387
201,821,107,0.0008683977883062805
202,2506,112,0.0007815832937129128
203,3479,114,0.001673606482036102
204,4002,114,0.001673606482036102
205,3469,115,0.0008683977883062805
206,2126,118,0.002271556340325358
207,2127,118,0.002271556340325358
208,2128,118,0.002271556340325358
209,163,131,0.0008571214687454585
210,2128,137,0.002457670795869235
211,2358,137,0.002457670795869235
212,2887,137,0.002457670795869235
213,3810,137,0.002457670795869235
214,351,142,0.0008188812940222532
215,3709,153,0.0007815832937129128
216,3156,154,0.0008571214687454585
217,3156,155,0.000836803241018051
218,818,161,0.0030517121632312417
219,821,161,0.0030517121632312417
220,2869,161,0.0030517121632312417
221,2898,161,0.0030517121632312417
222,422,162,0.0052241854147242195
223,480,162,0.0052241854147242195
224,695,162,0.0052241854147242195
225,818,162,0.0052241854147242195
226,987,162,0.0052241854147242195
227,1964,162,0.0052241854147242195
228,2450,162,0.0052241854147242195
229,545,163,0.004332652858424453
230,1911,163,0.004332652858424453
231,1912,163,0.004332652858424453
232,1999,163,0.004332652858424453
233,2942,163,0.004332652858424453
234,4516,163,0.004332652858424453
235,308,165,0.005889315176780604
236,325,165,0.005889315176780604
237,490,165,0.005889315176780604
238,551,165,0.005889315176780604
239,660,165,0.005889315176780604
240,785,165,0.005889315176780604
241,3479,165,0.005889315176780604
242,3943,165,0.005889315176780604
243,803,182,0.0022566715950959075
244,1504,182,0.0022566715950959075
245,2187,182,0.0022566715950959075
246,3941,182,0.0022566715950959075
247,1627,196,0.001168972253002769
248,1627,196,0.001168972253002769
249,435,216,0.004964697499537936
250,555,216,0.004964697499537936
251,1397,216,0.004964697499537936
252,1504,216,0.004964697499537936
253,2539,216,0.004964697499537936
254,2963,216,0.004964697499537936
255,3501,216,0.004964697499537936
256,599,232,0.000880577141269387
257,3802,233,0.000827578557235879
258,519,242,0.006975966543938253
259,526,242,0.006975966543938253
260,987,242,0.006975966543938253
261,1795,242,0.006975966543938253
262,1964,242,0.006975966543938253
263,1999,242,0.006975966543938253
264,2128,242,0.006975966543938253
265,2906,242,0.006975966543938253
266,3732,242,0.006975966543938253
267,350,243,0.0032113982645504695
268,460,243,0.0032113982645504695
269,4487,243,0.0032113982645504695
270,4935,243,0.0032113982645504695
271,3479,264,0.0007815832937129128
272,981,274,0.0016925036963219306
273,3788,274,0.0016925036963219306
274,3802,274,0.0016925036963219306
275,456,275,0.0013392752925448941
276,4902,275,0.0013392752925448941
277,456,277,0.0008466234663889535
278,456,278,0.0008571214687454585
279,3319,279,0.0008683977883062805
280,635,281,0.000836803241018051
281,456,282,0.001736795576612561
282,635,282,0.001736795576612561
283,1373,285,0.0007516517212469884
284,420,286,0.0028707921854662197
285,4135,286,0.0028707921854662197
286,4136,286,0.0028707921854662197
287,4138,286,0.0028707921854662197
288,351,290,0.000880577141269387
289,4512,307,0.0007954256214983246
290,2005,332,0.000827578557235879
291,1590,345,0.001736795576612561
292,3197,345,0.001736795576612561
293,2008,346,0.0008466234663889535
294,560,368,0.0008683977883062805
295,792,369,0.001736795576612561
296,3573,369,0.001736795576612561
297,127,376,0.0016377625880445064
298,2540,376,0.0016377625880445064
299,3233,391,0.001714242937490917
300,3802,391,0.001714242937490917
301,351,398,0.001736795576612561
302,673,398,0.001736795576612561
303,2615,402,0.0007883471042075619
304,351,406,0.000827578557235879
305,544,418,0.0035863550216281757
306,981,418,0.0035863550216281757
307,1421,418,0.0035863550216281757
308,2126,418,0.0035863550216281757
309,3434,418,0.0035863550216281757
310,4235,418,0.0035863550216281757
311,2005,421,0.0008683977883062805
312,767,445,0.0012816849092099798
313,767,445,0.0012816849092099798
314,2753,464,0.001736795576612561
315,2753,464,0.001736795576612561
316,3050,465,0.000880577141269387
317,519,466,0.0032426175551089303
318,806,466,0.0032426175551089303
319,4487,466,0.0032426175551089303
320,4935,466,0.0032426175551089303
321,26,480,0.01687201572754511
322,452,480,0.01687201572754511
323,607,480,0.01687201572754511
324,660,480,0.01687201572754511
325,663,480,0.01687201572754511
326,766,480,0.01687201572754511
327,821,480,0.01687201572754511
328,987,480,0.01687201572754511
329,1252,480,0.01687201572754511
330,1342,480,0.01687201572754511
331,1590,480,0.01687201572754511
332,1872,480,0.01687201572754511
333,1872,480,0.01687201572754511
334,2006,480,0.01687201572754511
335,2125,480,0.01687201572754511
336,2126,480,0.01687201572754511
337,2128,480,0.01687201572754511
338,2129,480,0.01687201572754511
339,2320,480,0.01687201572754511
340,2869,480,0.01687201572754511
341,2885,480,0.01687201572754511
342,3107,480,0.01687201572754511
343,3402,480,0.01687201572754511
344,3804,480,0.01687201572754511
345,4235,480,0.01687201572754511
346,4476,480,0.01687201572754511
347,26,481,0.000893816851706032
348,26,482,0.001761154282538774
349,2615,482,0.001761154282538774
350,26,483,0.012114967148401908
351,325,483,0.012114967148401908
352,517,483,0.012114967148401908
353,551,483,0.012114967148401908
354,599,483,0.012114967148401908
355,632,483,0.012114967148401908
356,785,483,0.012114967148401908
357,2072,483,0.012114967148401908
358,2072,483,0.012114967148401908
359,2537,483,0.012114967148401908
360,2539,483,0.012114967148401908
361,2540,483,0.012114967148401908
362,2653,483,0.012114967148401908
363,3390,483,0.012114967148401908
364,3434,483,0.012114967148401908
365,4235,483,0.012114967148401908
366,26,484,0.000893816851706032
367,26,485,0.002510409723054153
368,460,485,0.002510409723054153
369,804,485,0.002510409723054153
370,26,486,0.000880577141269387
371,26,487,0.004965471343415274
372,519,487,0.004965471343415274
373,2869,487,0.004965471343415274
374,2887,487,0.004965471343415274
375,3678,487,0.004965471343415274
376,3855,487,0.004965471343415274
377,26,488,0.001761154282538774
378,3943,488,0.001761154282538774
379,26,489,0.000893816851706032
380,26,490,0.000893816851706032
381,26,491,0.000880577141269387
382,26,492,0.001736795576612561
383,2615,492,0.001736795576612561
384,26,493,0.000893816851706032
385,26,494,0.000893816851706032
386,26,495,0.000893816851706032
387,26,496,0.000893816851706032
388,26,497,0.004863926332663395
389,736,497,0.004863926332663395
390,1904,497,0.004863926332663395
391,1999,497,0.004863926332663395
392,3471,497,0.004863926332663395
393,3732,497,0.004863926332663395
394,26,498,0.001761154282538774
395,3855,498,0.001761154282538774
396,26,499,0.000893816851706032
397,26,500,0.000893816851706032
398,26,501,0.0025713644062363757
399,497,501,0.0025713644062363757
400,2942,501,0.0025713644062363757
401,26,502,0.000893816851706032
402,26,503,0.000893816851706032
403,26,504,0.000893816851706032
404,26,505,0.000893816851706032
405,26,506,0.000893816851706032
406,26,507,0.000893816851706032
407,26,508,0.000893816851706032
408,26,509,0.0026051933649188417
409,2128,509,0.0026051933649188417
410,2128,509,0.0026051933649188417
411,26,510,0.000893816851706032
412,26,511,0.000893816851706032
413,26,512,0.001761154282538774
414,455,512,0.001761154282538774
415,26,513,0.000893816851706032
416,2018,536,0.003006606884987954
417,2869,536,0.003006606884987954
418,2869,536,0.003006606884987954
419,3802,536,0.003006606884987954
420,3233,541,0.001736795576612561
421,3802,541,0.001736795576612561
422,3019,544,0.0008683977883062805
423,127,546,0.000880577141269387
424,3969,552,0.0008683977883062805
425,350,562,0.000880577141269387
426,818,563,0.006363404971986597
427,821,563,0.006363404971986597
428,2128,563,0.006363404971986597
429,2642,563,0.006363404971986597
430,2753,563,0.006363404971986597
431,2869,563,0.006363404971986597
432,3050,563,0.006363404971986597
433,3691,563,0.006363404971986597
434,3233,564,0.000880577141269387
435,1392,573,0.0024566438820667596
436,1912,573,0.0024566438820667596
437,2240,573,0.0024566438820667596
438,488,585,0.0007954256214983246
439,452,588,0.005471083055990389
440,493,588,0.005471083055990389
441,660,588,0.005471083055990389
442,792,588,0.005471083055990389
443,822,588,0.005471083055990389
444,2597,588,0.005471083055990389
445,3737,588,0.005471083055990389
446,512,595,0.0007629280408078104
447,308,596,0.0048170973968257045
448,2214,596,0.0048170973968257045
449,2465,596,0.0048170973968257045
450,3085,596,0.0048170973968257045
