,country,label_id,label,tfidf,pmi
0,6,43,top-level domain,0.18374897323591077,1.018591808559595
1,6,429,country code,0.13830990461180606,0.9064677490127249
2,6,435,cctld,0.13491134674662617,0.8938567468478941
3,6,41,internet,0.12168588223422429,0.3994816770411994
4,6,42,country code top-level domain,0.09446094777184173,0.7152638119986443
5,6,439,icann,0.08993818300060646,0.6387650085763293
6,4,73,web browser,0.07098371060500326,0.2724536588374183
7,6,160,domain name system,0.06655880576555984,0.4535248286867549
8,6,2033,generic top-level domain,0.05325198233718308,0.4629808395495101
9,6,292,internet assigned numbers authority,0.045334691113484475,0.3736904604829133
10,0,163,internet engineering task force,0.040792469912115055,0.20852368733963328
11,4,77,world wide web consortium,0.0392412999397288,0.18698262646908534
12,4,312,javascript,0.03881630532869753,0.178276118362986
13,0,460,internet service provider,0.035787833425699675,0.17306763949232187
14,6,2302,.com,0.034456976549535626,0.30667280257708235
15,1,7,youtube,0.032995992419547905,0.1651069613353532
16,5,22,website,0.032912240520898715,0.12107008220920198
17,5,84,world wide web,0.03250895700982268,0.11678934454959693
18,4,87,microsoft,0.03163347912754205,0.13978496249240324
19,4,79,html,0.031166295608345787,0.14734090641091155
20,4,88,internet explorer,0.0307893467633978,0.1520183955033214
21,0,970,transmission control protocol,0.030781321178793772,0.16875870510277297
22,0,2822,ipv6,0.030388818665034966,0.16567635432464015
23,2,128,facebook,0.02875598298093107,0.10645942584497668
24,4,727,google chrome,0.027710412087058017,0.13681655595298928
25,4,1279,firefox,0.02746651210903077,0.13719346106580743
26,3,723,tor,0.027176508497826345,0.13225064911439297
27,0,913,internet protocol,0.026933656031444552,0.14766386696492634
28,0,905,ip address,0.026807968057321566,0.13964387495535682
29,5,527,google,0.026045436229636124,0.09515497130822022
30,0,1448,transport layer security,0.02582152371049933,0.14195274490256726
31,4,1229,xml,0.02535370348525917,0.12664011790689916
32,2,240,new york city,0.02427838377588417,0.09884991544950208
33,0,2821,ipv4,0.02390013825598805,0.13274312779425435
34,4,786,web page,0.023844666602498725,0.11066939192641799
35,3,894,bittorrent,0.022494323422110878,0.10929427779508964
36,5,1777,search engine optimization,0.02228065827046097,0.09409491535500364
37,1,698,twitter,0.022095924011668114,0.10499889707040891
38,3,12,the guardian,0.022060921059860693,0.10663935606727369
39,3,1507,malware,0.021818258374879922,0.10648053149440755
40,5,1135,search engine,0.021616308683494817,0.08902629871369136
41,2,830,android,0.021520219478400444,0.08634177650856255
42,0,2021,ietf,0.021403259766111543,0.11915639276550473
43,1,299,the new york times,0.02129985066706398,0.10691493533811709
44,2,242,e-commerce,0.02046360536719045,0.08384303554470914
45,0,627,computer network,0.020010969034342487,0.10846972076859848
46,3,152,electronic frontier foundation,0.019962569621719137,0.0977682655297996
47,3,634,peer-to-peer,0.019788261786196092,0.09371881985462836
48,2,571,united states,0.019481423427065693,0.07479994520150535
49,3,1359,new york times,0.018117672331884226,0.08816709940959531
50,5,3833,online advertising,0.017821458489455367,0.07485853096872938
51,3,1975,national security agency,0.017752732887983194,0.08702617053507687
52,5,1001,social media,0.017581928638277018,0.07252288585877985
53,2,186,san francisco,0.0172831326662979,0.07111479225422254
54,2,2228,yahoo!,0.016767021299752688,0.069224057137317
55,1,32,alexa internet,0.016568389419910814,0.0912607236219442
56,2,831,ios,0.016314056381805393,0.06624088125860604
57,2,34,ebay,0.015612754242848996,0.06464244084062334
58,3,855,copyright,0.015385701836252104,0.07542268113039995
59,3,261,wired,0.015346819495619045,0.0740479705382796
60,5,502,marketing,0.015107616586949616,0.0636151019044437
61,2,256,forbes,0.014997079341186086,0.061958325650009215
62,5,1765,web 2.0,0.013610038840365359,0.0574149787740652
63,5,672,email,0.013319168189432311,0.054768678324419326
64,1,408,web series,0.01285125150879528,0.07314529908275678
65,1,960,blog,0.01234599549453486,0.06781178769130576
66,1,1620,netflix,0.01210183549459331,0.06852559598279319
67,1,0,viral video,0.011375131262602135,0.06472943370533732
68,1,31,the wall street journal,0.010406657684693682,0.05872360995948128
69,1,102,wikipedia,0.010005734641630949,0.05584500162813416
