article_id,country
0,3
1,3
2,3
3,3
4,6
5,6
6,6
7,2
8,2
9,6
10,3
11,5
12,6
13,2
14,2
15,2
16,5
17,2
18,6
19,2
20,6
21,0
22,6
23,5
24,6
25,6
26,1
27,3
28,3
29,6
30,6
31,3
32,6
33,6
34,2
35,3
36,0
37,2
38,3
39,6
40,2
41,5
42,6
43,6
44,6
45,6
46,6
47,3
48,5
49,6
50,4
51,6
52,2
53,5
54,5
55,2
56,0
57,2
58,4
59,2
60,3
61,2
62,0
63,6
64,6
65,6
66,6
67,3
68,6
69,2
70,2
71,2
72,0
73,0
74,0
75,4
76,6
77,5
78,6
79,2
80,6
81,6
82,6
83,4
84,6
85,6
86,4
87,6
88,2
89,2
90,0
91,6
92,3
93,3
94,2
95,2
96,0
97,3
98,2
99,3
100,6
101,6
102,6
103,2
104,3
105,3
106,3
107,6
108,3
109,6
110,6
111,4
112,0
113,2
114,6
115,2
116,2
117,3
118,0
119,2
120,3
121,4
122,5
123,6
124,2
125,3
126,2
127,2
128,2
129,6
130,1
131,6
132,3
133,2
134,2
135,3
136,3
137,6
138,6
139,6
140,2
141,2
142,2
143,2
144,2
145,3
146,6
147,6
148,3
149,2
150,6
151,5
152,5
153,3
154,3
155,2
156,6
157,2
158,6
159,6
160,1
161,0
162,3
163,3
164,3
165,2
166,2
167,4
168,6
169,6
170,6
171,6
172,6
173,2
174,5
175,6
176,2
177,6
178,2
179,2
180,5
181,5
182,6
183,6
184,6
185,6
186,6
187,2
188,2
189,6
190,6
191,6
192,3
193,6
194,6
195,2
196,6
197,3
198,6
199,6
200,6
201,2
202,2
203,2
204,6
205,6
206,0
207,3
208,5
209,2
210,2
211,0
212,6
213,3
214,6
215,6
216,6
217,2
218,3
219,6
220,3
221,2
222,3
223,0
224,2
225,2
226,2
227,2
228,2
229,6
230,2
231,6
232,3
233,6
234,3
235,3
236,6
237,6
238,6
239,0
240,6
241,6
242,6
243,6
244,6
245,1
246,6
247,6
248,6
249,6
250,6
251,2
252,6
253,6
254,6
255,3
256,6
257,2
258,2
259,6
260,2
261,0
262,3
263,2
264,6
265,6
266,6
267,6
268,3
269,3
270,2
271,2
272,3
273,5
274,6
275,2
276,0
277,3
278,3
279,2
280,6
281,2
282,0
283,0
284,5
285,2
286,2
287,5
288,6
289,2
290,6
291,2
292,3
293,0
294,3
295,2
296,6
297,0
298,2
299,6
300,0
301,6
302,6
303,6
304,3
305,0
306,5
307,5
308,5
309,5
310,3
311,0
312,3
313,5
314,5
315,6
316,3
317,6
318,6
319,6
320,3
321,3
322,2
323,2
324,3
325,2
326,6
327,5
328,6
329,2
330,6
331,6
332,6
333,6
334,6
335,0
336,6
337,2
338,0
339,0
340,6
341,6
342,6
343,6
344,3
345,6
346,6
347,6
348,2
349,6
350,6
351,6
352,6
353,6
354,6
355,6
356,3
357,6
358,6
359,6
360,0
361,6
362,2
363,2
364,2
365,6
366,6
367,6
368,5
369,6
370,6
371,6
372,2
373,3
374,3
375,6
376,6
377,6
378,6
379,6
380,2
381,6
382,6
383,2
384,6
385,6
386,2
387,2
388,6
389,2
390,6
391,6
392,6
393,6
394,2
395,2
396,6
397,6
398,6
399,0
400,6
401,6
402,6
403,6
404,6
405,0
406,5
407,3
408,6
409,6
410,0
411,2
412,6
413,2
414,2
415,0
416,2
417,6
418,0
419,6
420,6
422,0
423,6
424,6
425,6
426,6
427,0
428,3
429,6
430,6
431,6
432,2
433,0
434,2
435,0
436,0
437,0
438,0
439,2
440,2
441,6
442,2
443,6
444,6
445,2
446,1
447,3
448,3
449,2
450,6
451,3
452,0
453,3
454,0
455,4
456,6
457,6
458,3
459,3
460,3
461,6
462,5
463,6
464,6
465,2
466,2
467,2
468,6
469,6
470,6
471,6
472,6
473,2
474,6
475,2
476,3
477,6
478,6
479,2
480,5
481,6
482,2
483,0
484,3
485,0
486,2
487,3
488,6
489,5
490,3
491,2
492,6
493,6
494,6
495,6
496,6
497,2
498,2
499,0
500,6
501,6
502,6
503,6
504,0
505,0
506,6
507,6
508,6
509,5
510,2
511,1
512,1
513,6
514,6
515,6
516,2
517,6
518,6
519,6
520,6
521,0
522,3
523,2
524,2
525,2
526,2
527,2
528,0
529,5
530,2
531,2
532,2
533,4
534,3
535,6
536,2
537,2
538,6
539,3
540,2
541,2
542,6
543,3
544,6
545,6
546,6
547,6
548,3
549,1
550,1
551,6
552,3
553,6
554,6
555,6
556,6
557,6
558,3
559,6
560,6
561,2
562,6
563,2
564,0
565,2
566,2
567,6
568,6
569,3
570,3
571,2
572,5
573,0
574,6
575,3
576,6
577,6
578,6
579,6
580,6
581,6
582,6
583,6
584,6
585,0
586,6
587,6
588,6
589,2
590,6
591,1
592,6
593,6
594,6
595,6
596,6
597,6
598,2
599,6
600,6
601,3
602,0
603,6
604,3
605,5
606,3
607,0
608,6
609,6
610,3
611,2
612,2
613,2
614,5
615,3
616,2
617,2
618,3
619,3
620,2
621,6
622,6
623,6
624,6
625,2
626,6
627,2
628,3
629,1
630,6
631,3
632,3
633,2
634,6
635,3
636,6
637,6
638,6
639,2
640,6
641,6
642,6
643,6
644,6
645,6
646,6
647,6
648,6
649,6
650,6
651,2
652,2
653,6
654,6
655,0
656,6
657,4
658,6
659,0
660,6
661,6
662,6
663,6
664,0
665,1
666,6
667,3
668,6
669,6
670,6
671,0
672,5
673,6
674,6
675,2
676,6
677,6
678,1
679,6
680,0
681,3
682,6
683,2
684,2
685,6
686,6
687,6
688,6
689,2
690,3
691,2
692,3
693,6
694,6
695,2
696,6
697,6
698,6
699,2
700,2
701,2
702,6
703,3
704,0
705,2
706,6
707,6
708,6
709,2
710,6
711,3
712,6
713,3
714,3
715,6
716,0
717,2
718,6
719,6
720,6
721,6
722,6
723,6
724,6
725,6
726,6
727,0
728,0
729,6
730,6
731,6
732,3
733,6
734,6
735,6
736,6
737,5
738,6
739,6
740,6
741,6
742,6
743,3
744,6
745,2
746,2
747,3
748,0
749,2
750,6
751,6
752,6
753,0
754,5
755,6
756,5
757,6
758,6
759,6
760,6
761,6
762,2
763,3
764,6
765,3
766,0
767,5
768,2
769,3
770,0
771,0
772,5
773,0
774,2
775,6
776,5
777,6
778,5
779,3
780,3
781,6
782,6
783,6
784,6
785,6
786,0
787,0
788,6
789,6
790,2
791,2
792,0
793,6
794,0
795,3
796,0
797,3
798,0
799,5
800,6
801,2
802,5
803,6
804,6
805,6
806,3
807,6
808,2
809,0
810,3
811,2
812,3
813,2
814,2
815,6
816,1
817,1
818,6
819,3
820,0
821,3
822,0
823,5
824,6
825,2
826,3
827,3
828,5
829,3
830,3
831,6
832,6
833,6
834,2
835,3
836,6
837,6
838,6
839,6
840,6
841,2
842,2
843,3
844,6
845,3
846,6
847,6
848,0
849,3
850,5
851,6
852,3
853,0
854,6
855,2
856,6
857,6
858,2
859,2
860,6
861,3
862,2
863,2
864,2
865,2
866,0
867,3
868,6
869,6
870,6
871,5
872,6
873,6
874,3
875,2
876,0
877,5
878,0
879,3
880,6
881,2
882,2
