article_id,x,y
0.0,0.26615444,-1.8275951
2.0,-17.977753,-6.5477757
4.0,6.254593,12.817961
5.0,0.2364913,11.803011
6.0,0.2887127,11.83308
9.0,-11.4205475,4.5324683
10.0,-4.685308,-1.392726
11.0,-12.318197,16.212559
12.0,0.22145443,11.400705
13.0,0.284712,-1.8529059
14.0,2.1823573,-8.177551
20.0,-11.525779,4.6715035
24.0,6.52479,7.80447
27.0,-7.5288196,16.37905
31.0,7.508494,12.526585
33.0,10.82037,-8.568308
36.0,6.5994716,7.907684
40.0,6.34194,15.1122
41.0,-13.046664,12.84997
46.0,7.3502812,12.663443
49.0,-2.3241422,15.175669
55.0,43.611904,4.07325
64.0,-3.2698429,21.727686
71.0,-22.747944,9.836845
72.0,10.620703,-8.811894
91.0,3.6619315,7.8086014
96.0,0.3286245,1.9011952
102.0,-12.637831,11.637844
110.0,-6.7176495,8.950838
113.0,-22.73823,10.253158
115.0,-8.8026705,0.24660963
120.0,4.144375,0.14901385
124.0,-13.91645,-9.0620575
132.0,10.081207,11.189431
137.0,-6.001904,3.2982361
151.0,-21.550587,9.530887
161.0,-22.29376,9.251211
170.0,-25.909904,26.520586
178.0,-4.4246163,14.205634
181.0,-8.860645,1.2509885
185.0,-8.709805,0.52805686
189.0,-0.14981596,4.4401474
215.0,19.631731,-38.208702
242.0,-17.942757,13.822702
249.0,0.2363379,2.513466
253.0,-10.073127,17.77066
282.0,-23.55968,12.637364
294.0,12.395139,14.11471
295.0,6.1506386,7.4850492
301.0,-8.625399,1.4223347
303.0,-8.907466,14.685971
307.0,-19.241903,5.2066965
317.0,-8.255871,16.61938
318.0,-10.678321,15.167407
343.0,-22.7002,11.906669
346.0,-7.2463007,3.044253
353.0,-10.367719,10.901547
371.0,-14.205082,-7.7921605
373.0,11.691601,1.1982555
382.0,6.650064,10.248893
384.0,-8.740672,0.4107062
411.0,10.66394,11.053316
415.0,12.678613,14.285734
420.0,-18.970995,8.204354
423.0,-22.493967,12.284626
432.0,0.9881835,5.7863517
434.0,-18.716278,-0.54658246
453.0,5.6384945,15.832743
458.0,3.8435051,9.900054
464.0,-21.92734,10.704523
469.0,-2.473861,17.79355
485.0,-22.866003,9.488461
493.0,11.669769,7.3024163
494.0,-13.801682,-7.299245
496.0,6.652776,11.161914
498.0,-9.069576,18.336834
507.0,-2.593898,22.641788
508.0,-24.256521,9.857412
514.0,0.95577866,15.824201
523.0,-2.7127624,17.689035
544.0,-11.510504,13.966326
552.0,-7.1733637,22.96574
561.0,0.5096414,3.4862328
569.0,-19.013409,-5.3448677
572.0,7.6317234,1.9200028
577.0,-21.530468,11.35345
584.0,-0.3983293,3.6499648
588.0,5.202914,18.213947
645.0,-12.776524,22.625813
667.0,-12.14839,18.354317
683.0,7.872482,11.771383
699.0,-11.692154,20.972736
722.0,-14.420645,-6.4981337
729.0,-17.446053,-6.6723104
738.0,-5.3437605,5.8949265
753.0,-15.28279,-7.3828163
756.0,-9.63377,19.986677
759.0,-1.6539385,11.602072
764.0,-8.387263,9.192581
772.0,-2.9767761,20.393316
778.0,-2.549789,2.0518193
790.0,-10.694178,17.895895
793.0,-11.294924,19.704956
802.0,-4.1602,21.948309
844.0,-0.670898,33.870815
864.0,-9.799886,11.1501465
868.0,-6.1502323,2.9068036
869.0,-1.3336054,2.3090603
892.0,-12.227295,17.17942
900.0,-12.298279,22.194265
915.0,-19.168695,5.168599
923.0,1.7782516,-7.9054766
948.0,-15.7488,-7.7252393
952.0,-12.870868,3.9024558
962.0,-9.384405,17.088387
963.0,-43.464832,-20.006323
964.0,-43.490696,-20.01358
968.0,-13.731881,17.233862
977.0,-4.422145,12.812636
981.0,-10.868267,16.969063
982.0,-11.281068,17.117369
987.0,-7.2173467,6.9772997
988.0,-10.8716345,19.62711
994.0,-11.727167,13.994488
1002.0,0.20330739,12.538571
1003.0,-8.746996,-3.7839947
1004.0,10.720326,10.742309
1005.0,-11.801501,20.671915
1007.0,-1.8166026,12.4144745
1014.0,-1.3395388,17.103504
1026.0,-4.245657,13.546185
1028.0,-11.669551,20.888367
1029.0,-15.75192,-7.945239
1041.0,5.6173077,5.93877
1046.0,1.0631533,17.952797
1066.0,-6.291019,15.104796
1067.0,-6.0967503,11.394876
1068.0,-7.7415,4.608283
1073.0,-21.716715,12.493034
1077.0,-23.989965,8.426894
