country,label0,prob0,label1,prob1,label2,prob2,label3,prob3,label4,prob4,label5,prob5,label6,prob6,label7,prob7,label8,prob8,label9,prob9,label10,prob10,label11,prob11,label12,prob12,label13,prob13,label14,prob14,label15,prob15,label16,prob16,label17,prob17,label18,prob18,label19,prob19,label20,prob20,label21,prob21,label22,prob22,label23,prob23,label24,prob24,label25,prob25,label26,prob26,label27,prob27,label28,prob28,label29,prob29,label30,prob30,label31,prob31,label32,prob32,label33,prob33,label34,prob34,label35,prob35,label36,prob36,label37,prob37,label38,prob38,label39,prob39,label40,prob40,label41,prob41,label42,prob42,label43,prob43,label44,prob44,label45,prob45,label46,prob46,label47,prob47,label48,prob48,label49,prob49
0,beer,0.021,brewery,0.01,fish,0.008,brand,0.007,drink,0.006,produce,0.006,bottle,0.005,sell,0.005,company,0.004,water,0.004,large,0.004,flavor,0.004,market,0.004,coca_cola,0.003,product,0.003,beverage,0.003,year,0.003,brew,0.003,know,0.003,available,0.003,specie,0.003,distillery,0.003,production,0.003,brewer,0.002,introduce,0.002,popular,0.002,call,0.002,small,0.002,include,0.002,catch,0.002,whisky,0.002,brewing,0.002,united_state,0.002,new,0.002,country,0.002,soft_drink,0.002,use,0.002,world,0.002,time,0.002,local,0.002,history,0.002,hop,0.002,base,0.002,abv,0.002,malt,0.002,ale,0.002,abalone,0.002,rum,0.002,release,0.002,like,0.002
1,product,0.009,use,0.007,water,0.007,sugar,0.006,process,0.006,produce,0.006,milk,0.005,chocolate,0.005,form,0.004,food,0.004,heat,0.003,time,0.003,salt,0.003,method,0.003,bread,0.003,small,0.003,candy,0.003,production,0.003,liquid,0.003,large,0.003,add,0.003,allow,0.003,design,0.003,contain,0.002,manufacture,0.002,type,0.002,place,0.002,container,0.002,temperature,0.002,yeast,0.002,call,0.002,dry,0.002,create,0.002,sell,0.002,require,0.002,ice_cream,0.002,flavor,0.002,result,0.002,usually,0.002,machine,0.002,cup,0.002,make,0.002,remove,0.002,ingredient,0.002,cause,0.002,material,0.002,factory,0.002,work,0.002,surface,0.002,air,0.002
2,dish,0.012,food,0.009,serve,0.008,meat,0.007,cook,0.006,call,0.006,recipe,0.006,eat,0.005,include,0.005,popular,0.005,ingredient,0.005,know,0.004,cuisine,0.004,cheese,0.004,common,0.004,rice,0.004,traditional,0.004,usually,0.004,add,0.004,prepare,0.004,sauce,0.004,variety,0.004,like,0.003,bread,0.003,vegetable,0.003,type,0.003,similar,0.003,fish,0.003,soup,0.003,use,0.003,spice,0.003,meal,0.003,sweet,0.003,egg,0.003,fry,0.003,base,0.002,cooking,0.002,chicken,0.002,dry,0.002,chinese,0.002,potato,0.002,dessert,0.002,bacon,0.002,region,0.002,cake,0.002,flavor,0.002,salt,0.002,style,0.002,preparation,0.002,people,0.002
3,plant,0.014,fruit,0.011,grow,0.008,specie,0.008,seed,0.007,leave,0.007,tree,0.006,variety,0.006,coffee,0.005,know,0.004,produce,0.004,flower,0.004,find,0.004,crop,0.004,call,0.004,large,0.003,cultivar,0.003,use,0.003,small,0.003,harvest,0.003,cultivation,0.003,area,0.003,dry,0.003,production,0.003,cultivate,0.003,banana,0.003,year,0.003,root,0.003,like,0.002,long,0.002,form,0.002,common,0.002,green,0.002,white,0.002,contain,0.002,soil,0.002,native,0.002,wild,0.002,usually,0.002,india,0.002,garden,0.002,stem,0.002,develop,0.002,region,0.002,bean,0.002,eat,0.002,include,0.002,genus,0.002,similar,0.002,mushroom,0.002
4,wine,0.03,tea,0.01,produce,0.009,drink,0.008,alcohol,0.007,grape,0.006,region,0.006,production,0.005,variety,0.004,know,0.003,vineyard,0.003,area,0.003,bottle,0.003,french,0.003,time,0.003,age,0.003,year,0.003,de,0.003,country,0.002,style,0.002,dry,0.002,include,0.002,allow,0.002,producer,0.002,liquor,0.002,cider,0.002,grow,0.002,use,0.002,vine,0.002,early,0.002,alcoholic_beverage,0.002,france,0.002,roman,0.002,history,0.002,greek,0.002,champagne,0.002,winery,0.002,find,0.002,call,0.002,example,0.002,spirit,0.002,law,0.002,german,0.002,blend,0.002,type,0.002,state,0.002,quality,0.002,consider,0.002,note,0.002,world,0.002
5,company,0.011,restaurant,0.007,food,0.005,sell,0.005,product,0.004,year,0.004,new,0.004,time,0.004,store,0.004,brand,0.003,work,0.003,business,0.003,market,0.003,open,0.003,state,0.003,location,0.003,include,0.002,good,0.002,sale,0.002,begin,0.002,american,0.002,base,0.002,united_state,0.002,purchase,0.002,history,0.002,family,0.002,serve,0.002,group,0.002,chain,0.002,feature,0.002,large,0.002,bar,0.002,offer,0.002,later,0.002,call,0.002,create,0.002,city,0.002,book,0.002,start,0.002,world,0.001,take,0.001,day,0.001,list,0.001,change,0.001,chef,0.001,run,0.001,local,0.001,know,0.001,award,0.001,series,0.001
6,food,0.014,use,0.005,product,0.004,animal,0.004,produce,0.004,find,0.004,increase,0.004,form,0.003,contain,0.003,production,0.003,study,0.003,diet,0.003,water,0.003,result,0.003,meat,0.003,cause,0.003,human,0.003,process,0.003,include,0.003,plant,0.003,effect,0.003,protein,0.003,high,0.003,people,0.002,oil,0.002,report,0.002,consumption,0.002,eat,0.002,reduce,0.002,require,0.002,level,0.002,base,0.002,feed,0.002,example,0.002,provide,0.002,group,0.002,consume,0.002,source,0.002,low,0.002,system,0.002,body,0.002,occur,0.002,state,0.002,develop,0.002,time,0.002,milk,0.002,lead,0.002,country,0.002,research,0.002,method,0.002
