country,label_name,tfidf,pmi
4,india,0.02481921444963466,0.14758410476405512
3,standard,0.010376296053215245,0.05184054331953101
1,communication,0.00836661801041199,0.0321493976829526
5,film,0.007920913132469884,0.026150036258096438
2,network,0.007155515080810802,0.02274324310050633
6,channel,0.006197193130516777,0.01808871903246214
0,war,0.0042922782441771,0.015513963071119114
