country,label_name,tfidf,pmi
6,domain,0.01920665664724081,0.07604236710206924
1,browser,0.010145219886740626,0.035705436020562066
3,company,0.009495424985714773,0.026825645575950754
0,network,0.008028655338096918,0.02629949500262789
4,information,0.005619497869485826,0.016850263692423005
5,law,0.005006246354450996,0.021366366842474272
2,youtube,0.0044271837616298125,0.020587438552443094
