,label,tfidf,pmi,augmented,LDA,plain,share,avg_borda,h_cat_tfidf,h_cat_pmi,links_tfidf,links_pmi,key_words_tfidf,key_words_pmi,key_phrases_tfidf,key_phrases_pmi,lda_tfidf,lda_pmi
19,alternating_current,0.023743293692844083,0.17686031608639566,0,1,0,0.15384615384615385,0.5384615384615384,0.0,0.0,0.023743293692844083,0.17686031608639566,0.0,0.0,0.0,0.0,0.0,0.0
20,american,0.0036123731054327033,0.010077512099457665,1,0,1,0.1153846153846154,0.3076923076923077,0.0,0.0,0.0,0.0,0.0036123731054327033,0.009373606605455024,0.002878679901319063,0.010077512099457665,0.0,0.0
21,american_journalism,0.004082012723601651,0.014324825727936582,1,0,0,0.6842105263157895,2.3157894736842106,0.004082012723601651,0.014324825727936582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,american_journalists,0.00483455718469409,0.01657565668170959,1,0,1,0.6923076923076923,2.0384615384615383,0.00483455718469409,0.01657565668170959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,analysis,0.005796662286568566,0.032428629174805226,0,1,0,0.05882352941176471,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.005796662286568566,0.032428629174805226,0.0,0.0
24,android,0.03737544309766605,0.14892727921316826,1,1,1,0.14814814814814814,0.5925925925925926,0.0,0.0,0.03737544309766605,0.14892727921316826,0.0,0.0,0.004602859265843268,0.01904184662350832,0.0,0.0
25,animal-based_seafood,0.03314581600590423,0.2821162111224749,1,0,1,0.625,2.5,0.03314581600590423,0.2821162111224749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,announced,0.0071150330063160265,0.02164111368565834,1,1,1,0.0625,0.3125,0.0,0.0,0.0,0.0,0.0071150330063160265,0.02164111368565834,0.004477188523573069,0.017893126528285806,0.0,0.0
27,app,0.005753552990657681,0.019709379719086567,1,1,1,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,0.0,0.005753552990657681,0.019709379719086567,0.004188422174224247,0.015439239372537262,0.0,0.0
28,apple_inc.,0.02056010804162031,0.08673125377053834,1,1,1,0.08,0.16,0.0,0.0,0.02056010804162031,0.08673125377053834,0.0,0.0,0.0,0.0,0.0,0.0
29,application_layer_protocols,0.011357448736435086,0.03131861645614449,0,1,0,0.4,1.3428571428571427,0.011357448736435086,0.03131861645614449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,articles,0.006387501952762028,0.04873160636523921,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006387501952762028,0.04873160636523921,0.0,0.0
31,artificial_materials,0.01997359422505544,0.06895498581960352,0,1,0,0.4545454545454545,1.7272727272727273,0.01997359422505544,0.06895498581960352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,artists,0.004020790083102021,0.018122086461981844,1,0,1,0.16666666666666666,0.4117647058823529,0.0,0.0,0.0,0.0,0.003108203754558457,0.0130289630917924,0.004020790083102021,0.018122086461981844,0.0,0.0
33,arts,0.006243879822229885,0.02480029433871976,1,0,1,0.4444444444444444,1.6666666666666667,0.006243879822229885,0.02480029433871976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,atlantic_ocean,0.03688739002278493,0.4661604634831461,1,0,1,0.25,0.625,0.0,0.0,0.03688739002278493,0.4661604634831461,0.0,0.0,0.0,0.0,0.0,0.0
35,attack,0.0035979852945638405,0.015528075398981447,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035979852945638405,0.015528075398981447,0.0,0.0
36,audio,0.008567286990921127,0.045798941011157536,1,0,1,0.2,0.4,0.0,0.0,0.0,0.0,0.004678962570575302,0.025647920588167845,0.008567286990921127,0.045798941011157536,0.0,0.0
37,automobile,0.034239027778192134,0.25615694460738897,1,1,1,0.75,1.5,0.0,0.0,0.034239027778192134,0.25615694460738897,0.0,0.0,0.0,0.0,0.0,0.0
38,automotive_industry,0.03507079051874749,0.2132387622287937,1,0,1,0.6666666666666666,2.0,0.03507079051874749,0.2132387622287937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,automotive_technologies,0.03630858312529152,0.22076483618980994,1,0,1,1.0,4.4444444444444455,0.03630858312529152,0.22076483618980994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,award,0.006523522351697996,0.030830729253368064,1,1,1,0.3809523809523809,1.0476190476190477,0.0,0.0,0.0,0.0,0.006523522351697996,0.030830729253368064,0.0,0.0,0.0,0.0
41,awards,0.006757511019935418,0.02265531713972192,0,1,0,0.03125,0.125,0.0,0.0,0.0,0.0,0.006757511019935418,0.02265531713972192,0.0035145460711221515,0.01249831869442043,0.0,0.0
42,bbc,0.017236917695658858,0.07831926134399841,1,0,1,0.2,0.6666666666666666,0.0,0.0,0.017236917695658858,0.07831926134399841,0.004314037121589395,0.01641789363003044,0.004026637540053253,0.016368650659185108,0.0,0.0
43,beef,0.01495333608279629,0.052528540770113784,1,1,1,0.038461538461538464,0.0625,0.0,0.0,0.01495333608279629,0.052528540770113784,0.0,0.0,0.0,0.0,0.0,0.0
44,beer,0.04749403186428018,0.3189666602510639,1,1,1,0.3076923076923077,0.6153846153846154,0.0158424520281522,0.09954134727049588,0.04749403186428018,0.3189666602510639,0.0,0.0,0.012312261702713323,0.05444602623475302,0.0,0.0
45,beers,0.007260768839885924,0.04008834328855487,1,1,1,0.125,0.3076923076923077,0.0,0.0,0.0,0.0,0.007260768839885924,0.04008834328855487,0.0,0.0,0.0,0.0
46,behavior,0.017997575416197717,0.06479170222806824,1,0,0,0.047619047619047616,0.09523809523809523,0.017997575416197717,0.06479170222806824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,births_by_decade,0.011184037806178423,0.06048184746662446,1,1,1,0.16666666666666666,0.6666666666666666,0.011184037806178423,0.06048184746662446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,bittorrent,0.02249432342211088,0.10929427779508964,1,0,1,0.10526315789473684,0.42105263157894735,0.0,0.0,0.02249432342211088,0.10929427779508964,0.0,0.0,0.0,0.0,0.0,0.0
49,blog,0.011518460089365195,0.06584298913855281,0,1,0,0.3076923076923077,0.7692307692307693,0.0,0.0,0.011518460089365195,0.06584298913855281,0.0,0.0,0.0,0.0,0.0,0.0
50,board,0.008507025205764596,0.0742215938022076,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.008507025205764596,0.0742215938022076,0.0063931372328041676,0.07167718058275166,0.0,0.0
51,book,0.0105974225549179,0.0786946661669482,1,1,1,0.06666666666666668,0.2,0.0,0.0,0.0,0.0,0.00881642879488395,0.04346059390709557,0.0105974225549179,0.0786946661669482,0.0,0.0
52,books_about_food_and_drink,0.015682222498055853,0.16622893906444594,0,1,0,0.0,0.0,0.015682222498055853,0.16622893906444594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,books_by_type,0.015939270517867057,0.17416349462838135,0,1,0,0.0,0.0,0.015939270517867057,0.17416349462838135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,bottle,0.0052907200531871965,0.023658151971205986,1,0,1,0.15384615384615385,0.4615384615384616,0.0,0.0,0.0,0.0,0.0052907200531871965,0.023658151971205986,0.0,0.0,0.0,0.0
55,branches_of_biology,0.017917065828439546,0.08222856144556097,0,1,0,0.05555555555555555,0.2222222222222222,0.017917065828439546,0.08222856144556097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,brand,0.016135437029338867,0.0739881306708516,1,1,1,0.3043478260869565,0.9565217391304348,0.0,0.0,0.016135437029338867,0.0739881306708516,0.0,0.0,0.007333470932899231,0.02676921860683773,0.0,0.0
57,brands,0.013227758607771124,0.044724650307440376,1,1,1,0.7222222222222222,2.5555555555555562,0.013227758607771124,0.044724650307440376,0.0,0.0,0.007675080348358231,0.0254379307055067,0.0,0.0,0.0,0.0
58,brands_by_company,0.01082461693847066,0.04096222113804207,0,1,0,0.6666666666666666,1.9444444444444444,0.01082461693847066,0.04096222113804207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,bread,0.016284781789894374,0.055014266360128086,1,1,1,0.0625,0.15625,0.0,0.0,0.016284781789894374,0.055014266360128086,0.0,0.0,0.004521311708913611,0.014765497641859224,0.0,0.0
60,brewery,0.032503725777609384,0.2524396164700466,1,1,1,0.15384615384615385,0.6153846153846154,0.0,0.0,0.032503725777609384,0.2524396164700466,0.006220097922713697,0.03768344900917685,0.008771192831759684,0.04842773500212663,0.0,0.0
61,brewing,0.006415035609944376,0.0383199328330643,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061838404333892216,0.03554674448462273,0.006415035609944376,0.0383199328330643,0.0,0.0
62,british,0.004283546812855087,0.026619173084120963,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004283546812855087,0.026619173084120963,0.0,0.0
63,british_cuisine,0.02268094367882697,0.3672195725882469,0,1,0,0.3333333333333333,1.3333333333333333,0.01601779404738712,0.0881334592382751,0.02268094367882697,0.3672195725882469,0.0,0.0,0.0,0.0,0.0,0.0
64,broadcast,0.004949343036732025,0.01618464334483454,1,0,1,0.5882352941176471,2.117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.004949343036732025,0.01618464334483454,0.0,0.0
65,broadcasting,0.005680420086505563,0.01573961075676519,1,0,1,0.7142857142857143,2.642857142857143,0.0,0.0,0.0,0.0,0.005680420086505563,0.01573961075676519,0.0,0.0,0.0,0.0
66,browser,0.010194925916946554,0.036064375047425885,1,1,1,0.2857142857142857,0.9523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.010194925916946554,0.036064375047425885,0.0,0.0
67,browsers,0.012870840024332678,0.055461085971639984,1,1,1,0.64,1.88,0.012870840024332678,0.055461085971639984,0.0,0.0,0.009436982365952846,0.0355443067579735,0.0,0.0,0.0,0.0
68,building,0.004202569423514644,0.02377335988639244,1,0,1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.004202569423514644,0.02377335988639244,0.0,0.0
