article_id,popularity_score
1315,2203
1316,61774
1317,2332
1318,55611
1319,6676
1320,14767
1321,7649
1322,15082
1323,979
1324,21372
1325,2752
1326,33683
1327,10455
1328,68798
1329,20630
1330,559763
1331,38262
1332,17010
1333,3548
1334,13438
1335,2689
1336,201458
1337,12746
1338,9138
1339,1713
1340,22553
1341,14192
1342,28592
1343,427
1344,2432
1345,76740
1346,947
1347,2649
1348,1439
1349,16347
1350,1833
1351,12444
1352,24521
1353,16130
1354,20007
1355,77090
1356,97725
1357,1668
1358,6794
1359,194069
1360,6104
1361,8151
1362,23747
1363,81967
1364,14706
1365,29873
1366,1926
1367,3095
1368,25789
1369,194975
1370,3606
1371,72300
1372,10102
1373,2672
1374,32367
1375,11167
1376,949
1377,1186
1378,3102
1379,463
1380,1580
1381,72
1382,86138
1383,30792
1384,75118
1385,47704
1386,1268008
1387,72166
1388,2369
1389,58954
1390,2464
1391,210222
1392,45833
1393,2196
1394,4741
1395,3334
1396,10569
1397,131487
1398,12449
1399,113583
1400,60126
1401,17865
1402,6595
1403,13061
1404,31932
1405,10943
1406,9029
1407,10767
1408,5261
1409,18765
1410,10708
1411,30780
1412,597541
1413,4549
1414,61380
1415,13115
1416,2382
1417,1677
1418,15756
1419,10082
1420,13702
1421,85765
1422,8490
1423,34873
1424,159505
1425,1191
1426,27908
1427,66349
1428,7758
1429,101207
1430,29762
1431,57140
1432,10526
1433,8151
1434,59676
1435,1472
1436,20633
1437,832
1438,17272
1439,145497
1440,7082
1441,4615
1442,138003
1443,31580
1444,3776
1445,6989
1446,72561
1447,8293
1448,20409
1449,1926
1450,6517
1451,246462
1452,14186
1453,168785
1454,3500
1455,50922
1456,3439
1457,108300
1458,2086
1459,8338
1460,7010
1461,12680
1462,29740
1463,7529
1464,57618
1465,35413
1466,26760
1467,256073
1468,1637
1469,4084
1470,18117
1471,49976
1472,2954
1473,4816
1474,48857
1475,5028
1476,2358
1477,48354
1478,3301
1479,3851
1480,127608
1481,6432
1482,39754
1483,2213
1484,4264
1485,103060
1486,75894
1487,16334
1488,37094
1489,255055
1490,1316
1491,957
1492,1413
1493,11062
1494,8697
1495,63271
1496,1085
1497,393
1498,26145
1499,26443
1500,415
1501,8741
1502,8055
1503,1861
1504,14145
1505,10940
1506,6063
1507,10134
1508,20944
1509,3849
1510,19845
1511,203170
1512,87429
1513,67539
1514,104452
1515,376756
1516,77241
1517,72164
1518,20086
1519,65104
1520,14081
1521,3656
1522,17674
1523,11205
1524,32484
1525,144372
1526,81516
1527,51708
1528,4436
1529,8546
1530,2477
1531,3756
1532,98257
1533,91906
1534,5484
1535,793
1536,15390
1537,17666
1538,2578
1539,36675
1540,69414
1541,44090
1542,25770
1543,14984
1544,13670
1545,75159
1546,2159
1547,1910
1548,91057
1549,4212
1550,90121
1551,170044
1552,497122
1553,2407
1554,5868
1555,7231
1556,3141
1557,7872
1558,35828
1559,4062
1560,23198
1561,49405
1562,98835
1563,17853
1564,13139
1565,121988
1566,132314
1567,5778
1568,39163
1569,4305
1570,227252
1571,3068
1572,24612
1573,8943
1574,14051
1575,15833
1576,25550
1577,6944
1578,2974
1579,1157
1580,5562
1581,5017
1582,2018
1583,9183
1584,9992
1585,1386
1586,26433
1587,10607
1588,7430
1589,6245
1590,6041
1591,58113
1592,94666
1593,3656
1594,18555
1595,91294
1596,46703
1597,34578
1598,18482
1599,114045
1600,93028
1601,11362
1602,79685
1603,25067
1604,46091
1605,35565
1606,15687
1607,109910
1608,6774
1609,27830
1610,26529
1611,12060
1612,57125
1613,1350
1614,2736
1615,68478
1616,21075
1617,6129
1618,12974
1619,88067
1620,230824
1621,1330
1622,95572
1623,26557
1624,35276
1625,19538
1626,71473
1627,3513
1628,3334
1629,25194
1630,49359
1631,25213
1632,1466
1633,6906
1634,1320
1635,2462
1636,25906
1637,64686
1638,46770
1639,153564
1640,282533
1641,61110
1642,63493
1643,5589
1644,1675
1645,3721
1646,1575
1647,6683
1648,39410
1649,4716
1650,15640
1651,70293
1652,1215
1653,3183
1654,15808
1655,729
1656,14742
1657,11604
1658,2881
1659,6199
1660,2690
1661,56706
1662,2908
1663,2760
1664,2749
1665,6474
1666,41089
1667,8116
1668,5586
1669,7068
1670,2543
1671,16809
1672,12906
1673,13947
1674,97916
1675,6822
1676,136805
1677,16886
1678,4334
1679,29857
1680,10200
1681,48707
1682,230245
1683,7562
1684,42234
1685,19558
1686,83830
1687,10230
1688,4463
1689,5738
1690,37511
1691,18841
1692,4682
1693,19316
1694,20881
1695,8705
1696,22059
1697,2341
1698,1824
1699,33662
1700,918
1701,37443
1702,5512
1703,7710
1704,4576
1705,1596
1706,25549
1707,745
1708,11837
1709,439
1710,10376
1711,11581
1712,2557
1713,10376
1714,28403
1715,17766
1716,1213
1717,28260
1718,78406
1719,1161
1720,2839
1721,48871
1722,20307
1723,159881
1724,27965
1725,15088
1726,13258
1727,25863
1728,8431
1729,22723
1730,1965
1731,13127
1732,3559
1733,34934
1734,39470
1735,1857
1736,2376
1737,14143
1738,1200
1739,1526
1740,52435
1741,45407
1742,5128
1743,14314
1744,16629
1745,1043
1746,16559
1747,123108
1748,243195
1749,34314
1750,75807
1751,7838
1752,50494
1753,13941
1754,1663
1755,646888
1756,2778
1757,52560
1758,2736
1759,6720
1760,18309
1761,30571
1762,11575
1763,76658
1764,14729
1765,14496
1766,31626
1767,19575
1768,9728
1769,22150
1770,13385
1771,74095
1772,15042
1773,18399
1774,36184
1775,7107
1776,1966
1777,25146
1778,8222
1779,9205
1780,5217
1781,6063
1782,55940
1783,16569
1784,7160
1785,18784
1786,26478
1787,6436
1788,54907
1789,4219
1790,10362
1791,33344
1792,13346
1793,31513
1794,40601
1795,7400
1796,12055
1797,5648
1798,34613
1799,6527
1800,1350
1801,96320
1802,23721
1803,60519
1804,55003
1805,272853
1806,2814
1807,1310
1808,28675
1809,445220
1810,164003
1811,582274
1812,3614
1813,7990
1814,11748
1815,5228
1816,78238
1817,5903
1818,7051
1819,25259
1820,13155
1821,21551
1822,1369
1823,19152
1824,18242
1825,25994
1826,2285
1827,22816
1828,12627
1829,20494
1830,21677
1831,56745
1832,27030
1833,150207
1834,6202
1835,78753
1836,1038
1837,2275
1838,5389
1839,7437
1840,2212
1841,1015
1842,121066
1843,66306
1844,18711
1845,37494
1846,7981
1847,26015
1848,60963
1849,29113
1850,717401
1851,3835
1852,12530
1853,7443
1854,1180
1855,1954
1856,53626
1857,16134
1858,74224
1859,2056
1860,2668
1861,12280
1862,9022
1863,3572
1864,1482
1865,1025
1866,96731
1867,28452
1868,1795
1869,24592
1870,46916
1871,2555
1872,7001
1873,5634
1874,50235
1875,2434
1876,180190
1877,22665
1878,2719
1879,3939
1880,93738
1881,37947
1882,7038
1883,614
1884,36851
1885,4270
1886,3620
1887,1054
1888,89867
1889,60031
1890,15169
1891,9022
1892,3861
1893,34777
1894,9532
1895,30840
1896,46655
1897,96566
1898,249568
1899,187213
1900,54474
1901,11160
1902,2951
1903,6779
1904,1810
1905,26658
1906,41913
1907,233574
1908,82475
1909,7846
1910,3640
1911,12253
1912,4033
1913,19564
1914,146535
1915,22215
1916,5286
1917,38279
1918,1256
1919,5488
1920,171202
1921,3198
1922,9775
1923,1536
1924,8633
1925,775
1926,25263
1927,153683
1928,12163
1929,2795
1930,168443
1931,6618
1932,192723
1933,52600
1934,6512
1935,6446
1936,7896
1937,869
1938,13568
1939,341244
1940,61372
1941,90969
1942,24431
1943,7345
1944,6032
1945,18682
1946,13354
1947,48568
1948,58571
1949,142036
1950,12225
1951,11439
1952,29824
1953,35387
1954,15797
1955,19124
1956,269315
1957,320684
1958,1265
1959,9799
1960,102489
1961,22766
1962,537
1963,15556
1964,107462
1965,35698
1966,39984
1967,2123
1968,6868
1969,31804
1970,26944
1971,16631
1972,76249
1973,566052
1974,2891
1975,24010
1976,3250
1977,2270
1978,37713
1979,24487
1980,4164
1981,134614
1982,58994
1983,42008
1984,2701
1985,22423
1986,47171
1987,7649
1988,30720
1989,5706
1990,28950
1991,5432
1992,35858
1993,6621
1994,5708
1995,34712
1996,14348
1997,81874
1998,5014
1999,1249
2000,29741
2001,1773
2002,20922
2003,90163
2004,3116
2005,3958
2006,3380
2007,12659
2008,1330
2009,34676
2010,53603
2011,3384
2012,4936
2013,4404
2014,1152
2015,2989
2016,18264
2017,4390
2018,23274
2019,11261
2020,35588
2021,67863
2022,138117
2023,2752
2024,233954
2025,21548
2026,410845
2027,11279
2028,2532
2029,4757
2030,145198
2031,11838
2032,4277
2033,3383
2034,6301
2035,263832
2036,1395
2037,29010
2038,5609
2039,5006
2040,38648
2041,8658
2042,2787
2043,4356
2044,9812
2045,4205
2046,12638
2047,64729
2048,21068
2049,2750
2050,7650
2051,187821
2052,2805
2053,6036
2054,1468
2055,20247
2056,11942
2057,37307
2058,1082
2059,4228
2060,80811
2061,3475
2062,48206
2063,4472
2064,2531
2065,15925
2066,44625
2067,36987
2068,112219
2069,960
2070,1694116
2071,4287
2072,2380
2073,656
2074,7023
2075,29983
2076,49418
2077,3306
2078,13849
2079,11879
2080,15510
2081,59053
2082,8988
2083,153723
2084,1485
2085,6724
2086,7017
2087,541273
2088,41051
2089,1160
2090,4514
2091,51123
2092,4023
2093,2129
2094,243689
2095,96164
2096,6380
2097,3717
2098,22833
2099,5434
2100,3499
2101,61677
2102,6924
2103,3232
2104,10271
2105,14332
2106,4267
2107,68682
2108,140527
2109,48537
2110,17014
2111,5069
2112,115527
2113,34050
2114,10367
2115,9121
2116,2883
2117,25936
2118,2087
2119,37848
2120,3748
2121,14793
2122,767
2123,5804
2124,6217
2125,110429
2126,6674
2127,143
2128,32140
2129,24545
2130,15467
2131,18058
2132,4740
2133,31295
2134,221247
2135,4848
2136,13529
2137,10304
2138,16689
2139,4245
2140,6714
2141,1939
2142,52804
2143,51330
2144,56820
2145,11019
2146,32194
2147,102466
2148,4437
2149,29681
2150,4
2151,5688
2152,29714
2153,35571
2154,31323
2155,35324
2156,28524
2157,4156
2158,1425
2159,5073
2160,55625
2161,23287
2162,15304
2163,7883
2164,12918
2165,12990
2166,21276
2167,21342
2168,36591
2169,18825
2170,9117
2171,6682
2172,98793
2173,262284
2174,9440
2175,23531
2176,19886
2177,2071
2178,2538
2179,91804
2180,10784
2181,9293
2182,21030
2183,10292
2184,5045
2185,1182
2186,29156
2187,58716
2188,3118
2189,56764
2190,10506
2191,5660
2192,38808
2193,35607
2194,197671
2195,39226
2196,1084927
2197,2578
2198,8502
2199,8923
2200,50158
2201,17980
2202,3535
2203,2370
2204,55542
2205,2264
2206,1931
2207,12752
2208,2054
2209,7619
2210,2305
2211,15001
2212,1321
2213,26796
2214,1053
2215,2167
2216,42938
2217,5994
2218,38276
2219,32675
2220,210065
2221,275659
2222,227414
2223,156300
2224,62094
2225,20698
2226,26547
2227,701
2228,19259
2229,1969
2230,13658
2231,5301
2232,99005
2233,24465
2234,23132
2235,337
2236,17481
2237,17526
2238,9358
2239,56967
2240,228699
2241,10997
2242,21539
2243,9530
2244,396
2245,45884
2246,51185
2247,7243
2248,9040
2249,7998
2250,65727
2251,1846
2252,2856
2253,38231
2254,5255
2255,16442
2256,597
2257,93877
2258,18607
2259,2393
2260,10741
2261,77471
2262,102148
2263,2708
2264,69444
2265,1288
2266,13018
2267,651
2268,3823
2269,23416
2270,1795
2271,2421
2272,28833
2273,1762
2274,3709
2275,4461
2276,3586
2277,25646
2278,57068
2279,4079
2280,39271
2281,6703
2282,1952
2283,2437
2284,70891
2285,35480
2286,9074
2287,3770
2288,65140
2289,25319
2290,915426
2291,6923
2292,10910
2293,93706
2294,12055
2295,27853
2296,25313
2297,326270
2298,6213
2299,77950
2300,3498
2301,16716
2302,1499
2303,49097
2304,546301
2305,167460
2306,7817
2307,6657
2308,14627
2309,21866
2310,73545
2311,3731
2312,73998
2313,3261
2314,2596
2315,171
2316,76047
2317,114259
2318,5313
2319,38251
2320,2146
2321,868
2322,2369
2323,18056
2324,782913
2325,29629
2326,20242
2327,3082
2328,51077
2329,113688
2330,58532
2331,16272
2332,5473
2333,12912
2334,13388
2335,4577
2336,10475
2337,145166
2338,3880
2339,17276
2340,23810
2341,46337
2342,31821
2343,94398
2344,46137
2345,5180
2346,7147
2347,7328
2348,1629
2349,195951
2350,13094
2351,230810
2352,150459
2353,3002
2354,3160
2355,39242
2356,2891
2357,1676
2358,112120
2359,1581
2360,6158
2361,33444
2362,1034
2363,24158
2364,1529
2365,25807
2366,15922
2367,305295
2368,4345
2369,148712
2370,4928
2371,12431
2372,3229
2373,3415
2374,30146
2375,4636
2376,15963
2377,50321
2378,53501
2379,21637
2380,868
2381,1877
2382,47837
2383,2802
2384,2544
2385,36531
2386,67148
2387,4704
2388,75182
2389,133251
2390,6855
2391,6905
2392,10388
2393,56155
2394,1577
2395,8289
2396,87763
2397,32804
2398,7280
2399,42060
2400,17700
2401,157474
2402,1003
2403,20975
2404,15524
2405,86820
2406,161374
2407,9621
2408,184315
2409,4815
2410,392288
2411,2328
2412,15857
2413,61072
2414,38744
2415,2314
2416,15475
2417,2118
2418,12460
2419,279172
2420,2397
2421,33646
2422,24839
2423,3748
2424,3267
2425,9616
2426,3014
2427,35794
2428,10668
2429,2764
2430,10089
2431,15183
2432,38483
2433,372334
2434,1171
2435,4710
2436,47786
2437,59922
2438,12768
2439,5157
2440,13675
2441,66736
2442,91382
2443,16792
2444,1856
2445,13826
2446,44220
2447,26304
2448,65
2449,14724
2450,9751
2451,20389
2452,12387
2453,2249
2454,11168
2455,1038
2456,30685
2457,37453
2458,59642
2459,1484
2460,348
2461,10256
2462,2540
2463,2803
2464,115217
2465,10262
2466,21631
2467,53347
2468,3873
2469,256006
2470,10287
2471,6703
2472,5628
2473,2817
2474,2369
2475,11418
2476,11853
2477,6618
2478,146240
2479,13987
2480,103364
2481,10156
2482,1108
2483,17841
2484,41319
2485,1742170
2486,1076
2487,1829
2488,3899
